# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
195512842592.99;231954923.71;12111.51;29395.01;102001.12;1.50;27598.20;10513.58;0.00;-1796.81;-91487.54;-1.50;0.00;0.00;0.00
212570454454.64;259097448.80;11664.62;32834.71;113936.93;1.50;27598.20;10513.58;0.00;-5236.51;-103423.35;-1.50;0.00;0.00;0.00
222526954022.93;256834908.62;10111.47;32547.99;112941.98;1.50;27598.20;10513.58;0.00;-4949.79;-102428.40;-1.50;0.00;0.00;0.00
172691907890.77;248783090.68;9094.62;31527.60;109401.23;1.50;27598.20;10513.58;0.00;-3929.40;-98887.65;-1.50;0.00;0.00;0.00
202144014099.92;237197613.40;10091.65;30059.41;104306.57;1.50;27598.20;10513.58;0.00;-2461.21;-93792.99;-1.50;0.00;0.00;0.00
152039790772.69;296668573.95;9312.88;37596.00;130458.66;1.50;27598.20;10513.58;0.00;-9997.80;-119945.08;-1.50;0.00;0.00;0.00
209378180426.30;239974739.01;9173.98;30411.34;105527.80;1.50;27598.20;10513.58;0.00;-2813.14;-95014.22;-1.50;0.00;0.00;0.00
184212692612.12;207577166.59;8153.34;26305.69;91281.12;1.50;27598.20;10513.58;0.00;1292.51;-80767.54;-1.50;1.00;0.00;0.00
196724345224.25;259644155.77;9828.27;32904.00;114177.34;1.50;27598.20;10513.58;0.00;-5305.80;-103663.76;-1.50;0.00;0.00;0.00
193253953860.89;207976756.18;8135.85;26356.33;91456.83;1.50;27598.20;10513.58;0.00;1241.87;-80943.25;-1.50;1.00;0.00;0.00
