# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
190710262465.16;263928715.67;12182.15;0.93;1.05;141.37;5.64;104.31;7.02;140.57;957.50;33726.83;114828.31;0.01;22380.94;12182.00;0.00;-7795.79;-93569.72;-0.01;0.00;0.00;0.00
206303708765.62;251064283.72;9017.82;0.90;0.99;143.58;5.92;98.54;6.99;140.25;912.48;32009.99;116415.25;0.01;16566.35;9017.00;0.00;-12494.70;-96286.80;-0.01;0.00;0.00;0.00
202541028592.56;252460243.84;9807.21;0.95;0.96;143.76;6.07;103.99;6.96;144.18;947.33;33090.84;120198.57;0.01;18017.79;9807.00;0.00;-14271.95;-105305.53;-0.01;0.00;0.00;0.00
209597384955.83;254679534.50;10950.94;0.92;1.00;140.20;5.83;103.73;6.85;143.54;929.54;33233.02;113587.42;0.01;20117.63;10950.00;0.00;-10221.12;-93033.61;-0.01;0.00;0.00;0.00
210245543087.10;237732622.37;12807.51;1.02;0.93;140.20;5.81;101.21;7.02;141.57;925.07;30596.86;105636.86;0.01;23529.40;12807.00;0.00;-9511.29;-96338.96;-0.02;0.00;0.00;0.00
185183658341.76;254088909.42;13148.53;0.96;1.05;141.16;5.78;101.32;7.09;142.68;902.39;32957.06;113080.60;0.01;24156.16;13148.00;0.00;-6278.04;-94609.57;-0.01;0.00;0.00;0.00
187874768868.08;253293201.68;11610.13;1.06;1.00;145.61;5.88;106.13;7.09;140.59;948.01;32374.00;118230.76;0.01;21330.45;11610.00;0.00;-12911.66;-113361.35;-0.02;0.00;0.00;0.00
202907936144.13;264365300.91;8551.38;0.97;0.98;136.03;5.81;106.71;7.30;136.38;934.65;32776.01;114016.27;0.01;15710.36;8551.00;0.00;-16235.68;-101695.52;-0.01;0.00;0.00;0.00
193204474366.04;262630231.60;11217.86;1.03;1.01;132.73;5.92;101.01;6.93;136.42;919.20;32571.06;112555.96;0.01;20608.08;11217.00;0.00;-12664.93;-104342.05;-0.02;0.00;0.00;0.00
202293338801.88;244450077.63;12833.90;0.97;0.97;134.58;5.78;102.30;7.20;141.08;924.04;31352.65;103703.92;0.01;23577.23;12833.00;0.00;-7640.72;-88457.26;-0.01;0.00;0.00;0.00
199173687093.50;227158021.30;13449.86;1.03;0.90;142.65;5.93;104.03;7.05;135.40;955.09;27960.64;104781.23;0.01;24708.91;13449.00;0.00;-6627.97;-96177.29;-0.02;0.00;0.00;0.00
194950229195.61;266269805.63;15590.54;0.99;1.00;140.67;5.85;102.82;6.97;136.67;944.18;33083.99;119494.11;0.01;28642.29;15590.00;0.00;-4147.02;-102963.52;-0.01;0.00;0.00;0.00
207441230056.10;241712549.18;9975.10;0.94;0.96;139.23;5.77;104.66;6.87;139.76;915.55;30711.37;105875.18;0.01;18326.45;9975.00;0.00;-11221.83;-89734.23;-0.01;0.00;0.00;0.00
187914784706.93;255844659.97;11687.50;1.03;1.01;139.67;5.77;97.33;7.07;138.21;908.10;32146.19;112380.38;0.01;21471.65;11687.00;0.00;-11302.09;-103536.98;-0.02;0.00;0.00;0.00
187512401780.82;254187789.76;7604.00;0.98;1.01;136.73;5.80;101.86;7.14;136.41;941.94;31521.37;110022.55;0.01;13970.23;7604.00;0.00;-16968.81;-100689.33;-0.01;0.00;0.00;0.00
207039971971.36;246904595.44;8216.25;0.96;1.04;144.58;5.74;98.75;7.03;140.05;927.84;31436.48;111735.94;0.01;15094.62;8216.00;0.00;-14688.63;-99279.10;-0.01;0.00;0.00;0.00
203404081103.91;239331204.62;7568.25;1.07;0.95;143.22;5.90;101.14;6.93;140.14;958.91;30490.35;110359.63;0.01;13904.00;7568.00;0.00;-19277.60;-110559.43;-0.02;0.00;0.00;0.00
215382048398.80;259278331.35;8350.73;1.01;1.11;139.89;5.90;106.64;7.03;141.75;902.22;33411.10;116690.07;0.01;15341.20;8350.00;0.00;-16895.72;-109112.54;-0.02;0.00;0.00;0.00
192672941177.07;260503676.19;11090.22;1.02;1.02;134.96;5.71;103.94;7.21;141.44;908.97;33496.03;109549.96;0.01;20375.11;11090.00;0.00;-13206.46;-99996.15;-0.02;0.00;0.00;0.00
196428323058.56;233468293.94;7773.99;1.07;0.96;139.70;5.86;97.98;7.06;142.49;987.66;30243.69;104195.47;0.01;14280.36;7773.00;0.00;-18573.07;-103680.37;-0.02;0.00;0.00;0.00
193286855049.71;243801573.86;11569.28;1.01;0.98;138.10;5.79;104.03;7.02;138.85;946.09;30773.69;106248.01;0.01;21254.81;11569.00;0.00;-10156.72;-95712.03;-0.02;0.00;0.00;0.00
192514626246.89;235057573.66;9852.45;1.00;0.99;136.29;5.66;99.99;6.89;136.78;912.60;29227.57;98843.04;0.01;18100.22;9852.00;0.00;-11490.53;-89540.12;-0.02;0.00;0.00;0.00
190780001388.28;259687513.80;9670.50;0.91;0.93;139.54;5.69;101.76;6.98;136.41;954.79;32202.48;112423.51;0.01;17765.74;9670.00;0.00;-12603.64;-92904.74;-0.01;0.00;0.00;0.00
192426776238.61;239949062.78;7909.10;0.99;1.01;133.28;5.56;100.88;7.11;140.75;938.40;30702.64;96972.38;0.01;14530.43;7909.00;0.00;-15826.35;-88275.23;-0.01;0.00;0.00;0.00
191523095558.94;250803873.12;8336.63;0.94;0.94;133.80;5.97;101.74;7.31;138.68;929.36;31619.86;109294.00;0.01;15315.24;8336.00;0.00;-15264.35;-94556.19;-0.01;0.00;0.00;0.00
198122997059.42;266211359.86;7224.72;1.00;1.01;138.23;5.57;100.37;7.09;139.56;925.35;33774.37;111804.11;0.01;13272.05;7224.00;0.00;-20245.77;-104094.07;-0.01;0.00;0.00;0.00
199317400024.09;237015137.31;7521.53;0.98;1.04;137.27;5.62;105.40;6.97;140.25;931.58;30219.38;99772.98;0.01;13817.78;7521.00;0.00;-15102.53;-89609.65;-0.01;0.00;0.00;0.00
199224506366.12;260798739.41;9655.90;0.91;1.02;138.28;5.83;97.83;7.05;140.69;963.71;33355.96;114582.96;0.01;17738.04;9655.00;0.00;-12346.02;-94553.58;-0.01;0.00;0.00;0.00
216308699943.28;237017945.03;9998.35;1.03;1.02;143.84;5.83;101.03;6.98;137.58;922.96;29643.84;108484.19;0.01;18368.67;9998.00;0.00;-11689.25;-101172.69;-0.02;0.00;0.00;0.00
225992011574.42;247050921.65;10359.10;0.96;1.01;141.63;6.03;103.49;7.06;137.85;934.09;30960.52;115139.41;0.01;19032.03;10359.00;0.00;-10637.83;-100321.62;-0.01;0.00;0.00;0.00
199102779058.15;247475015.02;9441.54;1.04;1.03;139.97;5.85;102.19;7.07;141.31;930.35;31791.92;110575.64;0.01;17345.32;9441.00;0.00;-15187.71;-105000.33;-0.02;0.00;0.00;0.00
205742783146.05;245789832.45;11023.10;0.98;0.95;138.89;5.84;102.16;6.97;139.02;967.08;31062.67;108780.84;0.01;20251.45;11023.00;0.00;-11028.90;-95648.97;-0.01;0.00;0.00;0.00
191876977606.84;258117402.21;7813.25;1.06;0.99;139.38;5.63;102.65;7.32;138.94;956.60;32603.22;110532.54;0.01;14354.22;7813.00;0.00;-20453.31;-109716.08;-0.02;0.00;0.00;0.00
201340928798.97;238824552.53;12368.41;1.05;0.96;139.59;6.02;103.57;7.03;138.32;931.70;30031.28;109418.74;0.01;22723.01;12368.00;0.00;-9593.95;-102804.02;-0.02;0.00;0.00;0.00
207623642975.34;264579597.70;11067.57;0.94;1.01;134.56;5.79;102.98;6.93;138.61;940.25;33340.28;112497.98;0.01;20332.40;11067.00;0.00;-10751.82;-94414.00;-0.01;0.00;0.00;0.00
203292680542.05;250547999.11;9812.42;0.94;0.95;140.63;5.99;100.54;6.91;135.51;988.43;30864.65;115207.97;0.01;18026.45;9812.00;0.00;-11890.48;-98827.09;-0.01;0.00;0.00;0.00
197880252723.79;257296266.88;11283.74;1.00;0.99;142.60;5.80;100.42;7.15;139.69;956.18;32674.11;116147.48;0.01;20729.30;11283.00;0.00;-11937.12;-104472.02;-0.01;0.00;0.00;0.00
207942686109.84;231998819.40;11162.46;1.05;0.99;139.56;5.81;101.65;7.06;131.17;939.48;27664.42;102562.69;0.01;20507.08;11162.00;0.00;-8913.39;-97163.01;-0.02;0.00;0.00;0.00
190987906644.37;273515457.06;14298.39;1.01;1.00;145.05;5.68;104.46;7.17;131.38;947.94;32667.70;123012.24;0.01;26268.83;14298.00;0.00;-6567.27;-109680.68;-0.02;0.00;0.00;0.00
202075316956.36;271119892.11;9207.35;0.91;1.06;137.46;5.94;106.04;7.04;139.58;934.86;34403.14;120823.34;0.01;16915.50;9207.00;0.00;-13406.90;-100258.42;-0.01;0.00;0.00;0.00
209167770005.76;259280698.89;9199.44;1.00;1.05;135.09;5.71;104.26;7.26;139.98;939.09;32994.98;109013.45;0.01;16900.71;9199.00;0.00;-15189.46;-99131.73;-0.01;0.00;0.00;0.00
209749186310.63;249662595.95;12064.22;1.02;1.03;138.79;5.87;100.37;7.17;142.28;900.96;32292.43;110999.51;0.01;22164.60;12064.00;0.00;-9872.26;-100231.41;-0.02;0.00;0.00;0.00
202442373261.97;250858357.26;13524.56;1.03;1.01;142.93;5.80;102.40;7.12;136.37;940.33;31098.66;113395.19;0.01;24846.74;13524.00;0.00;-7023.80;-103647.86;-0.02;0.00;0.00;0.00
191943038564.06;256306073.86;12751.43;1.06;0.95;136.29;5.85;98.77;6.96;137.38;924.93;32010.77;111486.05;0.01;23426.27;12751.00;0.00;-11746.69;-106411.32;-0.02;0.00;0.00;0.00
206480619518.70;245038055.30;12409.25;0.96;0.95;141.86;5.81;102.54;7.12;133.52;961.40;29743.98;110074.12;0.01;22798.04;12409.00;0.00;-6889.70;-93756.69;-0.01;0.00;0.00;0.00
199489209920.25;235926535.16;8579.60;1.04;1.01;137.70;5.67;102.67;7.10;132.77;949.79;28477.15;100449.21;0.01;15761.45;8579.00;0.00;-13707.73;-95999.70;-0.02;0.00;0.00;0.00
217211199001.40;230776022.15;13146.78;1.02;0.94;140.36;5.90;102.51;7.23;138.35;940.56;29026.21;104227.48;0.01;24152.35;13146.00;0.00;-6997.30;-94235.35;-0.02;0.00;0.00;0.00
179808217419.29;240239426.19;11185.56;0.98;1.09;142.06;5.78;100.04;7.03;143.00;924.52;31231.55;107621.19;0.01;20549.39;11185.00;0.00;-8266.46;-93540.77;-0.01;0.00;0.00;0.00
204273349336.84;266232370.16;7575.74;1.09;1.11;140.67;5.91;103.64;7.18;136.38;940.49;33007.84;120701.86;0.01;13917.11;7575.00;0.00;-20673.98;-123658.78;-0.02;0.00;0.00;0.00
201566241916.12;268148889.78;13338.86;1.03;0.90;137.39;5.71;102.72;7.15;141.13;937.66;34403.52;114810.72;0.01;24504.91;13338.00;0.00;-13448.16;-106676.82;-0.02;0.00;0.00;0.00
179929384387.94;229865196.78;11814.06;1.03;1.00;136.99;5.85;104.34;6.59;141.07;924.12;29479.25;100502.01;0.01;21704.83;11814.00;0.00;-8609.19;-91361.92;-0.02;0.00;0.00;0.00
207136082864.86;238567672.45;10591.86;1.03;1.05;139.26;5.75;101.04;7.04;141.38;973.44;30662.81;104286.46;0.01;19457.70;10591.00;0.00;-11224.58;-96629.30;-0.02;0.00;0.00;0.00
197427359339.41;242085250.91;11588.86;0.95;0.96;133.17;5.68;99.49;7.17;140.83;935.09;30994.58;99950.57;0.01;21289.55;11588.00;0.00;-9072.11;-83977.21;-0.01;0.00;0.00;0.00
195971028213.03;245335012.45;9937.93;0.94;0.99;137.65;5.80;100.49;6.95;139.45;954.43;31101.41;106830.95;0.01;18256.22;9937.00;0.00;-11082.37;-90426.24;-0.01;0.00;0.00;0.00
194820459130.19;245620881.72;13857.05;1.07;1.05;135.64;5.98;107.11;7.10;140.34;905.55;31336.72;108670.04;0.01;25459.04;13857.00;0.00;-6984.28;-102159.09;-0.02;0.00;0.00;0.00
206004814970.68;258225200.69;14339.20;1.00;0.97;140.09;5.72;103.00;6.99;143.49;944.12;33685.15;112866.21;0.01;26343.86;14339.00;0.00;-8294.15;-99249.02;-0.02;0.00;0.00;0.00
202409161972.31;249676948.49;8623.89;0.93;0.98;138.65;5.90;99.57;7.06;143.32;960.04;32529.79;111482.89;0.01;15842.19;8623.00;0.00;-14672.47;-94898.63;-0.01;0.00;0.00;0.00
196289617923.12;255453485.52;8215.46;1.10;1.06;143.50;5.70;104.87;7.09;135.88;934.00;31554.98;113891.06;0.01;15092.95;8215.00;0.00;-18714.09;-116766.92;-0.02;0.00;0.00;0.00
202087735008.96;213545098.59;14669.42;0.99;0.98;139.12;5.86;101.69;6.98;138.04;951.85;26797.83;94898.43;0.01;26950.04;14669.00;0.00;-40.48;-79325.60;-0.01;0.00;0.00;0.00
188975528355.34;268233008.67;12885.19;0.99;1.02;138.41;5.62;103.28;6.92;135.19;930.60;32966.71;113884.04;0.01;23672.54;12885.00;0.00;-8486.08;-99340.11;-0.01;0.00;0.00;0.00
193377846161.44;248320399.65;12151.13;1.01;1.00;141.84;5.74;104.17;7.06;145.52;911.86;32850.08;110289.67;0.01;22324.45;12151.00;0.00;-10964.80;-99584.06;-0.02;0.00;0.00;0.00
219090610882.66;242833722.32;9817.06;1.01;0.94;138.66;5.84;102.40;7.15;138.35;939.40;30541.52;107305.82;0.01;18036.09;9817.00;0.00;-13898.49;-99173.23;-0.02;0.00;0.00;0.00
205151107547.08;244786843.36;10074.93;1.04;0.96;139.09;5.80;99.21;7.19;141.57;954.50;31504.80;107799.97;0.01;18508.03;10074.00;0.00;-14983.13;-102403.72;-0.02;0.00;0.00;0.00
198890353010.81;250634296.18;14492.42;1.02;1.01;138.18;5.83;104.24;7.00;141.66;941.07;32276.19;110162.66;0.01;26625.09;14492.00;0.00;-5978.05;-97560.85;-0.02;0.00;0.00;0.00
203734113099.61;239155694.44;13013.37;1.11;0.95;137.69;5.89;102.28;6.77;135.34;933.84;29425.59;105721.00;0.01;23907.63;13013.00;0.00;-10102.48;-105216.31;-0.02;0.00;0.00;0.00
206122085512.21;231277494.55;9527.41;1.05;0.97;139.56;5.74;97.78;6.97;141.35;912.50;29718.88;101084.09;0.01;17503.17;9527.00;0.00;-14295.02;-97084.05;-0.02;0.00;0.00;0.00
186254546826.24;255136410.85;8595.29;1.07;1.00;139.50;5.65;100.56;7.18;140.37;955.36;32556.57;109717.09;0.01;15790.80;8595.00;0.00;-19031.68;-108560.40;-0.02;0.00;0.00;0.00
189651693127.74;241969282.83;10258.21;0.93;0.97;136.85;5.55;102.10;7.09;143.80;923.08;31631.46;100231.64;0.01;18846.23;10258.00;0.00;-11086.84;-82918.63;-0.01;0.00;0.00;0.00
187767347964.27;252985576.68;11064.65;1.02;1.05;137.14;5.68;105.31;7.26;137.82;943.58;31697.78;107457.13;0.01;20327.19;11064.00;0.00;-10878.30;-97753.97;-0.02;0.00;0.00;0.00
198372439926.71;241305882.38;12975.80;1.02;1.02;138.80;5.69;100.70;7.19;136.53;937.75;29949.36;104027.16;0.01;23837.95;12975.00;0.00;-6172.18;-92509.41;-0.02;0.00;0.00;0.00
219523228927.43;244571651.47;7904.11;0.99;0.97;138.95;5.85;102.26;7.05;138.55;956.39;30804.97;108410.81;0.01;14521.33;7904.00;0.00;-16362.48;-99408.94;-0.01;0.00;0.00;0.00
198853436932.43;263094766.31;11049.01;1.08;1.03;136.41;5.91;105.36;7.14;140.63;916.44;33636.03;115601.42;0.01;20299.84;11049.00;0.00;-15582.36;-113943.54;-0.02;0.00;0.00;0.00
207738472839.69;242764521.57;15116.12;0.96;1.00;143.39;6.06;104.79;7.14;142.47;923.03;31441.65;115140.66;0.01;27772.12;15116.00;0.00;-2484.98;-95799.65;-0.01;0.00;0.00;0.00
198821451063.17;234615007.56;12618.68;0.95;1.06;139.29;5.76;99.80;7.09;133.99;956.00;28577.29;102659.71;0.01;23181.81;12618.00;0.00;-2671.02;-84453.35;-0.01;0.00;0.00;0.00
191951730936.46;252213649.25;9389.09;1.02;0.99;143.68;5.88;102.12;7.22;143.05;931.83;32798.33;116170.87;0.01;17249.92;9389.00;0.00;-16347.16;-108864.51;-0.02;0.00;0.00;0.00
206430548249.61;226563092.40;13366.78;0.97;1.02;144.51;5.77;100.16;7.20;144.23;921.19;29706.53;103061.84;0.01;24556.60;13366.00;0.00;-3630.18;-86184.85;-0.01;0.00;0.00;0.00
181889451135.83;264309298.18;10140.54;0.89;0.95;139.11;5.74;104.82;7.07;136.91;938.62;32896.72;115111.04;0.01;18629.54;10140.00;0.00;-11394.99;-92359.08;-0.01;0.00;0.00;0.00
209491325124.47;257640978.07;9224.21;0.93;0.93;140.69;5.76;100.50;7.04;140.40;931.68;32884.47;113794.54;0.01;16946.53;9224.00;0.00;-14902.04;-97503.24;-0.01;0.00;0.00;0.00
203819156198.31;269340518.41;12833.03;0.99;0.94;137.71;5.90;103.44;7.01;144.24;958.70;35318.03;119383.75;0.01;23576.96;12833.00;0.00;-12632.01;-105596.27;-0.01;0.00;0.00;0.00
213926391123.82;242939319.34;10164.69;1.09;1.09;138.38;5.63;100.70;7.25;139.05;925.35;30709.16;103278.47;0.01;18673.61;10164.00;0.00;-13109.19;-101222.48;-0.02;0.00;0.00;0.00
230297792309.56;239642738.44;8754.06;1.07;0.94;136.63;5.65;99.15;7.16;144.82;950.19;31550.41;100845.96;0.01;16082.83;8754.00;0.00;-18627.87;-99683.49;-0.02;0.00;0.00;0.00
210797942452.49;248852193.82;11166.32;0.98;1.01;137.92;5.78;106.57;7.33;142.27;951.25;32185.50;108276.65;0.01;20514.69;11166.00;0.00;-10935.51;-95214.83;-0.01;0.00;0.00;0.00
217481905563.48;229448620.09;7157.94;0.96;0.99;141.26;5.80;102.66;6.86;138.17;963.54;28820.19;102527.22;0.01;13148.84;7157.00;0.00;-14630.62;-91449.50;-0.01;0.00;0.00;0.00
208422737917.95;239402197.31;13460.34;0.97;0.99;135.32;5.75;101.14;7.33;137.34;933.48;29891.09;101563.93;0.01;24729.12;13460.00;0.00;-4688.59;-85474.81;-0.01;0.00;0.00;0.00
207730861610.37;255889817.01;11086.38;0.97;0.95;137.25;5.86;99.02;7.17;137.35;947.70;31951.43;112196.89;0.01;20367.31;11086.00;0.00;-11740.28;-98389.07;-0.01;0.00;0.00;0.00
219639109772.48;228006047.65;6613.07;1.08;1.00;140.92;5.80;101.36;7.19;141.53;914.75;29335.46;101646.06;0.01;12149.72;6613.00;0.00;-19398.27;-102739.65;-0.02;0.00;0.00;0.00
208533906053.23;270864611.50;13781.91;0.90;1.03;133.01;5.77;103.44;7.34;138.66;955.50;34143.26;113399.79;0.01;25318.76;13781.00;0.00;-4405.46;-87272.21;-0.01;0.00;0.00;0.00
189927116513.90;236518302.89;9967.63;1.03;1.04;140.50;5.95;99.65;6.95;136.27;926.59;29299.32;107813.45;0.01;18311.61;9967.00;0.00;-11069.24;-100367.82;-0.02;0.00;0.00;0.00
195884050177.17;249550226.71;13758.83;1.10;1.03;137.77;5.79;98.47;6.91;144.07;945.82;32683.61;108551.95;0.01;25276.07;13758.00;0.00;-9718.14;-104803.40;-0.02;0.00;0.00;0.00
206849596628.53;239871140.16;11029.24;1.00;1.04;140.33;5.82;104.89;6.99;136.43;939.89;29749.59;106829.21;0.01;20262.84;11029.00;0.00;-8699.19;-95177.30;-0.01;0.00;0.00;0.00
209458800230.69;273353860.49;7492.23;0.99;1.01;139.04;5.68;105.24;6.96;138.78;922.47;34486.31;117683.02;0.01;13764.57;7492.00;0.00;-20273.65;-109246.78;-0.01;0.00;0.00;0.00
206322730165.45;263426886.72;11295.69;0.94;1.03;141.83;5.80;103.06;6.99;145.48;964.90;34840.05;118188.60;0.01;20751.28;11295.00;0.00;-11128.95;-98897.14;-0.01;0.00;0.00;0.00
206269951132.54;250723191.29;10661.41;0.99;0.87;137.13;5.67;102.85;7.15;139.64;923.73;31827.74;106274.44;0.01;19586.75;10661.00;0.00;-14404.07;-95833.10;-0.01;0.00;0.00;0.00
209705974261.72;232701544.33;14616.91;0.95;0.99;136.75;5.75;103.00;7.12;139.96;922.20;29607.27;99804.36;0.01;26853.05;14616.00;0.00;-1333.50;-79819.86;-0.01;0.00;0.00;0.00
200405799009.63;262512095.77;10590.10;1.00;1.03;137.58;5.92;103.65;7.11;134.59;918.75;32118.50;116539.38;0.01;19456.46;10590.00;0.00;-12093.66;-105596.37;-0.01;0.00;0.00;0.00
187024886800.34;253362195.77;7419.89;1.00;1.02;141.28;5.60;102.14;7.07;144.13;995.74;33196.52;109314.73;0.01;13630.04;7419.00;0.00;-19219.35;-101629.26;-0.01;0.00;0.00;0.00
214736027436.46;238982357.63;10568.92;0.97;1.00;139.90;5.79;102.69;7.11;140.27;947.83;30474.00;105637.88;0.01;19415.78;10568.00;0.00;-10323.07;-92342.75;-0.01;0.00;0.00;0.00
211626005572.74;256757188.61;9426.81;0.93;0.92;142.68;5.73;105.83;7.21;134.85;904.65;31476.25;114586.17;0.01;17318.13;9426.00;0.00;-13439.66;-98418.39;-0.01;0.00;0.00;0.00
204560359497.41;255997770.60;9286.01;1.07;1.00;136.53;5.66;100.02;7.04;141.53;923.86;32936.57;107999.69;0.01;17060.37;9286.00;0.00;-18080.36;-106163.13;-0.02;0.00;0.00;0.00
213558987193.26;241902565.77;10469.73;1.06;0.97;142.71;5.67;101.00;6.92;136.27;910.79;29966.84;106815.25;0.01;19233.97;10469.00;0.00;-12906.49;-102588.48;-0.02;0.00;0.00;0.00
