# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
20697.00;993.17;12212.72;902.88;1.00;1.50;33695.26;12834.49;1989.00;32792.38;12833.49;1987.50;1.00;1.00;1.00
20736.17;1073.24;8817.07;975.67;1.00;1.50;24327.80;9266.44;1989.00;23352.13;9265.44;1987.50;1.00;1.00;1.00
20253.75;930.41;9095.07;845.83;1.00;1.50;25094.86;9558.61;1989.00;24249.03;9557.61;1987.50;1.00;1.00;1.00
19395.47;905.41;8280.41;823.10;1.00;1.50;22846.12;8702.06;1989.00;22023.02;8701.06;1987.50;1.00;1.00;1.00
19433.23;943.58;9851.45;857.80;1.00;1.50;27180.81;10353.14;1989.00;26323.00;10352.14;1987.50;1.00;1.00;1.00
18118.84;1051.43;10652.92;955.84;1.00;1.50;29390.92;11194.97;1989.00;28435.08;11193.97;1987.50;1.00;1.00;1.00
21263.92;1004.45;10883.17;913.13;1.00;1.50;30028.30;11437.75;1989.00;29115.16;11436.75;1987.50;1.00;1.00;1.00
20641.87;874.22;10230.29;794.75;1.00;1.50;28226.54;10751.46;1989.00;27431.79;10750.46;1987.50;1.00;1.00;1.00
19458.43;998.04;9908.61;907.31;1.00;1.50;27338.08;10413.05;1989.00;26430.78;10412.05;1987.50;1.00;1.00;1.00
19966.45;973.76;11169.20;885.23;1.00;1.50;30817.43;11738.33;1989.00;29932.19;11737.33;1987.50;1.00;1.00;1.00
