# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
206640919586.11;247786584.37;18359.11;1.04;0.97;136.92;6.21;105.26;6.71;136.43;985.01;31898.53;31898.53;31898.53;18533.66;19074.11;18816.47;-13364.87;-12824.42;-13082.06;0.00;0.00;0.00
198080630299.59;259290320.64;22546.20;0.98;0.98;142.09;5.79;105.68;6.94;144.77;940.25;33452.08;33452.08;33452.08;23098.85;23772.81;23450.91;-10353.24;-9679.28;-10001.17;0.00;0.00;0.00
176824495698.21;240919252.67;20751.22;0.99;0.98;155.11;5.71;106.45;6.64;138.79;880.77;30174.30;30174.30;30174.30;21173.60;21791.79;21495.92;-9000.70;-8382.51;-8678.38;0.00;0.00;0.00
193092438668.41;266835360.73;17744.70;1.01;0.98;148.84;5.58;100.66;7.26;138.81;963.18;33981.60;33981.60;33981.60;18031.42;18557.41;18306.37;-15950.18;-15424.19;-15675.23;0.00;0.00;0.00
189957259662.87;272288479.28;23362.83;1.01;0.97;132.08;5.70;106.27;6.55;134.83;972.21;33831.87;33831.87;33831.87;23719.41;24410.78;24081.64;-10112.46;-9421.09;-9750.24;0.00;0.00;0.00
208011666500.72;257551590.49;16322.66;0.99;1.03;151.12;5.49;103.62;7.09;150.64;1013.96;34921.31;34921.31;34921.31;17554.91;18066.75;17822.85;-17366.40;-16854.57;-17098.46;0.00;0.00;0.00
200974702394.32;226620625.27;19873.03;0.98;0.98;134.69;5.64;101.97;7.33;144.88;967.64;29124.38;29124.38;29124.38;20327.67;20920.52;20637.76;-8796.70;-8203.86;-8486.61;0.00;0.00;0.00
206795050292.03;236895881.09;18040.39;1.02;1.03;141.81;5.90;97.58;7.07;152.06;946.31;33281.03;33281.03;33281.03;19304.51;19867.54;19598.96;-13976.53;-13413.49;-13682.08;0.00;0.00;0.00
205908102991.26;249522151.25;18947.33;1.02;0.94;134.28;5.77;102.55;7.21;149.31;922.61;34460.24;34460.24;34460.24;18495.33;19034.99;18777.21;-15964.91;-15425.25;-15683.03;0.00;0.00;0.00
191251732580.52;222335025.74;19833.49;1.04;1.01;145.01;5.72;91.38;7.55;132.92;936.80;27916.10;27916.10;27916.10;20900.82;21510.45;21219.58;-7015.29;-6405.65;-6696.53;0.00;0.00;0.00
205903322648.34;247596221.91;18385.09;0.97;1.00;133.32;5.87;106.68;7.70;144.78;927.37;31619.49;31619.49;31619.49;19103.49;19661.25;19394.28;-12516.00;-11958.24;-12225.21;0.00;0.00;0.00
196531662627.74;235977881.92;17530.51;1.00;0.98;141.28;6.12;105.83;7.12;151.80;980.39;32614.96;32614.96;32614.96;17851.85;18372.68;18123.98;-14763.11;-14242.28;-14490.98;0.00;0.00;0.00
197675066667.26;228184106.88;17989.77;1.00;1.00;146.95;5.83;115.07;7.32;132.73;922.57;27670.87;27670.87;27670.87;18814.62;19364.19;19100.76;-8856.26;-8306.68;-8570.11;0.00;0.00;0.00
193766365294.89;253053235.77;18732.88;1.03;0.96;142.26;5.39;100.98;6.50;144.15;952.11;34110.86;34110.86;34110.86;18809.34;19357.54;19096.64;-15301.52;-14753.32;-15014.22;0.00;0.00;0.00
176632896867.27;249490786.25;22352.53;0.98;0.97;133.15;5.74;103.60;6.99;145.55;937.26;32255.58;32255.58;32255.58;22586.63;23245.44;22931.09;-9668.95;-9010.14;-9324.49;0.00;0.00;0.00
197087336225.28;275952346.28;21267.16;0.99;1.02;132.32;5.89;106.44;7.51;146.67;1038.31;36399.42;36399.42;36399.42;22651.02;23311.51;22996.67;-13748.40;-13087.91;-13402.75;0.00;0.00;0.00
180318175913.77;232239979.86;21759.93;0.97;0.99;143.03;5.91;105.78;7.59;134.38;990.37;27544.85;27544.85;27544.85;22355.59;23007.97;22696.23;-5189.26;-4536.89;-4848.62;0.00;0.00;0.00
