# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
652;1249;3;3;3;3;3;0;0;0;0
556;987;2;2;2;2;2;0;0;0;0
338;969;3;3;3;1;1;-1;-1;0;0
351;917;2;2;3;1;1;-1;-1;0;0
765;905;2;2;2;3;3;0;0;1;1
529;890;2;2;2;2;2;0;0;0;0
633;920;2;2;3;2;2;0;0;0;0
558;975;2;2;2;2;2;0;0;1;1
592;1041;3;3;3;2;2;0;0;0;0
450;1021;2;2;2;2;2;0;0;0;0
504;905;3;3;3;2;2;0;-1;0;0
598;1070;2;2;3;2;2;0;0;0;0
679;1107;3;3;3;3;3;0;0;0;0
539;1090;3;3;3;2;2;0;0;0;0
470;951;3;3;3;2;2;-1;-1;0;0
411;1178;2;2;3;2;2;0;0;0;0
301;942;2;2;3;1;1;-1;-1;0;0
470;1217;3;3;3;2;2;0;0;0;0
571;1097;2;2;3;2;2;0;0;0;0
283;866;3;3;3;1;1;-1;-2;0;0
481;1066;3;3;3;2;2;-1;-1;0;0
467;764;2;2;2;2;2;0;0;0;0
477;970;3;3;3;2;2;0;-1;0;0
375;982;3;3;3;1;1;-1;-1;0;0
584;1160;2;2;3;2;2;0;0;0;0
380;1037;2;2;2;1;2;0;0;0;0
683;961;2;2;2;3;3;0;0;1;1
414;1110;3;3;3;2;2;-1;-1;0;0
627;1019;2;2;3;2;2;0;0;0;0
514;1064;2;2;2;2;2;0;0;0;0
519;825;2;2;2;2;2;0;0;0;0
354;909;2;2;3;1;1;-1;-1;0;0
292;918;3;3;3;1;1;-1;-1;0;0
378;952;2;2;2;1;1;0;0;0;0
527;948;3;3;3;2;2;0;-1;0;0
615;1009;3;3;3;2;2;0;0;0;0
451;993;2;2;3;2;2;0;0;0;0
488;957;3;3;3;2;2;0;0;0;0
490;975;3;3;3;2;2;-1;-1;0;0
466;1164;2;2;2;2;2;0;0;0;0
487;1204;3;3;3;2;2;0;0;0;0
556;1060;3;3;3;2;2;0;0;0;0
514;1054;3;3;3;2;2;0;0;0;0
