# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
180083895892.61;249314997.97;18257.78;0.99;1.06;134.26;5.75;100.06;7.24;136.23;909.69;30548.32;30548.32;30548.32;30548.32;30548.32;103839.00;103839.00;103839.00;103839.00;103839.00;0.01;0.01;0.01;0.01;0.01;20198.19;20787.53;20506.03;20506.03;21238.63;19392.73;19392.73;19392.73;19392.73;19392.73;-0.00;-0.00;-0.00;-0.00;-0.00;-10350.13;-9760.79;-10042.29;-10042.29;-9309.69;-84446.27;-84446.27;-84446.27;-84446.27;-84446.27;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
213385276945.62;220420960.46;18311.66;0.93;1.04;140.74;5.27;99.29;7.48;146.13;953.84;27373.41;27373.41;27373.41;27373.41;27373.41;83311.29;83311.29;83311.29;83311.29;83311.29;0.01;0.01;0.01;0.01;0.01;19795.26;20372.59;20097.21;20097.21;20814.67;19005.84;19005.84;19005.84;19005.84;19005.84;-0.00;-0.00;-0.00;-0.00;-0.00;-7578.15;-7000.82;-7276.20;-7276.20;-6558.74;-64305.45;-64305.45;-64305.45;-64305.45;-64305.45;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
211465514538.55;251964151.10;19527.46;0.98;1.01;148.53;5.70;108.21;7.93;136.39;914.77;30637.09;30637.09;30637.09;30637.09;30637.09;114176.76;114176.76;114176.76;114176.76;114176.76;0.01;0.01;0.01;0.01;0.01;20570.19;21171.13;20882.95;20882.95;21630.59;19749.98;19749.98;19749.98;19749.98;19749.98;-0.00;-0.00;-0.00;-0.00;-0.00;-10066.90;-9465.95;-9754.14;-9754.14;-9006.50;-94426.78;-94426.78;-94426.78;-94426.78;-94426.78;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
194428112731.05;237244871.96;17892.22;0.99;1.04;135.90;6.05;100.45;6.45;146.33;1008.16;31178.28;31178.28;31178.28;31178.28;31178.28;105121.09;105121.09;105121.09;105121.09;105121.09;0.01;0.01;0.01;0.01;0.01;19394.50;19959.51;19690.98;19690.98;20392.60;18620.99;18620.99;18620.99;18620.99;18620.99;-0.00;-0.00;-0.00;-0.00;-0.00;-11783.79;-11218.78;-11487.31;-11487.31;-10785.69;-86500.10;-86500.10;-86500.10;-86500.10;-86500.10;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
210810644715.50;255212210.69;20830.53;1.00;0.98;141.82;5.87;98.55;6.89;133.63;892.79;30872.24;30872.24;30872.24;30872.24;30872.24;115376.50;115376.50;115376.50;115376.50;115376.50;0.01;0.01;0.01;0.01;0.01;21360.78;21984.08;21686.31;21686.31;22461.14;20508.97;20508.97;20508.97;20508.97;20508.97;-0.00;-0.00;-0.00;-0.00;-0.00;-9511.46;-8888.16;-9185.93;-9185.93;-8411.10;-94867.53;-94867.53;-94867.53;-94867.53;-94867.53;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
186796367140.00;237746462.44;22795.89;1.06;0.94;132.30;5.69;101.03;7.11;141.11;983.49;32196.89;32196.89;32196.89;32196.89;32196.89;102984.53;102984.53;102984.53;102984.53;102984.53;0.02;0.02;0.02;0.02;0.02;22409.99;23063.26;22752.16;22752.16;23563.71;21516.26;21516.26;21516.26;21516.26;21516.26;-0.00;-0.00;-0.00;-0.00;-0.00;-9786.90;-9133.64;-9444.74;-9444.74;-8633.18;-81468.27;-81468.27;-81468.27;-81468.27;-81468.27;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
194847991362.76;244656799.15;21186.88;1.02;1.00;152.19;5.84;97.44;7.72;152.55;873.31;34666.87;34666.87;34666.87;34666.87;34666.87;121160.23;121160.23;121160.23;121160.23;121160.23;0.02;0.02;0.02;0.02;0.02;21977.44;22619.37;22311.72;22311.72;23110.25;21101.10;21101.10;21101.10;21101.10;21101.10;-0.00;-0.00;-0.00;-0.00;-0.00;-12689.43;-12047.50;-12355.15;-12355.15;-11556.63;-100059.13;-100059.13;-100059.13;-100059.13;-100059.13;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
207863359309.54;267999784.67;19114.25;0.96;0.98;138.47;5.93;96.22;6.45;152.44;933.86;35594.54;35594.54;35594.54;35594.54;35594.54;115024.63;115024.63;115024.63;115024.63;115024.63;0.01;0.01;0.01;0.01;0.01;19488.84;20056.91;19786.45;19786.45;20492.13;18711.60;18711.60;18711.60;18711.60;18711.60;-0.00;-0.00;-0.00;-0.00;-0.00;-16105.70;-15537.63;-15808.09;-15808.09;-15102.41;-96313.03;-96313.03;-96313.03;-96313.03;-96313.03;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
209538567927.33;279646103.91;22043.69;1.00;0.97;136.95;6.27;94.16;7.00;138.23;972.54;35288.04;35288.04;35288.04;35288.04;35288.04;131525.03;131525.03;131525.03;131525.03;131525.03;0.02;0.02;0.02;0.02;0.02;22327.65;22978.55;22668.52;22668.52;23477.17;21437.21;21437.21;21437.21;21437.21;21437.21;-0.00;-0.00;-0.00;-0.00;-0.00;-12960.39;-12309.48;-12619.52;-12619.52;-11810.87;-110087.82;-110087.82;-110087.82;-110087.82;-110087.82;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
200864541219.88;284333600.71;19782.35;0.99;0.96;140.30;5.71;92.87;6.47;133.61;971.06;34340.11;34340.11;34340.11;34340.11;34340.11;123436.02;123436.02;123436.02;123436.02;123436.02;0.01;0.01;0.01;0.01;0.01;19818.39;20395.62;20121.47;20121.47;20838.17;19027.96;19027.96;19027.96;19027.96;19027.96;-0.00;-0.00;-0.00;-0.00;-0.00;-14521.73;-13944.49;-14218.64;-14218.64;-13501.94;-104408.06;-104408.06;-104408.06;-104408.06;-104408.06;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
205155432509.51;266875663.06;19741.87;0.99;1.00;134.39;6.19;110.53;7.20;131.49;940.95;31557.90;31557.90;31557.90;31557.90;31557.90;119827.04;119827.04;119827.04;119827.04;119827.04;0.01;0.01;0.01;0.01;0.01;20535.71;21135.20;20848.39;20848.39;21593.86;19716.82;19716.82;19716.82;19716.82;19716.82;-0.00;-0.00;-0.00;-0.00;-0.00;-11022.19;-10422.70;-10709.51;-10709.51;-9964.04;-100110.22;-100110.22;-100110.22;-100110.22;-100110.22;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
212103757349.40;244125993.55;20718.14;0.98;1.03;125.95;5.64;100.05;7.09;138.87;944.08;30149.05;30149.05;30149.05;30149.05;30149.05;92507.91;92507.91;92507.91;92507.91;92507.91;0.01;0.01;0.01;0.01;0.01;22132.86;22778.14;22470.70;22470.70;23272.41;21250.19;21250.19;21250.19;21250.19;21250.19;-0.00;-0.00;-0.00;-0.00;-0.00;-8016.19;-7370.91;-7678.34;-7678.34;-6876.64;-71257.72;-71257.72;-71257.72;-71257.72;-71257.72;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
191164113761.09;290026077.22;23071.93;1.01;1.04;141.27;6.26;109.94;7.09;143.90;999.58;38212.07;38212.07;38212.07;38212.07;38212.07;140956.15;140956.15;140956.15;140956.15;140956.15;0.02;0.02;0.02;0.02;0.02;24959.92;25688.21;25340.32;25340.32;26245.65;23964.57;23964.57;23964.57;23964.57;23964.57;-0.00;-0.00;-0.00;-0.00;-0.00;-13252.15;-12523.86;-12871.75;-12871.75;-11966.42;-116991.58;-116991.58;-116991.58;-116991.58;-116991.58;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
209649502401.33;258195640.12;19390.59;1.01;0.95;146.14;5.61;100.60;7.17;132.78;960.75;31583.57;31583.57;31583.57;31583.57;31583.57;117009.55;117009.55;117009.55;117009.55;117009.55;0.02;0.02;0.02;0.02;0.02;19194.62;19754.48;19487.36;19487.36;20183.15;18429.16;18429.16;18429.16;18429.16;18429.16;-0.00;-0.00;-0.00;-0.00;-0.00;-12388.95;-11829.09;-12096.20;-12096.20;-11400.42;-98580.40;-98580.40;-98580.40;-98580.40;-98580.40;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
196589168294.28;263667750.64;20117.52;0.99;1.02;135.05;6.25;100.49;7.59;142.59;970.45;33945.11;33945.11;33945.11;33945.11;33945.11;120591.19;120591.19;120591.19;120591.19;120591.19;0.01;0.01;0.01;0.01;0.01;21296.66;21918.06;21621.25;21621.25;22393.69;20447.40;20447.40;20447.40;20447.40;20447.40;-0.00;-0.00;-0.00;-0.00;-0.00;-12648.45;-12027.06;-12323.87;-12323.87;-11551.43;-100143.79;-100143.79;-100143.79;-100143.79;-100143.79;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
206189285120.11;261216941.30;20856.19;1.01;1.02;158.63;5.83;96.92;7.04;138.96;917.87;33217.81;33217.81;33217.81;33217.81;33217.81;132601.68;132601.68;132601.68;132601.68;132601.68;0.02;0.02;0.02;0.02;0.02;22130.99;22776.86;22468.16;22468.16;23271.13;21248.47;21248.47;21248.47;21248.47;21248.47;-0.00;-0.00;-0.00;-0.00;-0.00;-11086.82;-10440.95;-10749.65;-10749.65;-9946.68;-111353.21;-111353.21;-111353.21;-111353.21;-111353.21;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
194586198233.39;249144627.01;17919.52;1.01;1.03;132.76;5.68;102.60;7.06;146.82;877.97;33734.30;33734.30;33734.30;33734.30;33734.30;103982.28;103982.28;103982.28;103982.28;103982.28;0.02;0.02;0.02;0.02;0.02;19309.72;19873.29;19603.87;19603.87;20304.55;18539.71;18539.71;18539.71;18539.71;18539.71;-0.00;-0.00;-0.00;-0.00;-0.00;-14424.58;-13861.01;-14130.43;-14130.43;-13429.75;-85442.58;-85442.58;-85442.58;-85442.58;-85442.58;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
203702533074.13;249043762.78;21835.95;1.08;1.01;135.61;5.78;117.33;7.34;133.44;930.40;32498.30;32498.30;32498.30;32498.30;32498.30;114445.32;114445.32;114445.32;114445.32;114445.32;0.02;0.02;0.02;0.02;0.02;23054.11;23727.39;23404.87;23404.87;24242.31;22134.83;22134.83;22134.83;22134.83;22134.83;-0.00;-0.00;-0.00;-0.00;-0.00;-9444.19;-8770.91;-9093.43;-9093.43;-8255.99;-92310.49;-92310.49;-92310.49;-92310.49;-92310.49;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
218601019239.17;252012868.46;18223.61;1.00;0.99;151.73;5.24;94.47;6.84;139.96;937.06;32042.84;32042.84;32042.84;32042.84;32042.84;109262.31;109262.31;109262.31;109262.31;109262.31;0.01;0.01;0.01;0.01;0.01;18845.56;19394.92;19133.30;19133.30;19815.78;18093.98;18093.98;18093.98;18093.98;18093.98;-0.00;-0.00;-0.00;-0.00;-0.00;-13197.28;-12647.91;-12909.54;-12909.54;-12227.06;-91168.33;-91168.33;-91168.33;-91168.33;-91168.33;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
200146437843.11;233725966.18;18012.08;1.04;1.03;137.37;6.27;102.00;7.42;152.70;911.49;33883.32;33883.32;33883.32;33883.32;33883.32;114767.78;114767.78;114767.78;114767.78;114767.78;0.02;0.02;0.02;0.02;0.02;19324.73;19888.93;19618.92;19618.92;20320.54;18554.14;18554.14;18554.14;18554.14;18554.14;-0.00;-0.00;-0.00;-0.00;-0.00;-14558.59;-13994.39;-14264.41;-14264.41;-13562.78;-96213.64;-96213.64;-96213.64;-96213.64;-96213.64;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
207602816403.16;252064101.46;21066.75;1.01;0.98;134.93;6.16;107.74;7.74;136.35;850.66;31565.31;31565.31;31565.31;31565.31;31565.31;115534.07;115534.07;115534.07;115534.07;115534.07;0.02;0.02;0.02;0.02;0.02;21609.47;22241.02;21937.78;21937.78;22723.70;20747.84;20747.84;20747.84;20747.84;20747.84;-0.00;-0.00;-0.00;-0.00;-0.00;-9955.84;-9324.29;-9627.53;-9627.53;-8841.61;-94786.23;-94786.23;-94786.23;-94786.23;-94786.23;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
199782507970.39;238387966.52;16290.39;1.00;1.02;144.80;5.78;105.51;7.99;139.73;1051.72;30226.04;30226.04;30226.04;30226.04;30226.04;108622.88;108622.88;108622.88;108622.88;108622.88;0.01;0.01;0.01;0.01;0.01;17227.19;17729.76;17489.84;17489.84;18114.50;16540.20;16540.20;16540.20;16540.20;16540.20;-0.00;-0.00;-0.00;-0.00;-0.00;-12998.84;-12496.27;-12736.19;-12736.19;-12111.53;-92082.68;-92082.68;-92082.68;-92082.68;-92082.68;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
191395653953.49;226553149.37;18573.99;0.96;1.00;140.12;5.84;97.98;7.29;145.80;860.42;28860.81;28860.81;28860.81;28860.81;28860.81;97103.43;97103.43;97103.43;97103.43;97103.43;0.01;0.01;0.01;0.01;0.01;19250.05;19812.08;19543.09;19543.09;20242.03;18482.44;18482.44;18482.44;18482.44;18482.44;-0.00;-0.00;-0.00;-0.00;-0.00;-9610.75;-9048.73;-9317.72;-9317.72;-8618.78;-78620.99;-78620.99;-78620.99;-78620.99;-78620.99;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
197929614225.29;247089358.04;16692.36;0.95;0.98;142.87;6.12;96.77;7.01;144.65;913.28;30814.14;30814.14;30814.14;30814.14;30814.14;111673.98;111673.98;111673.98;111673.98;111673.98;0.01;0.01;0.01;0.01;0.01;17115.72;17615.12;17376.58;17376.58;17997.38;16433.18;16433.18;16433.18;16433.18;16433.18;-0.00;-0.00;-0.00;-0.00;-0.00;-13698.42;-13199.02;-13437.56;-13437.56;-12816.77;-95240.80;-95240.80;-95240.80;-95240.80;-95240.80;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
208924125820.17;234138884.11;21266.14;1.00;0.98;137.08;5.62;98.35;7.66;137.10;916.88;29066.65;29066.65;29066.65;29066.65;29066.65;97995.99;97995.99;97995.99;97995.99;97995.99;0.01;0.01;0.01;0.01;0.01;21631.33;22262.58;21960.91;21960.91;22745.69;20768.72;20768.72;20768.72;20768.72;20768.72;-0.00;-0.00;-0.00;-0.00;-0.00;-7435.32;-6804.06;-7105.74;-7105.74;-6320.95;-77227.27;-77227.27;-77227.27;-77227.27;-77227.27;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
207765654752.88;248634533.87;22095.07;0.99;1.01;139.14;5.73;105.20;7.12;135.13;964.65;30128.88;30128.88;30128.88;30128.88;30128.88;106698.70;106698.70;106698.70;106698.70;106698.70;0.01;0.01;0.01;0.01;0.01;23347.21;24028.27;23703.22;23703.22;24549.68;22416.16;22416.16;22416.16;22416.16;22416.16;-0.00;-0.00;-0.00;-0.00;-0.00;-6781.67;-6100.61;-6425.66;-6425.66;-5579.20;-84282.54;-84282.54;-84282.54;-84282.54;-84282.54;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
187008835838.82;253689287.71;21069.50;1.03;1.03;140.10;6.47;98.90;6.77;147.11;957.99;34805.68;34805.68;34805.68;34805.68;34805.68;128724.45;128724.45;128724.45;128724.45;128724.45;0.02;0.02;0.02;0.02;0.02;22567.09;23225.29;22911.30;22911.30;23729.27;21667.13;21667.13;21667.13;21667.13;21667.13;-0.00;-0.00;-0.00;-0.00;-0.00;-12238.59;-11580.39;-11894.38;-11894.38;-11076.40;-107057.31;-107057.31;-107057.31;-107057.31;-107057.31;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
188301015475.34;242556457.72;15628.23;1.05;1.02;139.51;6.05;101.24;7.04;136.02;943.52;31417.80;31417.80;31417.80;31417.80;31417.80;117024.42;117024.42;117024.42;117024.42;117024.42;0.02;0.02;0.02;0.02;0.02;16619.48;17104.33;16872.85;16872.85;17475.50;15956.72;15956.72;15956.72;15956.72;15956.72;-0.00;-0.00;-0.00;-0.00;-0.00;-14798.32;-14313.46;-14544.95;-14544.95;-13942.29;-101067.70;-101067.70;-101067.70;-101067.70;-101067.70;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
208019229502.87;210914205.96;20888.23;0.99;0.98;145.71;5.38;94.79;7.19;139.51;973.02;26592.88;26592.88;26592.88;26592.88;26592.88;89682.06;89682.06;89682.06;89682.06;89682.06;0.01;0.01;0.01;0.01;0.01;21212.40;21830.69;21536.33;21536.33;22304.40;20366.42;20366.42;20366.42;20366.42;20366.42;-0.00;-0.00;-0.00;-0.00;-0.00;-5380.49;-4762.19;-5056.55;-5056.55;-4288.48;-69315.64;-69315.64;-69315.64;-69315.64;-69315.64;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
200543588013.04;254991762.10;21353.72;1.04;0.96;124.51;5.30;97.45;6.56;137.07;937.13;33198.37;33198.37;33198.37;33198.37;33198.37;95975.76;95975.76;95975.76;95975.76;95975.76;0.02;0.02;0.02;0.02;0.02;21449.62;22074.39;21777.62;21777.62;22553.37;20594.14;20594.14;20594.14;20594.14;20594.14;-0.00;-0.00;-0.00;-0.00;-0.00;-11748.75;-11123.98;-11420.75;-11420.75;-10645.01;-75381.62;-75381.62;-75381.62;-75381.62;-75381.62;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
200850628976.10;229510823.48;20631.19;1.02;0.99;125.36;5.42;96.62;6.67;136.97;877.90;29072.92;29072.92;29072.92;29072.92;29072.92;86540.22;86540.22;86540.22;86540.22;86540.22;0.02;0.02;0.02;0.02;0.02;21351.47;21973.93;21677.43;21677.43;22450.75;20499.96;20499.96;20499.96;20499.96;20499.96;-0.00;-0.00;-0.00;-0.00;-0.00;-7721.45;-7098.99;-7395.49;-7395.49;-6622.17;-66040.26;-66040.26;-66040.26;-66040.26;-66040.26;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
203020842966.89;253338310.24;17418.23;0.98;1.04;134.45;6.26;103.68;7.90;137.77;927.39;31217.17;31217.17;31217.17;31217.17;31217.17;114395.70;114395.70;114395.70;114395.70;114395.70;0.01;0.01;0.01;0.01;0.01;18931.76;19484.61;19219.83;19219.83;19907.45;18176.85;18176.85;18176.85;18176.85;18176.85;-0.00;-0.00;-0.00;-0.00;-0.00;-12285.41;-11732.56;-11997.34;-11997.34;-11309.72;-96218.85;-96218.85;-96218.85;-96218.85;-96218.85;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
181323230030.24;248677163.55;20282.81;1.03;0.96;140.57;5.39;99.90;7.22;140.49;945.58;32718.09;32718.09;32718.09;32718.09;32718.09;105957.97;105957.97;105957.97;105957.97;105957.97;0.02;0.02;0.02;0.02;0.02;20223.96;20813.77;20532.47;20532.47;21265.43;19417.44;19417.44;19417.44;19417.44;19417.44;-0.00;-0.00;-0.00;-0.00;-0.00;-12494.13;-11904.32;-12185.62;-12185.62;-11452.66;-86540.53;-86540.53;-86540.53;-86540.53;-86540.53;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
206468741788.50;256962412.31;18185.79;1.01;1.01;137.57;5.09;102.53;6.61;142.76;881.54;33620.97;33620.97;33620.97;33620.97;33620.97;98889.30;98889.30;98889.30;98889.30;98889.30;0.02;0.02;0.02;0.02;0.02;19112.15;19669.55;19403.70;19403.70;20096.38;18349.97;18349.97;18349.97;18349.97;18349.97;-0.00;-0.00;-0.00;-0.00;-0.00;-14508.81;-13951.42;-14217.27;-14217.27;-13524.59;-80539.32;-80539.32;-80539.32;-80539.32;-80539.32;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
194703772395.88;254795132.72;17570.26;0.97;0.96;138.92;5.46;107.27;7.09;136.78;918.56;30851.24;30851.24;30851.24;30851.24;30851.24;102635.62;102635.62;102635.62;102635.62;102635.62;0.01;0.01;0.01;0.01;0.01;17556.87;18069.22;17824.38;17824.38;18461.34;16856.75;16856.75;16856.75;16856.75;16856.75;-0.00;-0.00;-0.00;-0.00;-0.00;-13294.37;-12782.02;-13026.86;-13026.86;-12389.91;-85778.87;-85778.87;-85778.87;-85778.87;-85778.87;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
173016011985.92;257018964.27;18328.55;1.01;1.02;133.56;5.68;103.57;7.13;134.39;882.87;31665.29;31665.29;31665.29;31665.29;31665.29;107226.55;107226.55;107226.55;107226.55;107226.55;0.02;0.02;0.02;0.02;0.02;19448.59;20016.25;19744.81;19744.81;20450.62;18673.04;18673.04;18673.04;18673.04;18673.04;-0.00;-0.00;-0.00;-0.00;-0.00;-12216.70;-11649.04;-11920.48;-11920.48;-11214.67;-88553.51;-88553.51;-88553.51;-88553.51;-88553.51;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
199833969825.22;256111942.47;20848.85;1.02;1.05;128.29;5.88;108.74;7.95;150.97;949.92;35759.73;35759.73;35759.73;35759.73;35759.73;107203.87;107203.87;107203.87;107203.87;107203.87;0.02;0.02;0.02;0.02;0.02;22696.05;23358.69;23041.53;23041.53;23865.60;21791.02;21791.02;21791.02;21791.02;21791.02;-0.00;-0.00;-0.00;-0.00;-0.00;-13063.68;-12401.03;-12718.20;-12718.20;-11894.12;-85412.85;-85412.85;-85412.85;-85412.85;-85412.85;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
176138672207.31;236203439.07;21755.66;1.03;0.97;143.64;5.81;108.01;6.22;136.03;984.47;30136.88;30136.88;30136.88;30136.88;30136.88;110880.06;110880.06;110880.06;110880.06;110880.06;0.02;0.02;0.02;0.02;0.02;22013.41;22655.07;22349.56;22349.56;23146.67;21135.49;21135.49;21135.49;21135.49;21135.49;-0.00;-0.00;-0.00;-0.00;-0.00;-8123.47;-7481.81;-7787.32;-7787.32;-6990.21;-89744.57;-89744.57;-89744.57;-89744.57;-89744.57;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
208078976458.63;257876238.18;16749.61;0.93;0.92;141.70;5.60;105.84;7.65;135.14;959.84;29362.40;29362.40;29362.40;29362.40;29362.40;103527.65;103527.65;103527.65;103527.65;103527.65;0.01;0.01;0.01;0.01;0.01;15985.39;16451.94;16228.89;16228.89;16808.96;15347.94;15347.94;15347.94;15347.94;15347.94;-0.00;-0.00;-0.00;-0.00;-0.00;-13377.01;-12910.46;-13133.51;-13133.51;-12553.44;-88179.71;-88179.71;-88179.71;-88179.71;-88179.71;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
204858761234.43;254787126.66;19113.24;1.07;1.01;136.77;5.36;107.64;7.42;137.73;944.09;34070.06;34070.06;34070.06;34070.06;34070.06;108846.35;108846.35;108846.35;108846.35;108846.35;0.02;0.02;0.02;0.02;0.02;20031.10;20615.63;20336.34;20336.34;21063.00;19232.31;19232.31;19232.31;19232.31;19232.31;-0.00;-0.00;-0.00;-0.00;-0.00;-14038.96;-13454.43;-13733.73;-13733.73;-13007.06;-89614.04;-89614.04;-89614.04;-89614.04;-89614.04;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
