# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
1;2268;3;3;3;2;2;0;0;0;0
1;1974;3;3;3;2;2;-1;-1;0;0
1;2000;3;3;3;2;2;0;-1;0;0
0;1711;2;2;2;1;1;0;0;0;0
0;1964;2;2;3;2;2;0;0;0;0
1;1711;3;3;3;1;1;-1;-1;0;0
0;1972;3;3;3;2;2;-1;-1;0;0
0;1694;2;2;3;1;1;-1;-1;0;0
0;1892;2;2;3;1;2;0;-1;0;0
0;2056;3;3;3;2;2;-1;-1;0;0
0;2211;2;2;3;2;2;0;0;0;0
0;1913;3;3;3;1;2;-1;-1;0;0
1;1870;2;2;2;1;2;0;0;0;0
1;2085;2;2;3;2;2;0;0;0;0
1;1978;2;2;2;2;2;0;0;0;0
1;2104;2;2;3;2;2;0;0;0;0
0;2135;2;2;3;2;2;0;0;0;0
0;1751;3;3;3;1;1;-1;-1;0;0
1;1930;3;3;4;2;2;-1;-2;0;0
1;2067;2;2;2;2;2;0;0;0;0
0;1924;3;3;3;2;2;-1;-1;0;0
0;1951;2;2;3;2;2;0;-1;0;0
0;1989;3;3;3;2;2;0;-1;0;0
0;2205;3;3;3;2;2;0;-1;0;0
0;1686;2;2;3;1;1;-1;-1;0;0
1;1872;3;3;3;1;2;-1;-1;0;0
0;2244;2;2;3;2;2;0;0;0;0
1;2158;2;2;3;2;2;0;0;0;0
1;2124;3;3;3;2;2;0;-1;0;0
1;1848;2;2;3;1;2;0;-1;0;0
0;1993;3;3;3;2;2;0;-1;0;0
1;1802;2;2;2;1;1;0;0;0;0
0;2021;2;2;3;2;2;0;0;0;0
0;2010;2;2;2;2;2;0;0;0;0
0;2268;3;3;3;2;2;0;0;0;0
1;1945;3;3;3;2;2;-1;-1;0;0
0;2027;2;2;3;2;2;0;-1;0;0
1;2091;3;3;3;2;2;0;-1;0;0
0;2220;2;2;3;2;2;0;0;0;0
1;1850;3;3;3;1;2;-1;-1;0;0
1;1984;2;2;2;2;2;0;0;0;0
0;1917;2;2;2;1;2;0;0;0;0
1;2284;3;3;3;2;2;0;0;0;0
0;2089;3;3;3;2;2;-1;-1;0;0
1;2074;2;2;3;2;2;0;0;0;0
0;2081;3;3;3;2;2;-1;-1;0;0
1;1791;3;3;3;1;1;-1;-1;0;0
0;1964;3;3;3;2;2;-1;-1;0;0
1;2054;2;2;2;2;2;0;0;0;0
1;2055;2;2;3;2;2;0;0;0;0
1;1808;3;3;3;1;1;-1;-1;0;0
1;1968;2;2;3;2;2;0;-1;0;0
0;2078;2;2;2;2;2;0;0;0;0
1;2187;3;3;3;2;2;-1;-1;0;0
0;2155;2;2;3;2;2;0;0;0;0
1;2108;2;2;2;2;2;0;0;0;0
1;2090;3;3;4;2;2;-1;-1;0;0
1;2059;2;2;2;2;2;0;0;0;0
0;2050;3;3;3;2;2;-1;-1;0;0
0;2030;2;2;3;2;2;0;0;0;0
1;1869;3;3;3;1;2;-1;-1;0;0
0;1948;3;3;3;2;2;-1;-1;0;0
0;1851;3;3;3;1;2;-1;-1;0;0
0;2112;3;3;3;2;2;0;0;0;0
0;2148;3;3;3;2;2;0;-1;0;0
0;2208;3;3;3;2;2;0;-1;0;0
0;1776;3;3;3;1;1;-1;-1;0;0
0;1853;3;3;3;1;2;-1;-1;0;0
0;2028;3;3;3;2;2;-1;-1;0;0
0;1650;2;2;2;1;1;0;-1;0;0
0;1939;2;2;3;2;2;0;-1;0;0
1;1883;2;2;2;1;2;0;0;0;0
1;1897;2;2;3;1;2;0;-1;0;0
0;2189;3;3;3;2;2;0;-1;0;0
1;1996;2;2;3;2;2;0;-1;0;0
0;1990;2;2;3;2;2;0;-1;0;0
1;1903;2;2;3;1;2;0;-1;0;0
1;1960;3;3;3;2;2;-1;-1;0;0
1;2052;2;2;3;2;2;0;0;0;0
0;2077;2;2;3;2;2;0;-1;0;0
0;1992;2;2;2;2;2;0;0;0;0
0;1956;2;2;3;2;2;0;-1;0;0
1;1924;2;2;3;2;2;0;-1;0;0
0;2068;3;3;3;2;2;0;-1;0;0
0;1946;2;2;2;2;2;0;0;0;0
1;2299;3;3;4;2;2;-1;-1;0;0
1;2186;2;2;2;2;2;0;0;1;1
0;1945;3;3;3;2;2;-1;-1;0;0
1;2223;2;2;2;2;2;0;0;0;0
0;1812;3;3;4;1;1;-1;-2;0;0
0;1776;3;3;3;1;1;-1;-1;0;0
0;1978;2;2;3;2;2;0;0;0;0
1;1970;2;2;3;2;2;0;0;0;0
0;2071;3;3;3;2;2;0;-1;0;0
1;2004;3;3;3;2;2;-1;-1;0;0
1;1857;3;3;3;1;2;-1;-1;0;0
0;2038;2;2;3;2;2;0;-1;0;0
1;1755;2;2;2;1;1;0;-1;0;0
0;2076;3;3;3;2;2;-1;-1;0;0
0;2065;3;3;4;2;2;-1;-1;0;0
