# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
196359050434.83;252227192.26;14310.56;0.95;1.00;136.60;6.04;102.35;6.41;2899.21;29140.34;29140.34;29140.34;29140.34;29140.34;118260.75;118260.75;118260.75;118260.75;118260.75;0.01;0.01;0.01;0.01;0.01;25247.36;17156.44;18021.91;18549.19;18990.40;20049.79;16767.17;17192.83;17393.70;17312.56;0.00;0.00;0.00;0.00;0.00;-3892.98;-11983.90;-11118.43;-10591.15;-10149.94;-98210.96;-101493.58;-101067.91;-100867.05;-100948.18;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
203212870917.77;264149486.39;13834.60;1.02;1.00;146.31;5.77;97.45;6.49;1480.80;34468.89;34468.89;34468.89;34468.89;34468.89;137022.87;137022.87;137022.87;137022.87;137022.87;0.02;0.02;0.02;0.02;0.02;23526.62;14940.02;15891.98;16445.78;16799.45;18186.37;14738.31;15185.42;15396.39;15311.17;0.00;0.00;0.00;0.00;0.00;-10942.28;-19528.88;-18576.92;-18023.12;-17669.45;-118836.50;-122284.56;-121837.45;-121626.48;-121711.70;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
190259746425.93;241668341.29;13498.69;1.01;0.98;131.94;5.94;99.83;6.88;3236.77;29433.06;29433.06;29433.06;29433.06;29433.06;114133.82;114133.82;114133.82;114133.82;114133.82;0.02;0.02;0.02;0.02;0.02;23506.84;16328.09;17084.68;17554.46;17984.69;18835.77;15911.16;16290.40;16469.37;16397.08;0.00;0.00;0.00;0.00;0.00;-5926.22;-13104.97;-12348.38;-11878.60;-11448.37;-95298.06;-98222.67;-97843.42;-97664.46;-97736.75;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
198749870447.57;238988693.07;14225.23;1.05;1.05;141.85;5.93;100.20;7.00;2879.05;33623.14;33623.14;33623.14;33623.14;33623.14;126454.78;126454.78;126454.78;126454.78;126454.78;0.02;0.02;0.02;0.02;0.02;27403.47;17695.64;18763.65;19391.20;19819.27;21322.61;17415.52;17922.16;18161.22;18064.65;0.00;0.00;0.00;0.00;0.00;-6219.67;-15927.50;-14859.49;-14231.94;-13803.87;-105132.16;-109039.25;-108532.62;-108293.56;-108390.12;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
179945537850.57;257170250.72;14217.26;0.93;0.96;134.82;5.90;95.56;6.73;3585.83;28219.73;28219.73;28219.73;28219.73;28219.73;114227.81;114227.81;114227.81;114227.81;114227.81;0.01;0.01;0.01;0.01;0.01;23922.61;17175.84;17868.82;18313.51;18781.29;19434.29;16665.81;17024.81;17194.22;17125.79;0.00;0.00;0.00;0.00;0.00;-4297.12;-11043.89;-10350.91;-9906.21;-9438.44;-94793.52;-97562.00;-97203.00;-97033.59;-97102.02;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
215288698586.41;255821362.06;11940.66;1.00;0.97;137.66;5.59;98.40;7.17;2803.20;32876.87;32876.87;32876.87;32876.87;32876.87;118022.69;118022.69;118022.69;118022.69;118022.69;0.01;0.01;0.01;0.01;0.01;22343.73;13901.71;14844.94;15388.09;15709.05;17135.59;13754.02;14192.51;14399.43;14315.85;0.00;0.00;0.00;0.00;0.00;-10533.14;-18975.17;-18031.93;-17488.79;-17167.82;-100887.10;-104268.67;-103830.17;-103623.26;-103706.84;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
203526188432.60;247546350.15;12823.63;0.97;0.97;142.75;6.08;98.26;7.16;2287.48;32840.46;32840.46;32840.46;32840.46;32840.46;125486.34;125486.34;125486.34;125486.34;125486.34;0.01;0.01;0.01;0.01;0.01;23096.27;14245.07;15237.63;15806.50;16131.19;17653.51;14111.69;14570.96;14787.67;14700.13;0.00;0.00;0.00;0.00;0.00;-9744.18;-18595.39;-17602.83;-17033.96;-16709.27;-107832.83;-111374.65;-110915.38;-110698.67;-110786.21;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
190556336483.06;232438059.37;14152.49;1.02;0.99;156.06;6.06;108.72;7.26;3057.12;39475.78;39475.78;39475.78;39475.78;39475.78;135118.59;135118.59;135118.59;135118.59;135118.59;0.02;0.02;0.02;0.02;0.02;28224.27;16360.35;17719.60;18477.16;18815.57;21076.08;16358.74;16970.41;17259.01;17142.43;0.00;0.00;0.00;0.00;0.00;-11251.50;-23115.42;-21756.18;-20998.61;-20660.20;-114042.51;-118759.85;-118148.18;-117859.58;-117976.16;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
212286435603.52;259678627.57;13002.37;1.01;0.98;147.24;6.19;103.17;7.00;2225.15;38003.39;38003.39;38003.39;38003.39;38003.39;143338.89;143338.89;143338.89;143338.89;143338.89;0.02;0.02;0.02;0.02;0.02;24316.51;14297.22;15439.30;16080.01;16383.66;18253.74;14264.43;14781.71;15025.80;14927.20;0.00;0.00;0.00;0.00;0.00;-13686.88;-23706.17;-22564.09;-21923.38;-21619.72;-125085.15;-129074.46;-128557.17;-128313.09;-128411.68;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
203613686149.48;252945521.04;13818.41;1.00;1.02;135.53;5.21;106.69;7.33;2726.55;34221.79;34221.79;34221.79;34221.79;34221.79;106970.16;106970.16;106970.16;106970.16;106970.16;0.01;0.01;0.01;0.01;0.01;25768.07;16422.33;17456.37;18059.46;18450.53;19946.94;16192.19;16679.07;16908.82;16816.01;0.00;0.00;0.00;0.00;0.00;-8453.72;-17799.46;-16765.42;-16162.34;-15771.27;-87023.22;-90777.97;-90291.09;-90061.35;-90154.15;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
