# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
427;963;3;3;3;2;2;-1;-1;0;0
551;980;3;3;3;2;2;0;0;0;0
333;1158;2;2;2;1;1;0;0;0;0
544;845;3;3;3;2;2;0;0;0;0
243;889;3;3;3;1;1;-1;-2;0;0
416;933;2;2;3;1;2;0;-1;0;0
487;946;3;3;3;2;2;0;-1;0;0
339;945;2;2;3;1;1;-1;-1;0;0
484;1021;2;2;3;2;2;0;0;0;0
474;1146;3;3;3;2;2;0;-1;0;0
489;848;2;2;3;2;2;0;0;0;0
590;1190;2;2;3;2;2;0;0;0;0
370;948;3;3;3;1;1;-1;-1;0;0
749;921;2;2;3;3;3;0;0;1;1
514;1013;3;3;3;2;2;0;0;0;0
410;1031;3;3;3;2;2;-1;-1;0;0
452;1051;2;2;3;2;2;0;0;0;0
511;1023;3;3;3;2;2;0;-1;0;0
379;842;3;3;3;1;1;-1;-1;0;0
435;988;2;2;3;2;2;0;-1;0;0
377;934;2;2;3;1;1;-1;-1;0;0
589;994;3;3;3;2;2;0;0;0;0
456;1083;2;2;3;2;2;0;0;0;0
467;1135;2;2;3;2;2;0;0;0;0
566;1127;2;2;2;2;2;0;0;0;0
684;886;2;2;3;2;3;0;0;1;0
394;1042;3;3;3;1;2;-1;-1;0;0
493;994;2;2;2;2;2;0;0;0;0
553;1089;3;3;3;2;2;0;0;0;0
534;945;2;2;3;2;2;0;0;0;0
299;990;3;3;3;1;1;-1;-2;0;0
524;899;2;2;3;2;2;0;0;0;0
386;1008;3;3;3;1;2;-1;-1;0;0
535;845;2;2;2;2;2;0;0;0;0
593;997;3;3;3;2;2;0;0;0;0
602;963;3;3;3;2;2;0;0;0;0
408;905;2;2;3;1;2;0;-1;0;0
346;965;2;2;3;1;1;-1;-1;0;0
371;900;2;2;3;1;1;-1;-1;0;0
470;1019;2;2;3;2;2;0;0;0;0
502;1060;2;2;3;2;2;0;0;0;0
531;1038;2;2;3;2;2;0;0;0;0
555;1008;2;2;3;2;2;0;0;0;0
474;876;2;2;3;2;2;0;0;0;0
654;1055;2;2;3;2;3;0;0;0;0
489;897;3;3;3;2;2;0;0;0;0
498;820;3;3;3;2;2;0;-1;0;0
378;1049;3;3;3;1;2;-1;-1;0;0
559;1093;3;3;3;2;2;0;0;0;0
446;917;2;2;3;2;2;0;0;0;0
534;1149;3;3;3;2;2;0;0;0;0
596;1090;3;3;4;2;2;-1;-1;0;0
657;933;2;2;3;2;3;0;0;0;0
542;836;2;2;2;2;2;0;0;0;0
428;999;2;2;3;2;2;0;-1;0;0
353;845;2;2;3;1;1;-1;-1;0;0
524;901;3;3;3;2;2;0;0;0;0
648;781;3;3;4;2;2;0;-1;0;0
545;1149;2;2;2;2;2;0;0;0;0
460;963;2;2;3;2;2;0;0;0;0
592;868;2;2;3;2;2;0;0;0;0
424;1035;3;3;3;2;2;-1;-1;0;0
709;947;3;3;3;3;3;0;0;1;0
734;1003;3;3;3;3;3;0;0;0;0
428;978;3;3;3;2;2;-1;-1;0;0
728;1079;2;2;3;3;3;0;0;1;1
449;1016;3;3;3;2;2;0;-1;0;0
473;1035;2;2;2;2;2;0;0;0;0
396;933;2;2;2;1;2;0;0;0;0
470;1075;2;2;2;2;2;0;0;0;0
458;884;3;3;3;2;2;-1;-1;0;0
413;1201;2;2;3;2;2;0;-1;0;0
493;810;2;2;2;2;2;0;0;0;0
686;918;3;3;3;3;3;0;0;0;0
484;879;2;2;2;2;2;0;0;0;0
474;1004;3;3;3;2;2;-1;-1;0;0
344;890;3;3;3;1;1;-1;-1;0;0
474;842;3;3;3;2;2;0;-1;0;0
369;1039;2;2;3;1;1;-1;-1;0;0
389;1010;2;2;3;1;2;0;-1;0;0
455;986;2;2;2;2;2;0;0;0;0
402;980;2;2;3;1;2;-1;-1;0;0
437;1070;2;2;2;2;2;0;0;0;0
464;833;2;2;3;2;2;0;0;0;0
500;908;3;3;3;2;2;-1;-1;0;0
498;1003;3;3;3;2;2;0;-1;0;0
463;1050;3;3;3;2;2;0;-1;0;0
327;1055;2;2;3;1;1;-1;-1;0;0
530;1097;2;2;3;2;2;0;0;0;0
632;1111;3;3;3;2;3;0;0;0;0
476;843;3;3;3;2;2;0;-1;0;0
486;1004;2;2;3;2;2;0;0;0;0
587;976;3;3;3;2;2;0;-1;0;0
264;1082;3;3;3;1;1;-1;-2;0;0
500;979;3;3;3;2;2;0;-1;0;0
588;864;3;3;3;2;2;0;-1;0;0
269;948;2;2;3;1;1;-1;-1;0;0
697;1023;2;2;2;3;3;0;0;1;1
472;828;3;3;3;2;2;0;-1;0;0
557;1051;3;3;3;2;2;0;0;0;0
