# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
201877728495.44;248721252.19;11248.71;1.09;1.02;139.47;5.69;102.61;7.10;137.57;924.26;31106.98;107626.51;0.01;20665.21;11248.00;0.00;-12683.78;-105626.34;-0.02;0.00;0.00;0.00
201985277775.38;250314944.05;9124.41;1.06;1.04;141.06;5.87;100.68;6.98;142.31;923.96;32383.69;113008.62;0.01;16762.88;9124.00;0.00;-16931.92;-110290.53;-0.02;0.00;0.00;0.00
194558225037.46;250562570.29;10536.79;1.08;1.04;138.95;5.80;101.85;7.16;135.97;930.60;30972.60;110075.74;0.01;19357.09;10536.00;0.00;-13122.31;-107474.15;-0.02;0.00;0.00;0.00
186081828910.89;256851719.52;8102.30;0.95;0.99;141.98;5.83;99.49;6.90;141.71;961.48;33090.58;115945.46;0.01;14884.94;8102.00;0.00;-16756.62;-102406.69;-0.01;0.00;0.00;0.00
198577227384.50;251000681.59;10901.03;1.00;0.99;141.11;5.60;105.31;7.11;142.98;899.33;32625.30;108189.37;0.01;20027.99;10901.00;0.00;-12753.56;-96992.99;-0.01;0.00;0.00;0.00
200539170710.46;249721417.64;10791.75;0.97;1.02;144.57;5.77;99.23;6.90;136.01;955.95;30876.89;113709.69;0.01;19825.21;10791.00;0.00;-9952.04;-99872.67;-0.01;0.00;0.00;0.00
193146926711.95;243016164.10;10053.11;1.06;0.97;140.24;5.63;100.39;7.04;142.58;962.84;31500.14;104639.46;0.01;18469.30;10053.00;0.00;-15467.56;-101022.65;-0.02;0.00;0.00;0.00
201958612181.52;260255894.09;9725.29;1.01;0.98;138.56;5.72;101.66;6.68;135.81;929.15;32132.84;112586.71;0.01;17866.78;9725.00;0.00;-14754.57;-103660.06;-0.02;0.00;0.00;0.00
205617986773.14;242013348.77;7829.89;1.01;1.02;137.30;5.70;99.56;7.11;142.16;949.99;31277.57;103384.03;0.01;14383.44;7829.00;0.00;-16923.87;-96511.51;-0.02;0.00;0.00;0.00
195113515453.36;268636824.95;10319.40;1.02;0.98;138.84;5.87;102.91;7.01;134.28;924.90;32793.51;119500.27;0.01;18958.44;10319.00;0.00;-14697.14;-111309.66;-0.02;0.00;0.00;0.00
