# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.24;11.24;34.40;2751.98;2013.28;-738.70;0.00
0.24;8.48;42.03;3362.55;1875.04;-1487.51;0.00
0.24;10.72;42.42;3393.34;1975.67;-1417.67;0.00
0.22;11.12;42.31;3385.00;1903.43;-1481.58;0.00
0.26;10.35;39.65;3171.81;2063.61;-1108.20;0.00
0.27;9.72;39.89;3191.50;2110.13;-1081.37;0.00
0.25;9.47;35.00;2800.07;1955.73;-844.34;0.00
0.26;9.35;42.46;3397.03;2036.99;-1360.04;0.00
0.25;9.72;32.59;2607.32;1963.87;-643.45;0.00
0.25;10.21;37.19;2974.99;1995.80;-979.19;0.00
0.26;10.52;49.46;3956.75;2091.20;-1865.55;0.00
0.27;9.26;39.18;3134.13;2099.63;-1034.50;0.00
0.27;8.77;35.58;2846.43;2037.90;-808.53;0.00
0.26;11.53;36.63;2930.23;2167.42;-762.81;0.00
0.27;9.13;43.90;3512.27;2055.39;-1456.88;0.00
0.25;9.79;33.39;2670.85;1998.81;-672.04;0.00
0.24;9.43;34.54;2763.35;1910.35;-853.00;0.00
0.23;7.82;45.56;3644.55;1751.16;-1893.40;0.00
0.28;9.79;48.13;3850.62;2159.74;-1690.87;0.00
0.22;10.87;43.44;3474.92;1849.46;-1625.45;0.00
0.29;10.07;41.27;3301.90;2208.66;-1093.24;0.00
0.22;10.89;34.50;2759.69;1870.72;-888.97;0.00
0.20;11.18;32.39;2591.59;1797.91;-793.68;0.00
0.24;9.85;42.87;3429.48;1935.15;-1494.33;0.00
0.24;10.12;34.55;2763.90;1939.94;-823.96;0.00
0.25;10.11;35.73;2858.77;1987.71;-871.05;0.00
0.26;9.72;42.09;3367.57;2014.11;-1353.45;0.00
0.24;9.66;29.23;2338.71;1924.05;-414.67;0.00
0.26;10.92;43.56;3484.54;2108.56;-1375.98;0.00
0.24;10.42;37.89;3031.11;1987.54;-1043.57;0.00
0.25;11.17;49.67;3973.62;2053.32;-1920.30;0.00
0.26;11.25;40.94;3274.85;2110.43;-1164.42;0.00
0.25;9.96;38.48;3078.75;1968.49;-1110.26;0.00
0.21;9.05;45.25;3620.20;1734.56;-1885.65;0.00
0.22;9.08;49.28;3942.55;1780.84;-2161.71;0.00
0.24;10.29;30.95;2475.81;1977.44;-498.37;0.00
0.27;11.02;37.80;3023.88;2165.62;-858.25;0.00
0.25;11.06;38.89;3110.88;2046.66;-1064.22;0.00
0.24;9.75;39.03;3122.57;1945.73;-1176.84;0.00
0.29;9.32;32.00;2560.31;2186.96;-373.35;0.00
0.25;9.27;38.33;3066.29;1942.67;-1123.63;0.00
0.28;11.16;45.56;3644.68;2239.65;-1405.03;0.00
0.21;10.10;41.44;3315.52;1777.08;-1538.45;0.00
0.28;10.42;44.08;3526.13;2214.01;-1312.12;0.00
0.24;8.11;39.57;3165.70;1826.18;-1339.52;0.00
0.29;8.94;50.24;4019.36;2187.84;-1831.52;0.00
0.25;11.04;34.17;2733.58;2035.88;-697.70;0.00
0.25;9.76;47.61;3809.18;1970.83;-1838.35;0.00
0.25;11.41;37.84;3027.39;2078.76;-948.64;0.00
0.29;9.77;37.29;2983.30;2238.39;-744.91;0.00
0.25;9.68;48.24;3858.84;1967.02;-1891.81;0.00
0.26;10.08;36.73;2938.25;2072.92;-865.33;0.00
0.22;10.77;43.14;3451.20;1855.89;-1595.31;0.00
0.24;9.43;39.48;3158.51;1936.85;-1221.66;0.00
0.24;9.80;41.21;3296.92;1905.58;-1391.35;0.00
0.28;10.63;38.10;3047.83;2235.64;-812.19;0.00
0.24;10.24;39.79;3182.84;1972.31;-1210.53;0.00
0.24;10.66;35.93;2874.22;1977.31;-896.91;0.00
0.22;9.02;44.08;3526.18;1770.51;-1755.67;0.00
0.29;10.75;47.22;3777.32;2247.15;-1530.17;0.00
0.26;10.30;39.19;3134.89;2054.47;-1080.42;0.00
0.27;11.36;39.56;3164.81;2175.03;-989.78;0.00
0.23;8.59;42.96;3436.87;1824.45;-1612.42;0.00
0.26;10.23;47.45;3796.12;2073.16;-1722.96;0.00
0.28;11.39;31.64;2531.51;2241.36;-290.15;0.00
0.22;8.62;44.47;3558.00;1728.39;-1829.61;0.00
