# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
79;1999;2;2;3;2;2;0;-1;0;0
100;1901;2;2;3;2;2;0;-1;0;0
91;2016;3;3;3;2;2;-1;-1;0;0
98;1968;3;3;3;2;2;-1;-1;0;0
104;2148;3;3;3;2;2;0;-1;0;0
78;2137;2;2;2;2;2;0;0;1;1
86;2089;3;3;3;2;2;0;-1;0;0
99;2134;3;3;3;2;2;0;-1;0;0
122;2049;2;2;2;2;2;0;0;0;0
101;1890;2;2;2;2;2;0;0;0;0
85;2046;2;2;3;2;2;0;0;0;0
99;2065;2;2;2;2;2;0;0;0;0
113;2104;2;2;3;2;2;0;0;0;0
76;2150;3;3;3;2;2;-1;-1;0;0
99;2138;2;2;3;2;2;0;0;0;0
109;2298;3;3;3;2;2;0;0;0;0
92;2056;3;3;3;2;2;0;-1;0;0
112;2013;3;3;3;2;2;0;-1;0;0
91;1649;2;2;3;1;1;-1;-1;0;0
107;1841;2;2;3;1;2;0;-1;0;0
95;2267;3;3;3;2;2;0;-1;0;0
85;2082;3;3;3;2;2;0;-1;0;0
110;1826;3;3;3;1;2;-1;-1;0;0
105;1972;3;3;3;2;2;-1;-1;0;0
100;2220;3;3;3;2;2;-1;-1;0;0
108;2075;3;3;3;2;2;0;-1;0;0
93;1894;2;2;3;2;2;0;0;0;0
108;2023;3;3;3;2;2;-1;-1;0;0
87;1995;2;2;3;2;2;0;0;0;0
93;1932;2;2;2;2;2;0;0;0;0
97;2161;3;3;3;2;2;0;-1;0;0
97;1912;3;3;3;2;2;-1;-1;0;0
113;1978;2;2;3;2;2;0;0;0;0
99;1809;3;3;3;1;2;-1;-1;0;0
109;2124;3;3;3;2;2;-1;-1;0;0
116;1874;3;3;3;2;2;-1;-1;0;0
92;2028;3;3;3;2;2;-1;-1;0;0
109;2087;3;3;3;2;2;-1;-1;0;0
110;1782;3;3;3;1;2;-1;-1;0;0
80;1780;3;3;3;1;1;-1;-1;0;0
94;1844;2;2;3;1;2;0;0;0;0
87;2052;2;2;3;2;2;0;0;0;0
89;1826;2;2;3;1;2;0;-1;0;0
107;2051;3;3;3;2;2;0;-1;0;0
87;2151;3;3;3;2;2;0;0;0;0
88;2023;2;2;3;2;2;0;-1;0;0
