# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
195809202462.53;242284908.29;20631.94;1.05;0.94;136.69;5.33;94.96;7.39;125.47;911.33;28912.51;28912.51;28912.51;20295.78;20887.73;20605.36;-8616.72;-8024.78;-8307.15;0.00;0.00;0.00
189664315662.16;245700474.41;17035.73;1.00;0.99;136.78;5.63;104.07;6.84;129.32;936.62;29025.73;29025.73;29025.73;17635.52;18149.87;17904.51;-11390.21;-10875.85;-11121.22;0.00;0.00;0.00
198222643800.56;302243626.38;16858.53;1.05;0.99;147.59;5.41;97.93;7.01;127.03;908.88;36770.48;36770.48;36770.48;17324.96;17830.36;17589.11;-19445.53;-18940.13;-19181.37;0.00;0.00;0.00
202043997272.07;254496849.02;18802.30;1.00;1.00;139.09;5.68;99.46;7.61;132.64;997.15;30834.56;30834.56;30834.56;19656.88;20230.11;19956.78;-11177.69;-10604.45;-10877.78;0.00;0.00;0.00
224596619938.83;259634221.48;21290.62;1.00;1.03;140.89;5.49;103.50;7.16;138.36;960.46;32513.86;32513.86;32513.86;22934.22;23603.14;23284.01;-9579.64;-8910.72;-9229.85;0.00;0.00;0.00
189326686827.66;255484087.54;19710.24;1.03;0.98;135.68;5.79;110.04;6.76;130.66;959.44;31387.07;31387.07;31387.07;20209.14;20798.62;20517.32;-11177.93;-10588.45;-10869.75;0.00;0.00;0.00
179667625178.84;236348274.91;23844.17;1.04;1.01;136.38;5.94;104.54;7.09;143.39;962.62;32159.88;32159.88;32159.88;25074.30;25805.74;25456.63;-7085.58;-6354.14;-6703.25;0.00;0.00;0.00
189950436941.68;247768360.09;20705.02;0.96;0.97;142.88;6.10;92.67;7.42;142.38;927.13;30636.75;30636.75;30636.75;20981.20;21593.35;21301.02;-9655.55;-9043.40;-9335.73;0.00;0.00;0.00
216449555131.07;242771205.11;21621.44;1.04;0.96;129.69;6.18;98.14;6.83;147.69;993.28;33892.15;33892.15;33892.15;21601.27;22230.74;21931.30;-12290.89;-11661.41;-11960.85;0.00;0.00;0.00
200386011279.64;259741783.00;19023.59;0.96;0.97;134.92;5.76;105.84;7.19;133.20;1001.23;30350.90;30350.90;30350.90;19235.18;19796.08;19528.68;-11115.72;-10554.82;-10822.22;0.00;0.00;0.00
200251774742.59;269148026.46;19100.27;1.02;1.04;144.96;6.38;93.45;7.02;143.71;892.58;35850.45;35850.45;35850.45;20623.28;21225.18;20937.45;-15227.17;-14625.27;-14913.00;0.00;0.00;0.00
213174009305.30;255604979.26;20581.30;1.00;1.00;132.63;5.52;97.90;6.91;146.65;901.41;34144.02;34144.02;34144.02;21484.25;22110.79;21812.03;-12659.76;-12033.23;-12331.99;0.00;0.00;0.00
191202360726.78;253036157.31;17977.26;0.95;1.01;138.64;5.28;102.22;6.97;139.15;926.43;30339.76;30339.76;30339.76;18843.09;19392.63;19130.53;-11496.67;-10947.12;-11209.22;0.00;0.00;0.00
194248236351.07;245783152.07;16796.00;1.01;0.98;136.02;5.31;99.26;7.36;150.31;867.65;33864.16;33864.16;33864.16;17217.01;17719.51;17479.27;-16647.16;-16144.66;-16384.90;0.00;0.00;0.00
191948372414.06;256616914.53;19748.00;0.99;0.99;142.41;6.06;101.03;7.64;130.79;952.17;30131.97;30131.97;30131.97;20375.95;20970.67;20686.30;-9756.02;-9161.30;-9445.67;0.00;0.00;0.00
197127414548.95;264126008.58;17869.92;0.93;0.99;152.63;6.01;106.78;7.67;132.07;950.82;29619.22;29619.22;29619.22;18332.95;18868.34;18611.89;-11286.26;-10750.87;-11007.33;0.00;0.00;0.00
209307738270.39;257462396.62;23111.88;1.01;0.97;147.95;5.87;97.33;7.10;135.72;910.46;31959.75;31959.75;31959.75;23288.82;23968.42;23643.69;-8670.93;-7991.33;-8316.06;0.00;0.00;0.00
199228306964.11;238772453.27;21966.92;0.99;1.01;142.35;5.98;116.30;7.24;143.36;912.94;30880.89;30880.89;30880.89;23007.58;23679.67;23357.45;-7873.31;-7201.22;-7523.44;0.00;0.00;0.00
189707769366.02;259530639.34;19626.93;0.96;1.03;128.98;5.51;102.24;6.91;139.76;881.67;31802.71;31802.71;31802.71;21026.17;21639.59;21346.71;-10776.54;-10163.12;-10456.00;0.00;0.00;0.00
194633635112.49;230272915.56;21147.04;1.05;0.97;143.73;5.99;101.28;6.71;141.66;944.91;31178.22;31178.22;31178.22;21275.90;21896.45;21600.40;-9902.32;-9281.77;-9577.82;0.00;0.00;0.00
196822261784.39;246686526.36;20272.45;1.01;1.03;144.55;5.98;105.44;7.07;135.80;856.55;30824.39;30824.39;30824.39;21818.64;22455.95;22150.48;-9005.75;-8368.44;-8673.91;0.00;0.00;0.00
206069434396.94;230581679.62;20555.40;0.96;1.02;141.40;6.20;109.82;7.51;131.49;959.90;26432.82;26432.82;26432.82;21733.68;22368.27;22064.48;-4699.14;-4064.56;-4368.34;0.00;0.00;0.00
183569058983.55;268547465.71;21985.06;1.00;1.02;153.09;6.13;103.69;6.52;146.36;931.71;35596.99;35596.99;35596.99;23368.58;24050.47;23724.69;-12228.42;-11546.53;-11872.30;0.00;0.00;0.00
213171972389.80;250581787.11;19119.08;0.97;0.99;152.18;5.64;104.79;7.43;143.80;894.33;31737.25;31737.25;31737.25;19686.17;20261.11;19985.67;-12051.08;-11476.14;-11751.58;0.00;0.00;0.00
