# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
206804541263.90317;255727692.00970;10611.37896;1.02033;0.96651;139.82130;5.86736;105.55470;6.47469;3280.70399;33570.92176;33570.92176;33570.92176;33570.92176;33570.92176;128435.72991;128435.72991;128435.72991;128435.72991;128435.72991;0.01530;0.01530;0.01530;0.01530;0.01530;19031.89716;13428.00246;14012.43784;14380.30594;14739.17110;15349.01445;13058.71569;13355.70165;13495.84187;13439.23427;0.21304;0.21375;0.21429;0.21464;0.21482;-14539.02460;-20142.91929;-19558.48392;-19190.61582;-18831.75066;-113086.71546;-115377.01422;-115080.02826;-114939.88803;-114996.49564;0.19774;0.19845;0.19898;0.19934;0.19952;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
215799820343.78479;236304034.39526;14364.63228;1.00531;0.97234;129.55468;5.24394;102.81057;8.15564;2414.94455;32657.71101;32657.71101;32657.71101;32657.71101;32657.71101;96835.07956;96835.07956;96835.07956;96835.07956;96835.07956;0.01508;0.01508;0.01508;0.01508;0.01508;23089.47717;16323.77690;17027.89363;17472.25000;17909.80851;18636.97856;15870.56197;16229.29048;16398.56910;16330.19175;0.23623;0.23700;0.23758;0.23796;0.23815;-9568.23383;-16333.93411;-15629.81738;-15185.46101;-14747.90250;-78198.10100;-80964.51759;-80605.78908;-80436.51046;-80504.88781;0.22115;0.22192;0.22250;0.22288;0.22307;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
207072937618.01282;241673106.48959;12584.86979;1.00674;0.97545;139.12734;5.98020;97.68946;6.65481;1522.73608;30099.34516;30099.34516;30099.34516;30099.34516;30099.34516;121457.21137;121457.21137;121457.21137;121457.21137;121457.21137;0.01510;0.01510;0.01510;0.01510;0.01510;19244.89882;13811.66245;14370.27745;14728.33491;15103.95636;15631.55783;13402.37336;13691.43602;13827.83886;13772.74103;0.21666;0.21740;0.21796;0.21834;0.21852;-10854.44635;-16287.68271;-15729.06771;-15371.01025;-14995.38880;-105825.65354;-108054.83801;-107765.77535;-107629.37250;-107684.47034;0.20156;0.20230;0.20286;0.20323;0.20342;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
199926368665.52390;242364086.29677;14872.89709;0.98578;1.02372;136.49514;5.76080;95.44081;6.95660;1406.12580;29166.13006;29166.13006;29166.13006;29166.13006;29166.13006;112719.52868;112719.52868;112719.52868;112719.52868;112719.52868;0.01479;0.01479;0.01479;0.01479;0.01479;22725.83914;16838.23008;17424.82905;17816.10203;18288.27686;18709.73127;16273.78123;16589.65672;16738.71309;16678.50414;0.24539;0.24633;0.24704;0.24752;0.24775;-6440.29092;-12327.89998;-11741.30101;-11350.02803;-10877.85320;-94009.79741;-96445.74745;-96129.87197;-95980.81559;-96041.02454;0.23060;0.23155;0.23226;0.23273;0.23297;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
198549192412.69037;251968620.69750;14217.96914;0.99117;0.96852;133.63845;5.99748;101.77333;6.66168;2679.98503;30443.54344;30443.54344;30443.54344;30443.54344;30443.54344;120101.41575;120101.41575;120101.41575;120101.41575;120101.41575;0.01487;0.01487;0.01487;0.01487;0.01487;22092.94988;16577.88948;17119.01249;17486.95334;17957.60064;18287.64090;15997.01755;16294.05106;16434.21900;16377.60062;0.23783;0.23874;0.23943;0.23989;0.24012;-8350.59355;-13865.65395;-13324.53095;-12956.59009;-12485.94280;-101813.77485;-104104.39820;-103807.36470;-103667.19675;-103723.81514;0.22296;0.22388;0.22456;0.22502;0.22525;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
212697415041.33197;238184223.16632;14634.81827;0.99392;1.05979;133.23911;5.85405;96.07916;7.67631;4607.91628;30754.56014;30754.56014;30754.56014;30754.56014;30754.56014;110790.52244;110790.52244;110790.52244;110790.52244;110790.52244;0.01491;0.01491;0.01491;0.01491;0.01491;28022.01501;20563.66113;21314.25375;21808.58525;22380.23664;22975.63891;19898.10437;20297.17682;20485.49358;20409.42611;0.27747;0.27849;0.27925;0.27976;0.28002;-2732.54513;-10190.89901;-9440.30639;-8945.97489;-8374.32350;-87814.88353;-90892.41808;-90493.34563;-90305.02887;-90381.09633;0.26256;0.26358;0.26434;0.26485;0.26511;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
183570184665.85001;219525824.41349;12256.15024;0.95428;0.98088;140.10931;5.63232;104.45583;6.67757;2100.85373;27239.27420;27239.27420;27239.27420;27239.27420;27239.27420;99190.02107;99190.02107;99190.02107;99190.02107;99190.02107;0.01431;0.01431;0.01431;0.01431;0.01431;19474.13908;14176.75612;14714.64123;15064.96438;15455.54040;15913.02427;13731.92763;14014.75192;14148.20836;14094.30047;0.22037;0.22121;0.22185;0.22227;0.22248;-7765.13512;-13062.51809;-12524.63298;-12174.30982;-11783.73380;-83276.99680;-85458.09344;-85175.26915;-85041.81271;-85095.72060;0.20606;0.20690;0.20753;0.20795;0.20816;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
184154338188.33286;225725362.50447;14230.43673;0.96383;0.92430;132.59312;5.92926;101.01665;6.61721;1382.21000;25914.89120;25914.89120;25914.89120;25914.89120;25914.89120;102625.23206;102625.23206;102625.23206;102625.23206;102625.23206;0.01446;0.01446;0.01446;0.01446;0.01446;19232.39048;14666.25222;15104.79393;15411.07418;15833.55061;16031.24921;14124.51333;14371.76751;14488.44571;14441.31565;0.21793;0.21882;0.21948;0.21992;0.22015;-6682.50073;-11248.63898;-10810.09728;-10503.81702;-10081.34059;-86593.98285;-88500.71873;-88253.46455;-88136.78635;-88183.91641;0.20348;0.20436;0.20502;0.20547;0.20569;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
222145418740.00323;243415672.46405;14814.89918;1.00491;1.02805;129.90705;6.13373;100.04108;7.06595;1761.81815;30014.42545;30014.42545;30014.42545;30014.42545;30014.42545;116946.24249;116946.24249;116946.24249;116946.24249;116946.24249;0.01507;0.01507;0.01507;0.01507;0.01507;23552.00400;17158.32415;17805.88289;18228.86734;18703.20603;19251.14443;16617.91238;16959.37602;17120.51296;17055.42473;0.24897;0.24980;0.25042;0.25084;0.25104;-6462.42145;-12856.10129;-12208.54255;-11785.55810;-11311.21941;-97695.09806;-100328.33011;-99986.86646;-99825.72953;-99890.81775;0.23389;0.23472;0.23535;0.23576;0.23597;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
198609227128.88412;243338405.43047;14917.93877;0.98837;1.04434;132.70416;5.60816;95.54604;6.95253;2247.90748;28250.82084;28250.82084;28250.82084;28250.82084;28250.82084;107395.98618;107395.98618;107395.98618;107395.98618;107395.98618;0.01483;0.01483;0.01483;0.01483;0.01483;24029.03239;18191.95632;18758.25088;19148.80140;19669.37040;19966.81824;17535.43499;17850.72122;17999.50237;17939.40482;0.25865;0.25970;0.26048;0.26100;0.26126;-4221.78845;-10058.86452;-9492.56996;-9102.01944;-8581.45044;-87429.16794;-89860.55120;-89545.26497;-89396.48381;-89456.58136;0.24383;0.24487;0.24565;0.24618;0.24644;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
