# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
189853542789.05;266431330.94;9072.25;36331545128.65;1.00;1.50;17677.66;0.00;0.00;-36331527450.99;-1.00;-1.50;0.00;0.00;0.00
213817111410.23;258734698.52;10032.01;35282004343.16;1.00;1.50;19548.31;0.00;0.00;-35281984794.85;-1.00;-1.50;0.00;0.00;0.00
180429051263.70;269130509.55;9805.19;36699614939.00;1.00;1.50;19105.98;0.00;0.00;-36699595833.02;-1.00;-1.50;0.00;0.00;0.00
219915589721.41;244698024.04;11429.90;33367912368.77;1.00;1.50;22270.50;0.00;0.00;-33367890098.27;-1.00;-1.50;0.00;0.00;0.00
172752815187.57;238183262.99;9873.97;32479535862.46;1.00;1.50;19238.48;0.00;0.00;-32479516623.97;-1.00;-1.50;0.00;0.00;0.00
206506244033.44;337993230.14;9907.73;46089985928.35;1.00;1.50;19304.74;0.00;0.00;-46089966623.61;-1.00;-1.50;0.00;0.00;0.00
202471964981.55;271723096.98;9722.67;37053149588.83;1.00;1.50;18944.25;0.00;0.00;-37053130644.59;-1.00;-1.50;0.00;0.00;0.00
206341786249.81;213321694.64;10606.38;29089321996.33;1.00;1.50;20666.80;0.00;0.00;-29089301329.53;-1.00;-1.50;0.00;0.00;0.00
145496628892.00;297365037.71;10671.40;40549777869.63;1.00;1.50;20793.46;0.00;0.00;-40549757076.16;-1.00;-1.50;0.00;0.00;0.00
196072445586.54;225485275.17;10342.56;30747992068.34;1.00;1.50;20152.38;0.00;0.00;-30747971915.96;-1.00;-1.50;0.00;0.00;0.00
