# X_0;X_1;R_0;S_0;G_0;I_0
16033;25056;143000;146531;-3531;0
13267;20643;143000;143336;-336;0
15764;15126;143000;143269;-269;0
15958;23889;143000;146119;-3119;0
16766;23464;143000;146520;-3520;0
15517;21289;143000;145020;-2020;0
13565;23874;143000;144536;-1536;0
14929;19477;143000;144070;-1070;0
11402;17674;143000;141184;1815;1
15952;17545;143000;144144;-1144;0
