# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.22;9.95;40.48;3238.24;1821.23;-1417.01;0.00
0.20;8.62;44.71;3576.99;1615.77;-1961.21;0.00
0.26;9.83;43.93;3514.29;2076.22;-1438.08;0.00
0.24;10.66;45.19;3615.24;1965.02;-1650.21;0.00
0.23;8.62;39.05;3124.21;1834.71;-1289.50;0.00
0.26;8.02;46.57;3725.86;1927.62;-1798.25;0.00
0.24;9.03;40.94;3275.36;1877.03;-1398.34;0.00
0.29;10.63;44.98;3598.69;2239.61;-1359.08;0.00
0.26;9.29;33.67;2693.77;2002.48;-691.29;0.00
0.26;11.66;39.76;3181.08;2126.94;-1054.15;0.00
0.24;9.72;42.25;3379.69;1927.07;-1452.62;0.00
0.26;13.05;43.09;3447.22;2194.38;-1252.83;0.00
0.23;10.09;51.21;4096.96;1893.26;-2203.70;0.00
0.24;10.25;35.91;2872.61;1932.94;-939.67;0.00
0.24;11.96;39.12;3129.37;2022.54;-1106.84;0.00
0.27;9.12;48.18;3854.17;2048.02;-1806.14;0.00
0.29;9.92;40.80;3263.88;2218.90;-1044.98;0.00
0.24;11.70;49.28;3942.09;2060.22;-1881.87;0.00
0.25;10.28;39.00;3120.05;2034.67;-1085.38;0.00
0.27;8.90;44.91;3592.64;2066.23;-1526.41;0.00
0.26;10.50;44.13;3530.41;2087.70;-1442.71;0.00
0.23;9.28;42.82;3425.47;1822.59;-1602.88;0.00
0.23;8.50;40.95;3276.22;1781.88;-1494.34;0.00
0.24;8.66;46.67;3733.40;1860.27;-1873.13;0.00
0.28;12.16;45.78;3662.32;2283.13;-1379.18;0.00
0.27;10.33;41.26;3301.02;2106.30;-1194.72;0.00
0.24;8.14;45.53;3642.52;1860.89;-1781.63;0.00
0.25;10.23;41.85;3348.02;2018.10;-1329.92;0.00
0.23;9.53;36.74;2939.22;1827.58;-1111.65;0.00
0.25;9.61;38.03;3042.55;1953.75;-1088.80;0.00
0.26;11.37;41.99;3359.39;2144.58;-1214.81;0.00
0.21;9.20;42.61;3408.80;1743.33;-1665.47;0.00
0.25;10.24;38.13;3050.00;2017.59;-1032.42;0.00
0.25;11.29;41.07;3285.98;2089.21;-1196.77;0.00
0.27;10.08;28.89;2310.91;2146.11;-164.80;0.00
0.26;10.74;38.13;3050.24;2099.16;-951.08;0.00
0.29;8.85;37.44;2994.88;2147.60;-847.28;0.00
0.23;10.14;41.34;3307.06;1892.11;-1414.95;0.00
0.24;9.88;47.33;3786.79;1936.12;-1850.67;0.00
0.25;12.35;38.66;3092.75;2149.02;-943.72;0.00
0.21;11.31;41.26;3300.69;1833.75;-1466.95;0.00
0.22;10.11;39.70;3176.18;1820.09;-1356.09;0.00
0.23;12.10;42.59;3406.84;1995.64;-1411.19;0.00
0.22;9.40;42.25;3379.86;1763.32;-1616.53;0.00
0.26;10.90;41.66;3333.00;2086.29;-1246.71;0.00
0.28;10.40;43.65;3492.08;2214.31;-1277.78;0.00
0.22;9.75;38.43;3074.32;1807.49;-1266.83;0.00
0.23;11.65;43.01;3441.04;1964.23;-1476.82;0.00
0.26;11.00;44.15;3532.02;2099.62;-1432.40;0.00
0.25;10.19;42.16;3372.99;2009.25;-1363.73;0.00
0.28;11.90;36.88;2950.07;2248.77;-701.30;0.00
0.22;11.26;39.24;3138.96;1889.01;-1249.95;0.00
0.22;9.60;38.25;3059.64;1810.50;-1249.14;0.00
0.30;10.61;37.67;3013.42;2321.69;-691.72;0.00
0.21;13.32;43.04;3442.95;1964.29;-1478.66;0.00
0.26;9.46;35.77;2861.65;2029.50;-832.15;0.00
0.29;10.02;45.28;3622.01;2227.22;-1394.80;0.00
0.27;10.46;47.04;3763.08;2156.50;-1606.58;0.00
0.26;10.10;47.13;3770.15;2071.16;-1698.99;0.00
0.27;8.56;39.28;3142.27;2039.83;-1102.43;0.00
0.24;8.53;43.01;3440.94;1877.67;-1563.27;0.00
0.23;10.29;42.04;3363.02;1891.19;-1471.83;0.00
0.22;10.01;44.52;3561.24;1798.96;-1762.28;0.00
0.26;9.95;40.43;3234.25;2052.82;-1181.43;0.00
0.26;11.63;46.38;3710.31;2171.20;-1539.11;0.00
0.27;12.29;41.01;3280.47;2214.65;-1065.82;0.00
0.25;10.50;40.54;3243.43;2036.25;-1207.18;0.00
0.28;9.43;33.97;2717.88;2140.79;-577.09;0.00
0.23;7.83;37.54;3003.41;1773.76;-1229.66;0.00
0.28;10.43;38.84;3106.89;2176.34;-930.55;0.00
0.24;9.64;44.72;3577.75;1922.42;-1655.33;0.00
0.30;9.86;46.31;3704.82;2265.22;-1439.60;0.00
0.22;12.05;42.20;3376.23;1906.02;-1470.21;0.00
0.25;9.49;33.92;2713.69;1943.33;-770.36;0.00
0.27;10.14;39.32;3145.91;2097.25;-1048.67;0.00
0.25;11.68;48.07;3845.22;2079.69;-1765.54;0.00
0.28;10.36;40.89;3271.24;2182.99;-1088.25;0.00
0.22;11.65;36.60;2928.26;1908.31;-1019.95;0.00
0.29;9.58;31.93;2554.02;2202.59;-351.43;0.00
0.25;11.05;41.70;3335.86;2058.08;-1277.78;0.00
0.25;7.55;42.06;3364.92;1840.53;-1524.39;0.00
0.20;12.22;46.08;3686.47;1832.81;-1853.66;0.00
0.25;11.26;44.02;3521.90;2088.11;-1433.79;0.00
0.28;9.00;49.60;3967.77;2091.27;-1876.50;0.00
0.23;11.67;38.40;3072.29;1998.12;-1074.17;0.00
0.22;9.16;45.00;3600.37;1804.92;-1795.45;0.00
0.29;9.67;35.98;2878.08;2234.36;-643.72;0.00
0.29;10.74;42.97;3437.97;2270.11;-1167.86;0.00
0.24;8.80;33.93;2714.18;1875.83;-838.35;0.00
0.23;8.94;40.54;3242.85;1827.81;-1415.04;0.00
0.28;10.78;40.17;3213.75;2240.63;-973.12;0.00
0.26;11.23;34.26;2740.44;2097.32;-643.12;0.00
0.23;10.14;35.40;2832.39;1900.18;-932.21;0.00
0.29;8.23;43.70;3495.95;2144.49;-1351.47;0.00
0.22;10.18;32.05;2563.71;1814.92;-748.79;0.00
0.24;11.55;40.11;3209.02;2007.63;-1201.39;0.00
0.20;10.03;41.08;3286.35;1725.05;-1561.30;0.00
0.26;9.91;39.70;3175.84;2035.59;-1140.25;0.00
0.27;9.85;35.25;2819.75;2083.83;-735.91;0.00
0.27;10.49;39.68;3174.76;2134.09;-1040.67;0.00
0.30;10.64;36.73;2938.78;2328.09;-610.69;0.00
0.28;10.98;41.42;3313.60;2252.89;-1060.71;0.00
0.22;9.87;41.91;3352.41;1789.79;-1562.62;0.00
0.25;10.26;27.41;2192.68;2002.58;-190.11;0.00
0.22;9.11;32.18;2574.76;1750.15;-824.62;0.00
0.26;8.61;41.28;3302.14;1973.46;-1328.68;0.00
0.23;10.07;37.75;3019.63;1877.41;-1142.22;0.00
0.21;9.86;40.78;3262.19;1777.34;-1484.85;0.00
0.26;10.65;42.16;3372.54;2118.58;-1253.96;0.00
0.23;11.27;45.46;3636.42;1959.76;-1676.66;0.00
0.22;8.26;51.49;4119.16;1715.23;-2403.93;0.00
0.25;9.61;37.98;3038.68;1994.50;-1044.18;0.00
0.25;11.21;44.36;3548.96;2076.82;-1472.14;0.00
0.21;9.99;42.99;3439.36;1786.30;-1653.06;0.00
0.24;9.82;48.97;3917.38;1942.95;-1974.43;0.00
0.26;11.47;34.16;2732.86;2119.41;-613.45;0.00
0.23;10.43;38.83;3106.01;1928.72;-1177.29;0.00
0.24;11.18;40.00;3199.98;2031.18;-1168.80;0.00
0.22;9.30;47.39;3791.48;1790.47;-2001.01;0.00
0.23;10.20;38.73;3098.27;1920.75;-1177.52;0.00
0.23;9.99;41.92;3353.77;1886.25;-1467.52;0.00
0.26;9.70;27.68;2214.42;2060.78;-153.64;0.00
0.25;9.23;38.32;3065.64;1984.67;-1080.97;0.00
0.25;9.97;39.49;3159.06;1994.40;-1164.66;0.00
0.26;8.57;36.64;2931.00;1972.19;-958.81;0.00
0.26;8.19;37.66;3012.79;1968.81;-1043.99;0.00
0.23;10.36;43.83;3506.70;1873.42;-1633.27;0.00
0.23;10.43;42.00;3360.32;1897.36;-1462.96;0.00
0.27;10.92;45.83;3666.11;2191.26;-1474.84;0.00
0.28;10.50;39.10;3127.95;2219.17;-908.79;0.00
0.21;10.15;40.29;3223.39;1797.03;-1426.36;0.00
0.30;10.63;49.66;3972.72;2314.35;-1658.37;0.00
0.26;9.25;37.59;3006.99;1991.02;-1015.97;0.00
0.20;9.26;34.17;2733.43;1692.65;-1040.77;0.00
0.24;9.52;44.84;3586.99;1900.29;-1686.70;0.00
0.29;12.08;32.93;2634.58;2342.45;-292.13;0.00
0.27;8.40;41.92;3353.29;2020.13;-1333.16;0.00
0.20;9.84;32.17;2573.64;1703.18;-870.45;0.00
0.28;10.00;32.57;2605.93;2155.80;-450.13;0.00
0.25;8.91;43.30;3464.21;1934.64;-1529.57;0.00
0.22;6.57;40.07;3205.88;1643.33;-1562.56;0.00
0.24;9.61;36.30;2904.33;1947.15;-957.18;0.00
0.27;11.10;41.02;3281.95;2157.52;-1124.43;0.00
0.22;9.79;45.15;3611.79;1802.38;-1809.41;0.00
0.25;11.69;37.25;2979.69;2094.20;-885.49;0.00
0.28;10.00;43.38;3470.52;2164.43;-1306.09;0.00
0.22;10.17;34.38;2750.48;1856.49;-893.98;0.00
0.28;8.81;42.30;3383.93;2117.59;-1266.34;0.00
0.27;9.19;47.15;3772.07;2096.98;-1675.09;0.00
