# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
21032.02;1059.96;9677.02;963.60;1.00;1.50;26700.71;10170.27;1989.00;25737.11;10169.27;1987.50;1.00;1.00;1.00
20194.81;833.30;9941.88;757.54;1.00;1.50;27429.14;10447.73;1989.00;26671.59;10446.73;1987.50;1.00;1.00;1.00
20375.12;1097.40;11348.32;997.63;1.00;1.50;31311.32;11926.45;1989.00;30313.69;11925.45;1987.50;1.00;1.00;1.00
19036.48;1014.90;9772.01;922.63;1.00;1.50;26962.83;10270.12;1989.00;26040.20;10269.12;1987.50;1.00;1.00;1.00
19185.62;995.40;10015.37;904.91;1.00;1.50;27633.32;10525.50;1989.00;26728.41;10524.50;1987.50;1.00;1.00;1.00
19515.82;915.62;8740.41;832.39;1.00;1.50;24115.35;9185.51;1989.00;23282.96;9184.51;1987.50;1.00;1.00;1.00
19633.19;976.37;10285.64;887.61;1.00;1.50;28378.30;10809.27;1989.00;27490.69;10808.27;1987.50;1.00;1.00;1.00
19757.78;925.44;10258.07;841.31;1.00;1.50;28303.80;10780.89;1989.00;27462.49;10779.89;1987.50;1.00;1.00;1.00
20577.68;972.12;11883.43;883.75;1.00;1.50;32787.49;12488.72;1989.00;31903.74;12487.72;1987.50;1.00;1.00;1.00
19753.62;772.58;9777.33;702.35;1.00;1.50;26976.63;10275.37;1989.00;26274.28;10274.37;1987.50;1.00;1.00;1.00
