# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0;10;44;3534;1831;-1703;0
0;10;35;2857;2228;-629;0
0;10;44;3597;2240;-1356;0
0;9;50;4034;1731;-2303;0
0;8;44;3532;2116;-1416;0
0;10;37;2988;1955;-1033;0
0;7;37;3027;1997;-1029;0
0;10;36;2957;2103;-853;0
0;10;45;3624;2246;-1378;0
0;12;36;2933;2118;-815;0
0;10;44;3576;1920;-1656;0
0;10;36;2936;2013;-923;0
0;8;38;3069;1763;-1305;0
0;12;30;2475;2167;-307;0
0;10;40;3202;1885;-1316;0
0;9;39;3157;1874;-1283;0
0;10;34;2730;1884;-846;0
0;10;34;2737;2227;-509;0
0;9;38;3103;1965;-1137;0
0;10;38;3102;2060;-1042;0
0;8;49;3929;2096;-1832;0
0;10;48;3895;1789;-2106;0
0;9;49;3924;1861;-2063;0
0;9;44;3549;2135;-1413;0
0;9;30;2476;2030;-445;0
0;12;46;3710;2010;-1700;0
0;12;39;3137;2181;-955;0
0;11;38;3090;2011;-1079;0
0;8;38;3073;2004;-1068;0
0;11;36;2889;2003;-885;0
0;8;26;2116;1940;-175;0
0;9;34;2762;1867;-895;0
0;10;39;3126;2073;-1053;0
0;10;36;2920;2199;-721;0
0;11;39;3163;2169;-993;0
0;9;37;2979;1892;-1086;0
0;9;45;3648;1922;-1726;0
0;9;39;3166;1938;-1228;0
0;8;45;3630;1879;-1751;0
0;13;40;3255;2061;-1193;0
0;9;40;3242;1861;-1380;0
0;9;41;3283;1841;-1441;0
0;9;38;3094;2120;-973;0
0;9;44;3558;1993;-1564;0
0;12;40;3229;1885;-1343;0
0;9;42;3409;1799;-1610;0
0;11;35;2846;2145;-700;0
0;11;32;2617;2160;-457;0
0;10;41;3295;2203;-1092;0
0;11;42;3373;1893;-1479;0
0;11;49;3989;2079;-1910;0
0;7;35;2837;1919;-918;0
0;9;38;3063;2065;-997;0
0;10;29;2398;2138;-260;0
0;11;48;3884;2342;-1541;0
0;8;43;3499;2093;-1405;0
0;10;38;3083;2080;-1003;0
0;8;31;2549;1894;-654;0
0;11;41;3304;1929;-1375;0
0;11;31;2556;2086;-470;0
0;10;40;3257;2282;-975;0
0;12;42;3388;2277;-1111;0
0;11;43;3455;2128;-1327;0
0;9;42;3439;2031;-1408;0
0;8;40;3243;1917;-1325;0
0;11;36;2938;2060;-877;0
0;12;43;3500;2244;-1255;0
0;11;39;3185;2050;-1134;0
0;9;42;3424;2116;-1308;0
0;9;45;3676;2019;-1657;0
0;10;47;3821;2281;-1540;0
0;10;40;3262;1998;-1263;0
0;10;30;2471;1865;-605;0
0;7;35;2873;1837;-1035;0
0;12;41;3298;2040;-1258;0
0;10;44;3523;2233;-1289;0
0;10;38;3066;1945;-1121;0
0;9;44;3568;1761;-1807;0
0;11;41;3303;1965;-1337;0
0;11;44;3548;2379;-1168;0
0;12;31;2539;2193;-345;0
0;10;39;3196;1881;-1315;0
0;10;48;3851;1994;-1856;0
0;10;40;3210;2112;-1098;0
0;8;48;3888;1927;-1960;0
0;9;41;3305;1990;-1314;0
0;7;39;3182;1858;-1324;0
0;9;44;3578;1981;-1597;0
0;11;38;3051;2049;-1002;0
0;8;48;3844;1672;-2172;0
0;8;46;3709;2250;-1458;0
0;9;35;2864;1822;-1041;0
0;10;41;3292;2089;-1203;0
0;11;43;3490;2072;-1417;0
0;9;35;2806;1999;-807;0
0;9;36;2928;1788;-1139;0
0;9;41;3318;2003;-1314;0
0;11;42;3407;2129;-1277;0
0;11;51;4112;2182;-1930;0
0;10;40;3221;2163;-1058;0
