# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
0;855;2;2;3;0;0;-1;-2;0;0
1;1071;3;3;3;1;1;-2;-2;0;0
0;1005;3;3;3;1;1;-2;-2;0;0
1;930;3;3;3;0;1;-2;-2;0;0
0;970;3;3;3;1;1;-2;-2;0;0
1;957;3;3;3;0;1;-2;-2;0;0
0;1031;2;2;3;1;1;-1;-1;0;0
1;1104;2;2;3;1;1;-1;-1;0;0
1;1169;3;3;3;1;1;-2;-2;0;0
1;1261;3;3;3;1;1;-1;-2;0;0
1;869;2;2;2;0;0;-1;-2;0;0
0;1006;2;2;3;1;1;-1;-2;0;0
0;968;2;2;3;1;1;-1;-2;0;0
0;1193;2;2;2;1;1;-1;-1;0;0
1;950;2;2;3;0;1;-1;-2;0;0
0;1018;3;3;3;1;1;-2;-2;0;0
0;893;2;2;3;0;0;-1;-2;0;0
0;988;2;2;3;1;1;-1;-2;0;0
1;1001;3;3;3;1;1;-2;-2;0;0
0;1121;3;3;4;1;1;-2;-2;0;0
1;1091;3;3;3;1;1;-1;-2;0;0
1;1018;2;2;3;1;1;-1;-1;0;0
1;1089;3;3;3;1;1;-1;-2;0;0
1;827;2;2;3;0;0;-2;-2;0;0
1;961;2;2;2;1;1;-1;-1;0;0
0;1126;2;2;3;1;1;-1;-1;0;0
1;1110;2;2;2;1;1;-1;-1;0;0
1;978;3;3;3;1;1;-2;-2;0;0
0;980;3;3;3;1;1;-2;-2;0;0
0;998;2;2;2;1;1;-1;-1;0;0
1;937;3;3;3;0;1;-2;-2;0;0
0;1043;2;2;2;1;1;-1;-1;0;0
0;1000;3;3;3;1;1;-2;-2;0;0
0;1084;3;3;3;1;1;-2;-2;0;0
0;870;3;3;3;0;0;-2;-2;0;0
0;994;3;3;3;1;1;-2;-2;0;0
1;1009;2;2;2;1;1;-1;-1;0;0
0;1130;3;3;3;1;1;-2;-2;0;0
0;1000;3;3;3;1;1;-2;-2;0;0
0;886;2;2;2;0;0;-1;-1;0;0
0;1039;3;3;3;1;1;-2;-2;0;0
1;870;2;2;3;0;0;-2;-2;0;0
1;885;2;2;2;0;0;-1;-1;0;0
1;1068;3;3;3;1;1;-2;-2;0;0
0;1083;2;2;3;1;1;-1;-2;0;0
1;947;2;2;2;0;1;-1;-1;0;0
0;876;2;2;2;0;0;-1;-1;0;0
1;1138;3;3;3;1;1;-2;-2;0;0
0;901;2;2;3;0;0;-1;-2;0;0
0;1073;3;3;3;1;1;-2;-2;0;0
1;903;3;3;3;0;0;-2;-2;0;0
0;921;3;3;3;0;1;-2;-2;0;0
