# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;X_11;X_12;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
202312339568.76;229487539.71;13417.25;0.92;0.98;137.65;5.98;99.03;7.24;137.45;945.33;96990.29;8874.17;28674.82;103037.76;0.01;1896.15;1032.08;0.00;-24423.33;-93419.79;-0.01;0.00;0.00;0.00
198752288558.51;256107349.62;13835.10;1.00;0.99;142.08;6.09;100.78;7.18;141.42;984.70;82952.50;11183.26;32925.79;120874.58;0.01;1955.22;1064.23;0.00;-31094.86;-120176.13;-0.02;0.00;0.00;0.00
190480520549.79;238822424.05;12872.07;1.05;0.99;139.71;5.89;102.56;7.02;140.76;980.19;110438.68;9802.24;30561.48;107284.24;0.01;1819.11;990.15;0.00;-30383.64;-111990.63;-0.02;0.00;0.00;0.00
187514553223.59;246072680.89;13038.13;0.89;0.91;142.33;5.81;100.52;7.27;139.82;922.28;91120.46;11163.13;31277.27;111088.71;0.01;1842.62;1002.92;0.00;-26234.03;-98238.94;-0.01;0.00;0.00;0.00
207352012622.63;233960662.87;13983.24;1.06;1.01;134.12;5.53;102.41;7.12;134.96;943.42;94088.56;11044.79;28704.06;94585.63;0.01;1976.13;1075.62;0.00;-28289.05;-98712.70;-0.02;0.00;0.00;0.00
189544274930.94;272537204.66;9004.78;0.93;1.00;136.31;5.90;101.76;7.02;140.88;943.24;103616.17;8854.03;34904.82;119601.04;0.01;1272.48;692.62;0.00;-31168.06;-110454.11;-0.01;0.00;0.00;0.00
184879915600.95;239324915.46;11890.60;0.99;0.97;137.69;5.83;102.13;7.11;141.04;923.91;102732.42;9306.56;30685.18;104780.80;0.01;1680.36;914.62;0.00;-28615.65;-102391.71;-0.01;0.00;0.00;0.00
209516997402.63;224426622.80;12080.67;1.01;1.08;138.15;5.64;102.54;7.23;139.18;925.08;110866.17;10125.48;28395.69;95387.87;0.01;1707.22;929.23;0.00;-26725.38;-94978.16;-0.02;0.00;0.00;0.00
208040413704.32;250754668.97;11545.68;0.97;0.94;139.48;5.77;102.62;7.36;140.21;967.16;102129.62;9748.31;31962.33;110127.73;0.01;1631.60;888.08;0.00;-29609.25;-106457.97;-0.01;0.00;0.00;0.00
212195260873.70;260848968.57;13774.68;1.01;1.07;137.19;5.78;102.48;6.99;140.06;931.24;95736.68;10718.60;33213.06;112731.52;0.01;1946.61;1059.54;0.00;-31396.42;-112500.28;-0.02;0.00;0.00;0.00
222192011476.09;245944632.19;11520.77;1.04;1.06;141.34;5.89;101.04;7.24;134.70;964.03;98163.64;8216.05;30117.06;111602.16;0.01;1628.06;886.15;0.00;-29652.77;-115336.17;-0.02;0.00;0.00;0.00
195847088006.09;244479595.07;12974.28;0.93;0.89;139.25;5.73;99.71;7.15;137.24;943.07;98831.02;10106.09;30503.19;106340.58;0.01;1833.54;998.00;0.00;-26656.47;-97750.13;-0.01;0.00;0.00;0.00
217341200003.52;257930974.78;13695.28;0.94;0.97;140.71;5.67;99.76;7.20;140.11;919.57;103278.64;10945.91;32854.48;112233.12;0.01;1935.45;1053.46;0.00;-28928.04;-104188.19;-0.01;0.00;0.00;0.00
207583180542.52;255750266.81;14862.38;0.89;1.01;136.78;5.83;103.36;6.96;146.74;929.77;109411.03;10911.15;34116.58;111270.04;0.01;2100.37;1143.23;0.00;-28303.34;-98056.79;-0.01;0.00;0.00;0.00
183335862652.71;263275681.55;10982.53;1.02;1.03;140.75;5.71;103.94;7.30;143.01;964.58;112202.33;8851.68;34228.15;115433.71;0.01;1552.03;844.77;0.00;-33220.53;-116558.35;-0.02;0.00;0.00;0.00
218212389901.22;272000367.10;12976.49;1.03;0.99;138.07;5.73;101.58;7.13;139.39;916.95;97179.35;10962.03;34468.21;117430.37;0.01;1833.84;998.15;0.00;-33677.64;-119958.23;-0.02;0.00;0.00;0.00
208183179485.87;238336271.61;12293.19;1.02;1.00;139.45;5.85;100.30;7.07;136.16;931.95;107129.73;9205.24;29500.85;106135.29;0.01;1737.31;945.62;0.00;-28507.40;-107841.42;-0.02;0.00;0.00;0.00
187285484622.20;227184626.37;11889.85;1.00;0.94;141.05;5.65;104.82;7.16;141.44;919.47;99224.78;9597.56;29211.55;98728.23;0.01;1680.24;914.54;0.00;-27567.91;-97632.36;-0.01;0.00;0.00;0.00
196287396824.37;238817500.19;13697.01;1.00;1.03;138.30;5.82;102.82;7.07;136.47;938.83;104128.76;9571.34;29627.57;104910.21;0.01;1935.73;1053.62;0.00;-27708.38;-104109.63;-0.02;0.00;0.00;0.00
191981276506.13;268427836.54;13765.60;1.03;1.02;138.81;5.67;99.31;6.94;137.22;911.30;87843.31;11327.65;33485.01;115171.54;0.01;1945.33;1058.85;0.00;-32620.86;-117971.80;-0.02;0.00;0.00;0.00
202628971092.90;242086983.29;10813.25;0.94;0.95;138.88;5.58;103.00;6.77;135.09;967.33;103424.75;11558.35;29729.74;102410.47;0.01;1528.11;831.77;0.00;-26530.57;-95609.55;-0.01;0.00;0.00;0.00
210512362417.13;230359002.74;10343.15;0.99;1.08;135.23;5.75;102.54;7.20;141.28;932.79;92799.76;9673.16;29587.31;97690.16;0.01;1461.73;795.62;0.00;-27766.88;-96043.63;-0.01;0.00;0.00;0.00
202280239783.71;282855855.81;13154.22;1.01;1.02;138.15;5.98;104.81;7.04;140.64;942.01;75805.54;10363.89;36165.31;127450.75;0.01;1859.00;1011.85;0.00;-34698.64;-127930.97;-0.02;0.00;0.00;0.00
207875176285.49;252164632.75;14579.23;0.95;1.09;140.83;5.71;102.68;7.31;141.28;920.64;98183.69;9357.87;32387.94;110572.55;0.01;2060.41;1121.46;0.00;-28366.27;-103286.26;-0.01;0.00;0.00;0.00
206395904878.78;266863342.49;12202.31;1.02;0.94;138.82;5.88;102.80;7.17;139.24;935.88;120304.22;8279.49;33780.70;118851.14;0.01;1724.46;938.62;0.00;-32981.57;-120850.72;-0.02;0.00;0.00;0.00
181132852118.83;243230306.75;12429.14;0.98;1.03;138.69;5.62;100.43;7.21;139.88;946.99;93216.70;9472.88;30929.17;103464.51;0.01;1756.52;956.08;0.00;-28626.76;-100813.28;-0.01;0.00;0.00;0.00
184599349543.80;246931164.14;12177.62;1.05;0.90;139.82;5.84;104.18;7.01;141.53;957.02;103459.92;10913.17;31772.09;109898.25;0.01;1720.91;936.69;0.00;-31710.33;-114195.10;-0.02;0.00;0.00;0.00
197693068370.74;280175479.25;11385.73;0.99;1.04;140.83;5.73;100.18;7.17;138.34;952.76;93635.11;9205.19;35235.13;123284.67;0.01;1608.97;875.77;0.00;-33169.75;-121018.22;-0.01;0.00;0.00;0.00
204333923082.78;270723780.23;11285.38;1.00;1.07;141.18;5.81;101.31;6.86;140.35;922.94;107430.46;11493.04;34541.93;121087.82;0.01;1594.85;868.08;0.00;-32834.54;-120167.51;-0.02;0.00;0.00;0.00
218384455782.75;264203139.25;12943.78;0.94;1.03;141.19;5.82;100.88;7.15;135.29;931.06;120809.81;7167.01;32494.97;118511.19;0.01;1829.18;995.62;0.00;-28529.44;-109911.14;-0.01;0.00;0.00;0.00
190174264956.01;250407379.20;11930.34;1.08;0.98;141.56;5.81;102.31;7.13;138.90;961.62;95303.69;9314.30;31619.70;112431.88;0.01;1686.00;917.69;0.00;-32547.90;-120705.32;-0.02;0.00;0.00;0.00
209112227009.38;227840136.14;14071.96;1.03;0.90;141.24;5.68;104.19;7.01;134.46;955.82;99139.76;10146.82;27850.91;99783.16;0.01;1988.57;1082.38;0.00;-26878.78;-101750.23;-0.02;0.00;0.00;0.00
207169731548.09;253740124.44;13319.37;1.01;1.06;137.98;5.56;101.52;7.24;137.88;919.74;114441.57;11369.11;31804.38;106255.41;0.01;1882.32;1024.54;0.00;-29998.93;-105799.27;-0.02;0.00;0.00;0.00
184989096362.14;259494900.00;14014.18;1.00;1.01;138.58;5.80;102.84;6.93;138.50;932.34;106886.71;10957.12;32673.81;113857.88;0.01;1980.53;1078.00;0.00;-30621.41;-112560.01;-0.01;0.00;0.00;0.00
180643019940.10;252111274.14;11664.78;0.94;0.94;140.36;5.78;103.56;7.21;136.73;928.62;84749.78;10266.77;31337.63;111472.80;0.01;1648.43;897.23;0.00;-27794.23;-103559.56;-0.01;0.00;0.00;0.00
223681703315.94;254136975.72;11476.86;1.07;0.97;140.29;6.03;103.92;7.09;138.43;913.76;86223.54;9841.87;31982.95;117312.49;0.01;1621.88;882.77;0.00;-32773.74;-125151.47;-0.02;0.00;0.00;0.00
216075020635.86;243616669.46;12417.90;0.99;1.00;140.36;5.83;101.92;7.30;135.98;920.06;115098.00;10783.09;30115.57;108763.80;0.01;1754.86;955.15;0.00;-28038.70;-106655.44;-0.01;0.00;0.00;0.00
190463270424.15;280566124.88;13575.08;1.04;1.05;144.48;6.00;100.59;7.26;139.58;904.54;89693.01;9913.87;35601.99;132645.39;0.01;1918.53;1044.23;0.00;-34951.43;-136635.74;-0.02;0.00;0.00;0.00
211088075086.23;241779752.14;11640.58;0.95;1.08;136.09;5.63;102.76;7.23;138.08;957.38;112517.42;10696.01;30349.68;101056.63;0.01;1645.01;895.38;0.00;-27009.71;-94862.38;-0.01;0.00;0.00;0.00
206951042988.69;257819285.67;13880.71;0.92;0.99;139.03;5.78;104.13;7.02;136.20;912.69;77232.38;9030.93;31923.54;112985.99;0.01;1961.61;1067.69;0.00;-27424.11;-102897.67;-0.01;0.00;0.00;0.00
203006412286.28;250877236.94;13482.83;0.96;1.02;142.44;5.81;101.18;7.58;139.45;944.54;83979.69;8966.93;31804.37;113215.67;0.01;1905.37;1037.08;0.00;-28573.44;-107570.72;-0.01;0.00;0.00;0.00
179907620874.82;240871463.21;12937.68;0.97;0.98;139.51;5.61;104.91;7.07;140.90;955.55;86747.37;7960.24;30853.65;102806.63;0.01;1828.31;995.15;0.00;-28104.38;-98618.03;-0.01;0.00;0.00;0.00
186603148944.24;270199834.98;12742.01;0.96;1.01;142.05;5.78;104.49;6.91;143.07;934.99;90597.71;11995.63;35144.25;121022.55;0.01;1800.77;980.15;0.00;-31888.87;-115078.76;-0.01;0.00;0.00;0.00
217007655790.64;251130105.61;11251.17;0.97;1.03;137.77;5.73;99.36;7.17;139.96;967.42;91766.18;9276.34;31953.28;108048.60;0.01;1590.02;865.46;0.00;-29464.95;-104277.59;-0.01;0.00;0.00;0.00
208411291419.42;253485198.26;12236.33;1.05;1.02;142.80;5.90;103.20;7.10;136.92;988.00;96624.38;9205.35;31551.71;116513.75;0.01;1729.24;941.23;0.00;-31266.66;-120988.46;-0.02;0.00;0.00;0.00
182662584890.72;260845919.39;13491.63;0.93;1.03;138.17;5.78;100.55;7.06;133.25;954.69;99720.97;10628.16;31598.47;113628.45;0.01;1906.59;1037.77;0.00;-27410.59;-104548.31;-0.01;0.00;0.00;0.00
207075121671.45;262912021.46;10754.61;0.99;0.99;137.01;5.92;103.01;7.00;139.43;928.23;103600.01;10103.45;33324.51;116382.15;0.01;1519.82;827.23;0.00;-31398.07;-114102.37;-0.01;0.00;0.00;0.00
191395441115.86;245550607.33;12366.90;0.93;1.00;140.67;5.84;101.55;7.28;139.24;937.44;116070.83;11020.44;31081.33;110062.68;0.01;1747.64;951.23;0.00;-27282.90;-101846.56;-0.01;0.00;0.00;0.00
198240570091.74;238476915.93;11567.73;0.91;0.97;134.51;5.79;103.44;7.30;135.53;934.71;91980.22;9451.69;29381.55;101346.22;0.01;1634.72;889.77;0.00;-25156.85;-91382.96;-0.01;0.00;0.00;0.00
206123613147.58;252642238.54;11051.04;1.05;1.00;137.27;5.91;101.95;7.24;143.39;942.63;114642.60;10499.39;32934.03;111712.95;0.01;1561.79;850.08;0.00;-33105.99;-116745.62;-0.02;0.00;0.00;0.00
205779229450.70;234226243.01;13527.10;1.03;1.03;144.21;5.83;99.03;7.25;144.05;965.45;113615.77;7426.95;30673.90;107372.72;0.01;1911.69;1040.54;0.00;-29669.81;-109686.68;-0.02;0.00;0.00;0.00
193060164558.78;254309487.13;11281.42;0.94;1.06;139.87;5.83;102.21;7.06;140.02;940.22;86965.21;10156.21;32370.55;113035.27;0.01;1594.29;867.77;0.00;-28773.55;-105471.98;-0.01;0.00;0.00;0.00
206260731542.61;243275890.21;12165.48;0.96;1.01;139.11;5.69;101.44;7.20;139.77;933.48;113398.95;9832.53;30910.56;105040.98;0.01;1719.22;935.77;0.00;-27939.44;-99894.54;-0.01;0.00;0.00;0.00
200047946106.37;245865900.22;12876.68;1.04;1.02;138.85;6.04;99.82;7.28;137.41;960.84;98774.78;11290.97;30713.42;112459.90;0.01;1819.70;990.46;0.00;-30213.67;-116444.29;-0.02;0.00;0.00;0.00
207542590916.68;261556617.64;14735.88;1.03;1.01;136.11;5.84;101.89;7.25;139.85;965.99;97471.81;8272.79;33252.68;113498.34;0.01;2082.41;1133.46;0.00;-32207.49;-115944.76;-0.02;0.00;0.00;0.00
213592878585.22;267138218.95;11355.66;1.02;0.94;141.64;5.70;100.09;7.19;138.56;953.41;107295.50;10625.51;33649.76;117598.54;0.01;1604.73;873.46;0.00;-32693.95;-118722.84;-0.02;0.00;0.00;0.00
228096645227.34;250180867.41;10728.09;0.99;0.94;139.25;5.79;103.67;7.22;144.70;959.34;84889.29;11927.24;32910.40;110048.09;0.01;1516.13;825.23;0.00;-31013.76;-107710.94;-0.01;0.00;0.00;0.00
193184363220.38;250577425.21;13471.85;0.98;1.06;144.46;5.62;103.31;6.99;139.59;923.40;96167.43;9920.46;31799.41;110972.96;0.01;1903.80;1036.23;0.00;-29131.98;-107622.19;-0.01;0.00;0.00;0.00
194601012675.44;235022795.82;12829.54;1.05;1.04;143.11;5.78;99.92;7.10;141.64;965.20;94294.79;8258.42;30262.94;106050.65;0.01;1813.04;986.85;0.00;-30000.02;-110711.56;-0.02;0.00;0.00;0.00
207153354785.77;260696737.29;8711.00;0.96;0.97;137.29;5.72;100.80;7.07;139.42;944.93;100411.73;10195.59;33041.56;111623.26;0.01;1231.07;670.08;0.00;-30666.86;-106988.99;-0.01;0.00;0.00;0.00
191681724015.52;245629522.36;13291.32;0.99;0.97;137.32;6.02;102.96;7.35;141.39;938.68;108185.93;9989.02;31572.42;110710.84;0.01;1878.38;1022.38;0.00;-29493.04;-108815.03;-0.01;0.00;0.00;0.00
185401588177.69;236747825.53;12460.84;0.92;1.00;136.37;5.82;101.93;7.24;139.72;958.26;111001.99;9207.60;30071.01;102496.59;0.01;1760.90;958.46;0.00;-25908.35;-93365.68;-0.01;0.00;0.00;0.00
203430913357.45;253663006.90;12490.92;1.02;0.97;136.17;5.83;102.55;7.31;138.38;969.51;99487.07;11089.30;31910.41;109770.68;0.01;1765.14;960.77;0.00;-30897.36;-111224.06;-0.02;0.00;0.00;0.00
203054794975.30;253116861.09;13145.77;1.00;1.01;139.59;5.70;101.79;7.02;138.22;917.75;91974.12;10424.19;31804.82;109891.01;0.01;1857.72;1011.15;0.00;-30010.08;-109165.86;-0.02;0.00;0.00;0.00
212797876910.70;241164255.41;9644.75;1.01;1.00;141.18;5.86;102.60;7.13;135.29;953.55;90864.28;10176.42;29661.52;108882.25;0.01;1362.94;741.85;0.00;-28745.62;-109772.66;-0.02;0.00;0.00;0.00
180132446341.47;252013209.86;13618.61;0.95;0.99;136.60;5.81;103.52;7.37;135.09;937.73;78700.77;10583.22;30948.75;109188.16;0.01;1924.58;1047.54;0.00;-27550.65;-102891.53;-0.01;0.00;0.00;0.00
198391637915.81;240044375.89;12493.53;0.98;1.02;137.22;5.75;103.91;7.16;134.45;932.02;107961.15;10032.69;29341.02;103327.42;0.01;1765.58;961.00;0.00;-27061.42;-100657.46;-0.01;0.00;0.00;0.00
196072859140.80;246087924.40;10324.44;0.98;0.90;137.93;5.75;102.96;7.17;143.59;947.74;112877.68;10948.39;32123.23;106509.11;0.01;1459.04;794.15;0.00;-30260.24;-103954.81;-0.01;0.00;0.00;0.00
199309316398.29;247866513.99;12150.45;0.97;1.01;141.02;5.82;102.25;7.31;140.14;896.04;104565.12;8714.47;31578.27;111002.08;0.01;1717.14;934.62;0.00;-28759.72;-106244.47;-0.01;0.00;0.00;0.00
195084287525.44;259340622.68;14692.28;0.96;0.99;139.59;5.86;100.38;7.02;137.68;949.48;107401.81;11595.95;32460.79;115689.73;0.01;2076.33;1130.15;0.00;-29258.47;-110477.69;-0.01;0.00;0.00;0.00
186543616384.73;245138385.40;12829.30;1.04;1.00;141.92;5.78;100.69;6.86;143.01;965.18;83622.09;8830.24;31869.11;109592.53;0.01;1813.02;986.85;0.00;-31252.99;-112706.19;-0.02;0.00;0.00;0.00
197648170685.32;244972460.10;9898.07;0.99;1.05;136.89;5.62;102.31;7.04;140.83;928.10;94717.93;9994.45;31363.46;102813.25;0.01;1398.83;761.38;0.00;-29563.83;-100943.60;-0.01;0.00;0.00;0.00
200042451573.87;247218192.46;12770.75;1.04;0.97;135.11;6.10;99.76;7.28;141.09;921.74;105782.11;9243.87;31709.96;111166.18;0.01;1804.74;982.31;0.00;-31279.89;-114840.02;-0.02;0.00;0.00;0.00
209912429923.59;259392763.49;12794.95;1.05;1.03;137.08;5.73;101.23;6.67;140.85;913.82;115627.05;11455.22;33213.28;111150.49;0.01;1808.09;984.15;0.00;-32925.84;-115429.55;-0.02;0.00;0.00;0.00
