# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
200000000000.00;250000000.00;20000.00;1.01;1.02;147.23;5.27;100.99;7.01;145.18;1014.89;33315.99;106729.00;0.02;22463.47;20474.20;-0.00;-10852.53;-86254.80;-0.02;0.00;0.00;0.00
200000000000.00;250000000.00;20000.00;1.02;0.97;141.86;5.74;97.73;6.62;131.52;956.61;30571.52;113513.29;0.02;21203.91;19327.97;-0.00;-9367.61;-94185.33;-0.02;0.00;0.00;0.00
200000000000.00;250000000.00;20000.00;0.97;1.04;140.77;6.13;105.87;7.38;138.53;919.03;30489.23;113987.08;0.01;22896.50;20871.15;-0.00;-7592.73;-93115.93;-0.02;0.00;0.00;0.00
200000000000.00;250000000.00;20000.00;0.99;0.93;137.57;6.17;108.08;6.55;139.15;872.57;31228.16;114331.47;0.01;20402.62;18599.40;-0.00;-10825.54;-95732.07;-0.02;0.00;0.00;0.00
200000000000.00;250000000.00;20000.00;0.95;1.03;129.74;5.71;102.67;7.16;138.83;1015.96;29956.29;95901.22;0.01;22621.28;20617.90;-0.00;-7335.02;-75283.32;-0.02;0.00;0.00;0.00
200000000000.00;250000000.00;20000.00;0.98;1.05;146.74;5.40;100.30;7.43;140.80;885.18;31301.16;105681.80;0.01;23148.03;21101.79;-0.00;-8153.13;-84580.01;-0.02;0.00;0.00;0.00
200000000000.00;250000000.00;20000.00;0.99;0.97;132.63;5.66;97.07;7.65;138.84;894.13;31131.06;101074.10;0.01;21415.72;19522.44;-0.00;-9715.34;-81551.66;-0.02;0.00;0.00;0.00
200000000000.00;250000000.00;20000.00;0.97;1.03;143.37;6.08;103.63;7.19;155.95;1053.18;34245.53;114836.64;0.01;22577.49;20576.57;-0.00;-11668.04;-94260.07;-0.02;0.00;0.00;0.00
200000000000.00;250000000.00;20000.00;0.96;1.06;139.91;5.85;100.28;7.26;139.49;960.73;30318.98;106805.62;0.01;23283.75;21223.23;-0.00;-7035.22;-85582.40;-0.02;0.00;0.00;0.00
200000000000.00;250000000.00;20000.00;0.99;0.98;144.53;5.74;97.45;6.90;131.38;938.92;29610.18;112269.45;0.01;21616.19;19704.09;-0.00;-7993.99;-92565.36;-0.02;0.00;0.00;0.00
