# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
217128614100.87;242372904.98;10725.30;30715.26;106582.38;0.01;27598.20;10513.58;0.37;-3117.06;-96068.80;0.36;0.00;0.00;1.00
184114102639.52;252286848.01;9633.72;31971.62;110941.99;0.01;27598.20;10513.58;0.37;-4373.42;-100428.42;0.36;0.00;0.00;1.00
186142284104.04;241586285.49;10150.51;30615.57;106236.47;0.01;27598.20;10513.58;0.37;-3017.37;-95722.89;0.36;0.00;0.00;1.00
201641995825.69;185137576.71;8941.68;23461.98;81413.41;0.01;27598.20;10513.58;0.37;4136.22;-70899.83;0.36;1.00;0.00;1.00
207084777775.51;269922728.56;10466.00;34206.57;118697.29;0.01;27598.20;10513.58;0.37;-6608.37;-108183.71;0.36;0.00;0.00;1.00
218871286564.24;228241194.55;11227.41;28924.38;100368.03;0.01;27598.20;10513.58;0.37;-1326.18;-89854.45;0.36;0.00;0.00;1.00
212848839185.38;222036203.10;10871.27;28138.04;97639.41;0.01;27598.20;10513.58;0.37;-539.84;-87125.83;0.36;0.00;0.00;1.00
195433317796.62;234924144.25;11659.99;29771.30;103306.82;0.01;27598.20;10513.58;0.37;-2173.10;-92793.25;0.36;0.00;0.00;1.00
215754315131.49;250211311.20;11639.94;31708.60;110029.29;0.01;27598.20;10513.58;0.37;-4110.40;-99515.71;0.36;0.00;0.00;1.00
176710319859.11;252847892.62;9800.89;32042.72;111188.71;0.01;27598.20;10513.58;0.37;-4444.52;-100675.13;0.36;0.00;0.00;1.00
