# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
209575580611.25;284736180.64;10051.80;38827660996.48;1.00;1.50;27598.20;10513.58;0.00;-38827633398.28;10512.58;-1.50;0.00;1.00;0.00
202161912942.56;244206550.05;9390.36;33300893188.94;1.00;1.50;27598.20;10513.58;0.00;-33300865590.74;10512.58;-1.50;0.00;1.00;0.00
205985989246.98;256300365.42;10033.34;34950049830.66;1.00;1.50;27598.20;10513.58;0.00;-34950022232.46;10512.58;-1.50;0.00;1.00;0.00
211309767304.66;246750989.89;10377.11;33647862257.25;1.00;1.50;27598.20;10513.58;0.00;-33647834659.05;10512.58;-1.50;0.00;1.00;0.00
173222231829.58;255699296.82;7994.90;34868085930.68;1.00;1.50;27598.20;10513.58;0.00;-34868058332.48;10512.58;-1.50;0.00;1.00;0.00
182467651153.12;256694668.97;10618.25;35003818496.44;1.00;1.50;27598.20;10513.58;0.00;-35003790898.24;10512.58;-1.50;0.00;1.00;0.00
253146783093.64;245084436.31;10860.40;33420604950.73;1.00;1.50;27598.20;10513.58;0.00;-33420577352.53;10512.58;-1.50;0.00;1.00;0.00
198064854007.93;263048323.37;10933.23;35870225913.60;1.00;1.50;27598.20;10513.58;0.00;-35870198315.40;10512.58;-1.50;0.00;1.00;0.00
224983083006.18;217433290.65;11572.38;29649994178.88;1.00;1.50;27598.20;10513.58;0.00;-29649966580.68;10512.58;-1.50;0.00;1.00;0.00
196906160492.65;250695939.31;11662.30;34185809906.17;1.00;1.50;27598.20;10513.58;0.00;-34185782307.97;10512.58;-1.50;0.00;1.00;0.00
