# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
208107249131.60;236401960.24;20407.23;1.02;1.06;143.56;6.31;103.37;7.24;140.03;979.53;30685.97;119044.48;0.02;22595.74;21693.96;-0.00;-8090.23;-97350.52;-0.02;0.00;0.00;0.00
195829618462.24;261795521.03;17867.62;1.00;0.98;136.11;5.78;97.91;6.98;120.66;930.22;28706.88;112334.43;0.01;18261.99;17533.17;-0.00;-10444.88;-94801.26;-0.01;0.00;0.00;0.00
199287389252.16;221126458.84;19129.76;0.99;0.97;134.75;6.15;105.82;6.83;126.11;971.23;24978.58;98449.77;0.01;19304.44;18534.01;-0.00;-5674.15;-79915.75;-0.01;0.00;0.00;0.00
201559889415.93;257394049.85;23409.27;0.97;1.02;145.52;5.79;106.15;7.03;139.78;943.95;31612.67;114420.70;0.01;24793.12;23803.65;-0.00;-6819.55;-90617.05;-0.01;0.00;0.00;0.00
203415998892.81;273224075.47;17106.23;0.99;0.97;139.85;5.84;101.48;7.01;141.81;975.21;34940.35;120770.93;0.01;17342.86;16650.72;-0.00;-17597.49;-104120.21;-0.01;0.00;0.00;0.00
205837088653.76;252312166.69;19628.83;1.05;1.02;136.82;5.50;106.88;7.10;138.67;901.19;33504.73;109105.92;0.02;20910.12;20075.61;-0.00;-12594.61;-89030.31;-0.02;0.00;0.00;0.00
184130439715.41;261999804.29;21454.70;0.93;0.97;147.72;6.12;104.50;7.69;132.04;901.55;29363.14;120673.72;0.01;21724.19;20857.20;-0.00;-7638.95;-99816.52;-0.01;0.00;0.00;0.00
186059793076.41;254739986.74;22079.95;1.00;0.98;146.25;5.82;100.48;7.49;144.53;951.84;33329.02;117788.68;0.01;22509.13;21610.81;-0.00;-10819.89;-96177.87;-0.01;0.00;0.00;0.00
193342535020.37;245487275.40;17747.36;1.00;0.96;135.81;6.03;97.63;7.37;126.06;919.69;28152.30;109751.99;0.02;17698.98;16992.63;-0.00;-10453.31;-92759.36;-0.02;0.00;0.00;0.00
196898714979.79;277175530.87;17257.40;1.02;1.05;144.94;5.51;105.97;7.53;139.92;1011.62;35844.00;122778.43;0.02;18800.94;18050.61;-0.00;-17043.06;-104727.82;-0.02;0.00;0.00;0.00
210786241395.63;264597152.52;19563.72;0.91;1.03;156.89;6.07;104.20;6.36;148.72;969.92;32623.75;125387.63;0.01;21051.06;20210.93;-0.00;-11572.69;-105176.70;-0.01;0.00;0.00;0.00
188820859024.63;240657370.37;18961.66;1.01;1.00;145.28;5.69;95.19;7.82;128.49;1017.51;28325.91;109244.34;0.02;19773.58;18984.44;-0.00;-8552.32;-90259.90;-0.02;0.00;0.00;0.00
199276508385.47;245871469.63;19532.44;0.99;0.96;151.40;5.76;103.30;7.69;141.49;940.75;31442.99;116213.24;0.01;19615.35;18832.51;-0.00;-11827.65;-97380.72;-0.01;0.00;0.00;0.00
208091022764.85;276456080.20;21785.36;0.97;0.96;140.70;5.74;99.10;6.73;141.43;942.22;34488.43;118128.45;0.01;21894.59;21020.79;-0.00;-12593.84;-97107.66;-0.01;0.00;0.00;0.00
195895693909.51;240963072.69;19796.81;1.04;1.04;152.71;5.95;99.29;6.94;137.03;867.24;31229.61;124306.86;0.02;21415.56;20560.89;-0.00;-9814.05;-103745.98;-0.02;0.00;0.00;0.00
