# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.23;10.48;41.77;3341.69;1897.34;-1444.35;0.00
0.25;10.45;36.98;2958.18;2030.01;-928.18;0.00
0.26;8.43;42.21;3377.10;1970.48;-1406.62;0.00
0.23;11.32;35.86;2868.85;1943.41;-925.44;0.00
0.23;12.61;33.77;2701.89;2047.94;-653.95;0.00
0.24;10.80;35.55;2844.38;2007.21;-837.16;0.00
0.27;7.92;42.20;3375.93;1981.45;-1394.48;0.00
0.27;11.64;36.51;2920.98;2221.80;-699.18;0.00
0.26;8.67;47.17;3773.86;2008.93;-1764.92;0.00
0.21;9.66;47.04;3763.33;1769.86;-1993.48;0.00
0.23;11.31;48.15;3851.89;1966.58;-1885.31;0.00
0.24;11.94;37.36;2988.62;2067.80;-920.81;0.00
0.26;9.24;44.65;3572.15;2008.17;-1563.98;0.00
0.15;10.01;44.05;3524.35;1409.27;-2115.08;0.00
0.25;10.48;36.82;2945.75;2051.69;-894.06;0.00
0.22;8.97;41.76;3340.71;1761.30;-1579.41;0.00
0.25;10.99;43.36;3468.99;2061.44;-1407.55;0.00
0.30;10.07;45.42;3633.67;2303.27;-1330.40;0.00
0.26;8.19;42.98;3438.10;1933.70;-1504.40;0.00
0.25;10.09;43.83;3506.67;2023.67;-1483.00;0.00
0.25;9.01;42.22;3377.38;1955.04;-1422.35;0.00
0.23;8.40;43.47;3477.80;1788.55;-1689.26;0.00
0.22;10.98;45.63;3650.56;1855.93;-1794.63;0.00
0.23;10.43;40.99;3279.30;1890.51;-1388.79;0.00
0.26;10.80;44.13;3530.78;2124.08;-1406.70;0.00
0.23;10.51;38.85;3107.84;1928.15;-1179.70;0.00
0.21;11.12;38.28;3062.10;1814.79;-1247.31;0.00
0.23;10.05;43.47;3477.93;1865.21;-1612.72;0.00
0.27;9.46;35.68;2854.56;2084.50;-770.06;0.00
0.28;9.93;35.31;2825.17;2179.06;-646.11;0.00
0.23;11.44;38.66;3093.01;1980.10;-1112.90;0.00
0.28;10.15;38.77;3101.90;2173.94;-927.95;0.00
0.25;10.71;43.86;3508.46;2056.22;-1452.23;0.00
0.22;12.21;37.79;3023.19;1947.91;-1075.28;0.00
0.27;9.75;39.37;3149.44;2094.08;-1055.36;0.00
0.21;9.53;41.14;3291.26;1753.72;-1537.54;0.00
0.22;9.39;39.07;3125.37;1801.68;-1323.69;0.00
0.25;10.80;41.91;3352.57;2063.66;-1288.91;0.00
0.22;9.73;44.39;3550.86;1829.19;-1721.68;0.00
0.23;11.06;42.32;3385.58;1939.80;-1445.78;0.00
0.25;9.72;40.70;3256.13;2010.65;-1245.48;0.00
0.21;11.61;42.21;3376.49;1845.50;-1531.00;0.00
0.25;9.54;34.25;2739.65;1977.94;-761.71;0.00
0.24;12.15;45.42;3634.00;2042.15;-1591.84;0.00
0.21;8.48;37.00;2960.01;1706.41;-1253.60;0.00
0.24;9.20;40.15;3211.76;1895.06;-1316.69;0.00
0.27;9.06;30.55;2443.72;2034.95;-408.78;0.00
0.27;10.67;36.25;2900.14;2132.49;-767.66;0.00
0.24;13.11;50.88;4070.71;2124.52;-1946.19;0.00
0.26;10.44;40.66;3252.53;2064.22;-1188.31;0.00
0.26;9.38;43.19;3454.82;2009.42;-1445.39;0.00
0.27;10.88;42.33;3386.64;2134.97;-1251.67;0.00
0.23;10.04;42.58;3406.36;1870.73;-1535.63;0.00
0.27;9.90;41.62;3329.96;2081.24;-1248.72;0.00
0.24;11.41;39.35;3148.02;2011.93;-1136.09;0.00
0.24;11.29;37.61;3008.93;2009.25;-999.68;0.00
0.25;11.15;39.77;3181.58;2085.90;-1095.68;0.00
0.22;11.08;41.89;3351.15;1901.30;-1449.85;0.00
0.25;10.33;45.83;3666.28;1990.38;-1675.90;0.00
0.23;10.29;39.16;3132.95;1894.62;-1238.34;0.00
0.24;12.41;37.23;2978.17;2053.55;-924.62;0.00
0.25;9.64;43.50;3480.19;2006.47;-1473.71;0.00
0.26;10.35;41.79;3342.86;2081.36;-1261.50;0.00
0.21;9.20;36.80;2943.93;1711.73;-1232.19;0.00
0.23;10.37;38.64;3091.39;1916.63;-1174.76;0.00
0.24;10.61;39.67;3173.52;1963.30;-1210.23;0.00
0.26;11.03;41.71;3336.91;2095.57;-1241.34;0.00
0.20;9.44;44.77;3581.59;1688.77;-1892.82;0.00
0.25;9.95;46.66;3733.14;1981.91;-1751.23;0.00
0.26;10.32;41.51;3321.04;2074.62;-1246.42;0.00
0.28;10.50;44.74;3578.88;2176.36;-1402.52;0.00
0.24;11.31;46.00;3679.78;2005.83;-1673.95;0.00
0.24;10.84;48.32;3865.82;1986.52;-1879.30;0.00
0.25;11.06;39.29;3143.27;2030.35;-1112.92;0.00
0.27;9.27;38.05;3044.22;2095.04;-949.18;0.00
0.24;8.68;47.07;3765.98;1852.11;-1913.88;0.00
0.27;10.58;38.88;3110.72;2134.76;-975.96;0.00
0.24;11.36;45.06;3605.00;2035.65;-1569.36;0.00
0.25;11.19;47.90;3831.67;2065.85;-1765.82;0.00
0.27;10.85;37.99;3039.38;2154.47;-884.92;0.00
0.25;9.80;41.89;3351.33;1972.52;-1378.81;0.00
0.22;9.31;36.87;2949.84;1801.39;-1148.45;0.00
0.27;8.70;43.93;3514.43;2026.10;-1488.34;0.00
0.29;10.20;40.24;3219.24;2255.69;-963.55;0.00
0.28;12.33;41.32;3305.51;2282.71;-1022.80;0.00
0.20;10.62;36.78;2942.61;1746.61;-1196.00;0.00
0.27;13.83;28.43;2274.35;2298.72;24.38;1.00
0.25;10.41;44.66;3573.14;2028.45;-1544.69;0.00
0.25;9.38;37.12;2969.35;1954.32;-1015.04;0.00
0.25;11.24;36.08;2886.77;2048.85;-837.93;0.00
0.24;10.18;40.45;3235.84;1925.24;-1310.60;0.00
0.25;10.46;37.73;3018.55;2007.31;-1011.24;0.00
0.24;10.50;37.56;3004.81;1978.18;-1026.63;0.00
0.24;11.22;47.56;3805.13;2016.62;-1788.51;0.00
0.26;10.40;45.95;3676.13;2053.58;-1622.55;0.00
0.23;9.41;44.02;3521.81;1831.34;-1690.47;0.00
0.26;9.52;36.36;2909.18;2036.37;-872.81;0.00
0.25;9.97;40.29;3223.11;2013.13;-1209.98;0.00
0.25;9.71;42.86;3428.78;1967.55;-1461.23;0.00
0.30;10.85;42.83;3426.03;2355.68;-1070.35;0.00
0.29;11.12;45.25;3619.92;2283.88;-1336.05;0.00
0.28;10.07;43.80;3504.15;2202.32;-1301.82;0.00
0.27;11.10;41.92;3353.23;2174.61;-1178.63;0.00
0.23;9.61;40.00;3199.64;1863.45;-1336.19;0.00
0.28;9.29;39.53;3162.02;2124.36;-1037.67;0.00
0.30;9.60;33.84;2707.12;2277.24;-429.89;0.00
0.23;8.16;38.41;3072.47;1764.55;-1307.93;0.00
0.23;10.63;41.13;3290.24;1908.44;-1381.80;0.00
0.27;11.68;32.30;2584.02;2221.73;-362.29;0.00
0.28;9.48;34.74;2779.51;2129.93;-649.57;0.00
0.24;11.39;41.59;3327.50;1996.68;-1330.82;0.00
0.21;9.15;37.59;3007.31;1708.93;-1298.38;0.00
0.25;9.38;42.43;3394.77;1979.08;-1415.70;0.00
0.19;9.24;39.80;3183.80;1612.54;-1571.26;0.00
0.22;7.75;43.98;3518.20;1712.10;-1806.10;0.00
0.22;8.27;43.50;3480.08;1733.98;-1746.09;0.00
0.28;10.83;39.51;3160.52;2214.34;-946.18;0.00
0.21;10.65;45.39;3631.35;1796.37;-1834.98;0.00
0.27;7.69;49.22;3937.89;2000.77;-1937.12;0.00
0.27;9.82;42.45;3395.80;2102.95;-1292.85;0.00
0.19;9.71;40.77;3261.52;1634.63;-1626.90;0.00
0.20;11.89;48.60;3887.77;1793.39;-2094.37;0.00
0.28;11.22;39.80;3184.10;2248.60;-935.49;0.00
0.26;10.75;37.68;3014.29;2082.12;-932.17;0.00
0.25;10.11;40.11;3209.12;1997.53;-1211.59;0.00
0.23;9.42;41.53;3322.42;1859.93;-1462.49;0.00
0.24;10.72;37.15;2971.85;1997.90;-973.95;0.00
0.27;10.49;38.68;3094.24;2162.77;-931.47;0.00
0.25;9.01;30.74;2459.34;1957.60;-501.75;0.00
0.26;8.52;35.09;2807.01;1978.65;-828.37;0.00
0.24;10.42;31.62;2529.41;1975.79;-553.62;0.00
0.22;10.62;39.61;3168.57;1831.98;-1336.59;0.00
0.25;10.20;34.51;2761.01;2017.04;-743.97;0.00
0.26;12.06;44.67;3573.89;2151.51;-1422.38;0.00
0.22;10.51;46.97;3757.27;1833.11;-1924.16;0.00
0.23;10.49;39.30;3144.18;1911.37;-1232.80;0.00
0.23;9.83;49.61;3969.06;1862.95;-2106.11;0.00
0.17;10.67;41.64;3331.36;1557.52;-1773.84;0.00
0.26;8.75;36.36;2908.68;1998.40;-910.27;0.00
0.25;8.64;40.68;3254.67;1935.82;-1318.84;0.00
0.27;8.32;39.79;3183.01;1996.03;-1186.99;0.00
0.32;10.08;44.22;3537.88;2436.42;-1101.47;0.00
0.25;11.01;41.62;3329.57;2077.60;-1251.98;0.00
0.26;9.39;46.69;3735.15;2041.77;-1693.38;0.00
0.30;9.93;41.76;3340.82;2300.88;-1039.93;0.00
0.21;9.50;43.96;3516.67;1739.12;-1777.54;0.00
0.27;10.64;43.93;3514.04;2149.67;-1364.37;0.00
0.29;10.34;37.01;2960.55;2223.10;-737.45;0.00
0.23;10.75;43.74;3498.81;1907.35;-1591.46;0.00
0.26;10.01;36.40;2911.88;2060.14;-851.74;0.00
0.28;9.84;42.88;3430.20;2157.11;-1273.09;0.00
0.21;8.24;39.11;3128.64;1652.06;-1476.59;0.00
0.27;10.56;27.15;2172.39;2132.30;-40.09;0.00
0.21;8.13;42.53;3402.58;1663.70;-1738.88;0.00
0.29;9.83;44.92;3593.95;2224.43;-1369.52;0.00
0.23;12.40;37.80;3024.26;2035.26;-989.01;0.00
0.24;9.52;46.67;3733.48;1914.08;-1819.40;0.00
0.24;10.27;43.09;3446.88;1957.22;-1489.66;0.00
0.20;9.55;49.18;3934.36;1669.22;-2265.14;0.00
0.25;11.39;36.83;2946.58;2061.93;-884.64;0.00
0.26;8.83;48.37;3869.30;1983.04;-1886.26;0.00
0.26;9.14;46.89;3751.08;2027.92;-1723.16;0.00
0.25;12.04;48.51;3880.83;2086.32;-1794.51;0.00
0.27;11.41;33.80;2703.71;2179.19;-524.52;0.00
0.29;10.03;36.51;2920.44;2215.87;-704.57;0.00
0.21;10.43;29.02;2321.96;1765.95;-556.02;0.00
0.24;13.56;44.62;3569.59;2143.33;-1426.26;0.00
0.28;7.95;37.69;3015.12;2083.83;-931.29;0.00
0.24;9.41;46.14;3691.56;1928.28;-1763.28;0.00
0.25;8.40;39.24;3139.47;1919.56;-1219.91;0.00
0.31;9.93;37.24;2978.83;2331.38;-647.45;0.00
0.21;11.53;43.96;3516.67;1845.93;-1670.73;0.00
0.30;11.80;37.18;2974.47;2388.85;-585.62;0.00
0.20;10.26;34.82;2785.85;1729.65;-1056.19;0.00
0.25;9.55;41.01;3280.48;1992.63;-1287.85;0.00
0.18;10.42;41.54;3323.36;1607.31;-1716.05;0.00
0.24;9.42;36.86;2948.97;1929.64;-1019.33;0.00
0.26;9.85;42.86;3428.70;2073.24;-1355.46;0.00
0.25;8.62;44.89;3591.09;1898.35;-1692.74;0.00
0.25;10.67;44.55;3564.24;2039.04;-1525.21;0.00
0.24;10.25;45.64;3651.57;1965.72;-1685.85;0.00
0.20;9.98;41.02;3281.31;1690.67;-1590.64;0.00
0.23;10.18;40.75;3259.70;1875.42;-1384.28;0.00
0.27;11.48;40.51;3240.64;2185.28;-1055.37;0.00
0.23;10.99;35.91;2872.78;1915.50;-957.28;0.00
0.22;10.16;35.50;2840.03;1828.88;-1011.15;0.00
0.25;10.39;44.01;3521.19;1997.60;-1523.59;0.00
0.30;8.91;46.06;3685.06;2236.26;-1448.79;0.00
0.26;11.75;37.32;2985.39;2165.94;-819.45;0.00
0.23;8.51;36.64;2930.85;1809.53;-1121.32;0.00
0.23;11.41;37.55;3003.69;1933.86;-1069.84;0.00
0.27;8.89;39.81;3184.60;2057.73;-1126.87;0.00
0.25;9.28;41.22;3297.67;1941.14;-1356.53;0.00
0.29;11.41;45.92;3673.94;2282.87;-1391.07;0.00
0.23;10.12;42.82;3425.47;1900.41;-1525.07;0.00
0.27;11.84;49.18;3934.61;2190.97;-1743.63;0.00
0.28;12.23;37.53;3002.10;2296.46;-705.64;0.00
0.25;9.22;36.21;2896.46;1946.05;-950.40;0.00
0.28;11.44;40.19;3214.96;2273.55;-941.42;0.00
0.25;13.24;37.94;3034.97;2172.65;-862.32;0.00
0.24;10.23;40.71;3256.56;1966.76;-1289.79;0.00
0.27;10.35;43.01;3440.86;2133.40;-1307.46;0.00
0.21;11.19;38.55;3084.25;1830.14;-1254.11;0.00
0.26;11.24;33.75;2699.86;2151.49;-548.38;0.00
0.24;7.82;40.86;3268.80;1840.70;-1428.10;0.00
0.26;11.14;44.95;3596.12;2115.75;-1480.37;0.00
0.22;10.97;35.10;2808.22;1863.12;-945.11;0.00
0.22;10.80;35.82;2865.84;1877.58;-988.27;0.00
0.30;10.62;43.82;3505.99;2298.04;-1207.95;0.00
0.30;10.03;43.55;3484.35;2309.46;-1174.89;0.00
0.27;12.59;39.09;3127.06;2235.21;-891.85;0.00
0.26;10.73;49.98;3998.16;2101.86;-1896.31;0.00
0.24;11.33;40.66;3252.71;2039.97;-1212.74;0.00
0.24;11.06;38.71;3096.83;1991.25;-1105.58;0.00
0.26;9.97;46.27;3701.83;2052.26;-1649.57;0.00
0.22;10.27;42.00;3360.06;1841.12;-1518.94;0.00
0.29;11.18;44.71;3576.56;2314.92;-1261.64;0.00
0.30;10.46;28.79;2303.16;2295.70;-7.46;0.00
0.26;10.40;42.90;3431.69;2059.43;-1372.25;0.00
0.28;11.95;42.57;3405.92;2265.07;-1140.85;0.00
0.22;9.46;38.41;3072.83;1773.80;-1299.03;0.00
0.25;10.63;35.05;2804.02;2029.51;-774.51;0.00
0.22;9.53;43.23;3458.70;1775.48;-1683.22;0.00
0.25;11.97;41.81;3344.81;2091.20;-1253.61;0.00
0.23;11.17;47.14;3771.47;1968.40;-1803.07;0.00
0.30;8.33;45.71;3656.61;2222.52;-1434.09;0.00
0.23;11.26;38.00;3039.91;1933.31;-1106.60;0.00
0.26;11.14;35.26;2820.93;2119.70;-701.23;0.00
0.23;10.94;44.89;3591.44;1947.28;-1644.16;0.00
0.18;9.04;37.88;3030.24;1533.12;-1497.12;0.00
0.22;9.26;38.12;3049.35;1781.10;-1268.26;0.00
0.24;9.53;40.73;3258.59;1926.10;-1332.50;0.00
0.24;8.60;40.52;3241.36;1864.03;-1377.33;0.00
0.23;11.42;37.08;2966.13;1980.12;-986.01;0.00
0.23;10.30;37.74;3019.39;1910.40;-1108.99;0.00
0.24;9.10;41.69;3335.47;1894.72;-1440.74;0.00
0.26;8.85;39.38;3150.46;1970.62;-1179.85;0.00
0.28;9.28;43.41;3472.68;2147.75;-1324.92;0.00
0.27;9.59;45.48;3638.07;2095.01;-1543.06;0.00
0.29;10.71;39.41;3152.44;2275.57;-876.88;0.00
0.28;11.60;43.26;3460.72;2278.67;-1182.05;0.00
0.25;8.93;36.61;2929.09;1948.95;-980.15;0.00
0.27;11.02;41.37;3309.56;2153.98;-1155.58;0.00
0.26;10.34;38.81;3104.97;2067.59;-1037.38;0.00
0.27;10.08;43.76;3500.59;2118.72;-1381.86;0.00
0.26;10.05;32.43;2594.68;2033.73;-560.94;0.00
0.20;9.52;38.61;3089.09;1701.44;-1387.65;0.00
0.24;9.39;47.16;3772.95;1902.54;-1870.40;0.00
0.23;8.80;43.27;3461.43;1825.25;-1636.18;0.00
0.22;10.39;41.23;3298.73;1846.36;-1452.37;0.00
0.26;10.13;35.31;2824.54;2071.42;-753.12;0.00
0.25;10.25;43.21;3457.20;2023.39;-1433.81;0.00
0.29;12.05;41.84;3346.98;2360.91;-986.07;0.00
0.25;10.95;35.93;2874.47;2051.05;-823.42;0.00
0.29;9.86;44.71;3576.56;2211.65;-1364.91;0.00
0.27;11.08;39.36;3148.83;2178.45;-970.39;0.00
0.27;9.40;33.75;2700.15;2073.12;-627.03;0.00
0.24;10.82;40.43;3234.74;1971.43;-1263.30;0.00
0.26;11.09;49.13;3930.21;2123.54;-1806.67;0.00
0.25;10.51;40.51;3240.52;2031.01;-1209.51;0.00
0.26;9.52;34.83;2786.01;2020.46;-765.55;0.00
0.24;10.43;45.03;3602.26;1936.78;-1665.48;0.00
0.25;11.04;41.63;3330.41;2054.67;-1275.73;0.00
0.24;9.43;32.03;2562.45;1885.37;-677.08;0.00
0.25;11.20;41.34;3307.03;2050.76;-1256.27;0.00
0.26;9.18;39.16;3132.75;1991.75;-1141.01;0.00
0.25;10.43;38.93;3114.28;2034.98;-1079.30;0.00
0.24;8.92;40.22;3217.61;1873.47;-1344.14;0.00
0.24;10.21;46.15;3691.67;1979.27;-1712.39;0.00
0.25;11.62;31.13;2490.36;2113.15;-377.22;0.00
0.29;10.91;38.85;3107.61;2259.26;-848.35;0.00
0.24;11.52;42.97;3437.97;1993.54;-1444.43;0.00
0.23;8.36;46.13;3690.08;1794.32;-1895.76;0.00
0.33;8.20;34.66;2772.87;2350.47;-422.40;0.00
0.25;12.61;43.55;3484.33;2113.75;-1370.58;0.00
0.23;8.98;35.68;2854.79;1842.43;-1012.36;0.00
0.23;9.18;36.98;2958.27;1836.59;-1121.69;0.00
0.27;11.36;46.73;3738.68;2181.13;-1557.54;0.00
0.25;10.84;35.44;2834.87;2030.91;-803.96;0.00
0.28;9.18;47.68;3814.18;2142.18;-1672.00;0.00
0.25;8.84;36.67;2933.76;1933.14;-1000.62;0.00
0.25;11.20;42.81;3424.82;2044.20;-1380.62;0.00
0.20;9.83;41.94;3355.50;1724.13;-1631.37;0.00
0.25;11.69;42.74;3419.51;2090.68;-1328.83;0.00
0.26;10.21;40.44;3234.83;2047.94;-1186.89;0.00
0.27;9.67;47.92;3833.89;2102.32;-1731.57;0.00
0.28;11.15;41.30;3303.66;2226.07;-1077.59;0.00
0.23;9.02;39.79;3183.48;1822.12;-1361.35;0.00
0.26;9.89;34.19;2734.83;2068.65;-666.18;0.00
0.24;11.46;37.85;3028.06;2040.44;-987.62;0.00
0.27;10.94;37.53;3002.24;2155.92;-846.32;0.00
0.25;9.00;48.99;3919.50;1937.61;-1981.89;0.00
0.20;13.13;45.29;3623.51;1860.31;-1763.21;0.00
0.28;12.22;38.45;3075.88;2295.65;-780.23;0.00
0.25;10.67;45.24;3618.98;2055.24;-1563.74;0.00
0.28;9.41;38.05;3043.71;2115.92;-927.79;0.00
0.23;11.24;44.04;3523.25;1927.62;-1595.63;0.00
0.23;10.50;38.47;3077.48;1883.67;-1193.81;0.00
0.26;10.17;40.43;3234.51;2056.48;-1178.03;0.00
0.22;10.29;44.29;3542.88;1825.85;-1717.03;0.00
0.26;8.28;36.67;2933.28;1975.73;-957.55;0.00
0.29;9.50;30.89;2471.54;2191.00;-280.54;0.00
0.25;9.56;44.02;3521.44;1948.20;-1573.23;0.00
0.28;12.39;44.01;3520.83;2313.02;-1207.82;0.00
0.25;10.28;37.78;3022.20;2034.71;-987.49;0.00
0.29;10.77;44.19;3535.52;2290.21;-1245.31;0.00
0.25;11.17;37.09;2967.11;2047.74;-919.37;0.00
