# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
18893.99;1208.44;10685.21;1098.58;1.00;1.50;29481.98;11229.65;1989.00;28383.40;11228.65;1987.50;1.00;1.00;1.00
20203.92;1075.93;9851.82;978.12;1.00;1.50;27180.81;10353.14;1989.00;26202.69;10352.14;1987.50;1.00;1.00;1.00
18742.23;897.07;10556.82;815.51;1.00;1.50;29126.04;11094.08;1989.00;28310.53;11093.08;1987.50;1.00;1.00;1.00
18448.58;938.05;9844.49;852.77;1.00;1.50;27161.49;10345.79;1989.00;26308.72;10344.79;1987.50;1.00;1.00;1.00
18211.29;978.71;9106.40;889.74;1.00;1.50;25125.21;9570.17;1989.00;24235.47;9569.17;1987.50;1.00;1.00;1.00
19066.48;1044.47;9593.25;949.52;1.00;1.50;26468.94;10081.99;1989.00;25519.42;10080.99;1987.50;1.00;1.00;1.00
19333.72;890.19;9936.18;809.26;1.00;1.50;27415.34;10442.48;1989.00;26606.08;10441.48;1987.50;1.00;1.00;1.00
20561.43;1014.23;9772.88;922.03;1.00;1.50;26962.83;10270.12;1989.00;26040.81;10269.12;1987.50;1.00;1.00;1.00
20204.68;1002.39;7924.10;911.26;1.00;1.50;21863.84;8327.92;1989.00;20952.58;8326.92;1987.50;1.00;1.00;1.00
19626.97;867.41;9226.76;788.56;1.00;1.50;25456.31;9696.28;1989.00;24667.76;9695.28;1987.50;1.00;1.00;1.00
