# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
208381725024.81027;263316728.63970;13244.23437;1.01649;1.00322;149.73454;5.85027;106.34969;6.81819;3029.50795;39161.18151;39161.18151;39161.18151;39161.18151;39161.18151;140679.75164;140679.75164;140679.75164;140679.75164;140679.75164;0.01525;0.01525;0.01525;0.01525;0.01525;28754.77325;19477.31247;20473.65209;21077.76201;21574.69666;22805.81144;19044.31376;19532.05546;19762.19257;19669.23076;0.23906;0.23987;0.24047;0.24088;0.24108;-10406.40827;-19683.86904;-18687.52942;-18083.41950;-17586.48485;-117873.94020;-121635.43788;-121147.69618;-120917.55907;-121010.52088;0.22381;0.22462;0.22522;0.22563;0.22583;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
206076257829.05566;244099069.98884;14237.68396;0.99196;0.98784;136.04185;5.97499;102.28494;7.13584;2639.73795;31998.16027;31998.16027;31998.16027;31998.16027;31998.16027;118092.31460;118092.31460;118092.31460;118092.31460;118092.31460;0.01488;0.01488;0.01488;0.01488;0.01488;28127.82919;20283.35499;21086.41270;21603.97507;22158.25101;22892.51143;19670.30040;20088.13137;20285.29798;20205.65560;0.24162;0.24247;0.24311;0.24354;0.24375;-3870.33108;-11714.80529;-10911.74757;-10394.18520;-9839.90926;-95199.80317;-98422.01420;-98004.18324;-97807.01662;-97886.65900;0.22674;0.22759;0.22823;0.22866;0.22887;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
219119752553.18201;262597889.24167;16966.97434;0.97656;1.00996;138.95771;5.64259;106.82623;7.15169;1350.00537;35610.87078;35610.87078;35610.87078;35610.87078;35610.87078;120643.49743;120643.49743;120643.49743;120643.49743;120643.49743;0.01465;0.01465;0.01465;0.01465;0.01465;32509.51440;22744.82617;23770.03172;24409.87137;25012.12312;26127.31739;22143.67359;22660.23411;22903.98255;22805.52363;0.25642;0.25729;0.25795;0.25838;0.25860;-3101.35638;-12866.04461;-11840.83906;-11200.99941;-10598.74766;-94516.18005;-98499.82385;-97983.26332;-97739.51489;-97837.97380;0.24177;0.24264;0.24330;0.24374;0.24395;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
209302735286.30087;223107772.81346;12168.32855;0.97448;0.99076;137.47870;5.70842;96.03423;7.19852;1462.07691;27609.25974;27609.25974;27609.25974;27609.25974;27609.25974;102374.44028;102374.44028;102374.44028;102374.44028;102374.44028;0.01462;0.01462;0.01462;0.01462;0.01462;23557.37871;16493.58680;17234.47251;17697.42863;18134.87224;18938.27861;16055.99815;16429.74815;16606.11239;16534.87270;0.21747;0.21818;0.21872;0.21907;0.21925;-4051.88103;-11115.67295;-10374.78724;-9911.83111;-9474.38750;-83436.16167;-86318.44212;-85944.69212;-85768.32788;-85839.56758;0.20285;0.20356;0.20410;0.20446;0.20464;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
198045133024.90671;236258728.05345;15123.07495;1.02192;0.96602;143.93410;5.69391;97.27253;6.87474;2120.44280;31468.88574;31468.88574;31468.88574;31468.88574;31468.88574;118721.82622;118721.82622;118721.82622;118721.82622;118721.82622;0.01533;0.01533;0.01533;0.01533;0.01533;28127.10271;20439.08581;21221.45213;21729.60822;22291.30943;22966.25512;19802.41136;20212.66547;20406.24875;20328.05318;0.23787;0.23880;0.23951;0.23997;0.24021;-3341.78303;-11029.79994;-10247.43362;-9739.27752;-9177.57631;-95755.57109;-98919.41486;-98509.16074;-98315.57747;-98393.77304;0.22254;0.22348;0.22418;0.22464;0.22488;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
201709487764.59384;232985071.11598;14437.55214;1.01782;1.03493;144.43690;5.79019;100.43592;6.41670;2326.24107;30215.74237;30215.74237;30215.74237;30215.74237;30215.74237;118992.97205;118992.97205;118992.97205;118992.97205;118992.97205;0.01527;0.01527;0.01527;0.01527;0.01527;29264.39202;21206.07987;22028.15174;22560.41327;23141.76827;23866.63131;20552.73253;20982.44542;21185.21172;21103.30687;0.25139;0.25236;0.25309;0.25358;0.25382;-951.35034;-9009.66249;-8187.59062;-7655.32910;-7073.97410;-95126.34073;-98440.23951;-98010.52663;-97807.76033;-97889.66518;0.23613;0.23709;0.23782;0.23831;0.23855;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
199147296132.15140;272696932.83822;13842.11691;1.03394;0.97286;139.37040;6.11874;101.09749;6.78855;2725.42204;36660.24434;36660.24434;36660.24434;36660.24434;36660.24434;144264.79675;144264.79675;144264.79675;144264.79675;144264.79675;0.01551;0.01551;0.01551;0.01551;0.01551;26968.73053;19611.53885;20359.04451;20845.47042;21385.54759;22027.04770;18998.64563;19391.34332;19576.64843;19501.79720;0.23539;0.23626;0.23691;0.23735;0.23757;-9691.51381;-17048.70549;-16301.19983;-15814.77392;-15274.69675;-122237.74904;-125266.15112;-124873.45342;-124688.14832;-124762.99955;0.21988;0.22075;0.22140;0.22184;0.22206;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
213857076798.27914;229530900.81050;15816.46080;0.99300;0.97715;132.14893;5.93208;104.09407;6.67255;1620.16723;27879.68485;27879.68485;27879.68485;27879.68485;27879.68485;107204.25990;107204.25990;107204.25990;107204.25990;107204.25990;0.01489;0.01489;0.01489;0.01489;0.01489;28494.27077;21121.62731;21855.26496;22345.32860;22938.47062;23463.12852;20412.24988;20807.86943;20994.56034;20919.14989;0.24216;0.24304;0.24370;0.24414;0.24436;614.58592;-6758.05754;-6024.41989;-5534.35625;-4941.21423;-83741.13138;-86792.01003;-86396.39047;-86209.69956;-86285.11001;0.22727;0.22814;0.22880;0.22924;0.22946;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
192881537066.85675;247695468.52979;12429.70542;0.95857;1.00370;126.41556;5.96627;104.60061;7.70030;2623.81075;31308.15682;31308.15682;31308.15682;31308.15682;31308.15682;107447.32436;107447.32436;107447.32436;107447.32436;107447.32436;0.01438;0.01438;0.01438;0.01438;0.01438;24971.60767;18395.10788;19053.68899;19490.07327;20003.97362;20507.66076;17791.01900;18143.29917;18309.54080;18242.39065;0.23128;0.23207;0.23266;0.23306;0.23326;-6336.54916;-12913.04894;-12254.46784;-11818.08356;-11304.18321;-86939.66360;-89656.30536;-89304.02519;-89137.78356;-89204.93370;0.21690;0.21769;0.21828;0.21868;0.21888;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
203451911523.45270;221363211.17745;15390.44404;1.01942;0.99905;133.63146;5.98429;109.19031;6.56931;1697.34030;28722.85585;28722.85585;28722.85585;28722.85585;28722.85585;108275.65671;108275.65671;108275.65671;108275.65671;108275.65671;0.01529;0.01529;0.01529;0.01529;0.01529;28626.10860;21113.27289;21865.17643;22363.82846;22953.74769;23521.37192;20416.97977;20819.53664;21009.49932;20932.76715;0.24620;0.24709;0.24777;0.24822;0.24845;-96.74725;-7609.58295;-6857.67942;-6359.02739;-5769.10816;-84754.28480;-87858.67694;-87456.12007;-87266.15739;-87342.88956;0.23091;0.23180;0.23248;0.23293;0.23315;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
202533873866.56192;246549817.23018;11160.48482;1.00648;1.02732;140.22222;5.55497;106.66309;6.93956;2930.08369;33806.14265;33806.14265;33806.14265;33806.14265;33806.14265;115973.53560;115973.53560;115973.53560;115973.53560;115973.53560;0.01510;0.01510;0.01510;0.01510;0.01510;24832.97530;17296.09815;18090.06495;18583.46664;19039.21186;19920.83342;16848.89079;17247.22976;17435.19231;17359.26729;0.22770;0.22845;0.22902;0.22940;0.22959;-8973.16735;-16510.04450;-15716.07770;-15222.67601;-14766.93078;-96052.70219;-99124.64481;-98726.30584;-98538.34329;-98614.26832;0.21260;0.21336;0.21392;0.21430;0.21449;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
