# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
203013590663.62042;251902176.07423;10896.08372;1.01449;0.97593;140.38658;5.69457;92.89200;6.87308;3296.87434;31196.94261;31196.94261;31196.94261;31196.94261;31196.94261;122579.66151;122579.66151;122579.66151;122579.66151;122579.66151;0.01522;0.01522;0.01522;0.01522;0.01522;14425.70145;14846.73940;14645.43711;14645.43711;15168.92480;13850.44866;13850.44866;13850.44866;13850.44866;13850.44866;0.01155;0.01155;0.01155;0.01155;0.01155;-16771.24116;-16350.20321;-16551.50550;-16551.50550;-16028.01781;-108729.21284;-108729.21284;-108729.21284;-108729.21284;-108729.21284;-0.00366;-0.00366;-0.00366;-0.00366;-0.00366;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
195361334393.11160;223970582.01603;11013.35546;0.96217;1.01912;144.61298;5.99182;108.82353;7.41816;1531.79591;33199.02679;33199.02679;33199.02679;33199.02679;33199.02679;112037.11201;112037.11201;112037.11201;112037.11201;112037.11201;0.01443;0.01443;0.01443;0.01443;0.01443;13314.77385;13703.01905;13517.95865;13517.95865;14000.36901;12783.78176;12783.78176;12783.78176;12783.78176;12783.78176;0.00849;0.00849;0.00849;0.00849;0.00849;-19884.25294;-19496.00774;-19681.06813;-19681.06813;-19198.65778;-99253.33025;-99253.33025;-99253.33025;-99253.33025;-99253.33025;-0.00594;-0.00594;-0.00594;-0.00594;-0.00594;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
201439937132.90952;276508831.33385;15842.23372;0.98283;0.98916;140.23979;5.53281;106.05868;6.25625;2606.72681;33809.31906;33809.31906;33809.31906;33809.31906;33809.31906;126518.99619;126518.99619;126518.99619;126518.99619;126518.99619;0.01474;0.01474;0.01474;0.01474;0.01474;19005.97537;19560.66527;19295.50996;19295.50996;19985.14510;18248.07196;18248.07196;18248.07196;18248.07196;18248.07196;0.01506;0.01506;0.01506;0.01506;0.01506;-14803.34370;-14248.65380;-14513.80911;-14513.80911;-13824.17396;-108270.92423;-108270.92423;-108270.92423;-108270.92423;-108270.92423;0.00032;0.00032;0.00032;0.00032;0.00032;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;1.00000;1.00000;1.00000
186550732809.12103;248487488.98522;13514.69095;0.98123;0.97452;137.28579;5.82361;88.48718;6.93755;1860.97146;28277.66408;28277.66408;28277.66408;28277.66408;28277.66408;116961.46152;116961.46152;116961.46152;116961.46152;116961.46152;0.01472;0.01472;0.01472;0.01472;0.01472;15604.55528;16060.21207;15842.03408;15842.03408;16408.73945;14982.31625;14982.31625;14982.31625;14982.31625;14982.31625;0.01460;0.01460;0.01460;0.01460;0.01460;-12673.10880;-12217.45201;-12435.63000;-12435.63000;-11868.92463;-101979.14527;-101979.14527;-101979.14527;-101979.14527;-101979.14527;-0.00012;-0.00012;-0.00012;-0.00012;-0.00012;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
192260456495.82907;239520287.06659;12351.42285;1.00076;0.96065;141.44213;5.30118;106.65479;7.94459;126.32416;36696.86022;36696.86022;36696.86022;36696.86022;36696.86022;107838.78534;107838.78534;107838.78534;107838.78534;107838.78534;0.01501;0.01501;0.01501;0.01501;0.01501;12483.83941;12847.84610;12674.35346;12674.35346;13126.63874;11985.98392;11985.98392;11985.98392;11985.98392;11985.98392;0.00819;0.00819;0.00819;0.00819;0.00819;-24213.02080;-23849.01412;-24022.50675;-24022.50675;-23570.22148;-95852.80142;-95852.80142;-95852.80142;-95852.80142;-95852.80142;-0.00682;-0.00682;-0.00682;-0.00682;-0.00682;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
218272127268.71820;234214612.21914;14405.25299;0.98845;0.99030;133.57985;6.23950;104.59035;7.16398;1757.15028;30858.07078;30858.07078;30858.07078;30858.07078;30858.07078;115773.88645;115773.88645;115773.88645;115773.88645;115773.88645;0.01483;0.01483;0.01483;0.01483;0.01483;16669.99949;17156.83024;16923.62970;16923.62970;17529.15818;16005.28213;16005.28213;16005.28213;16005.28213;16005.28213;0.01174;0.01174;0.01174;0.01174;0.01174;-14188.07129;-13701.24054;-13934.44109;-13934.44109;-13328.91261;-99768.60432;-99768.60432;-99768.60432;-99768.60432;-99768.60432;-0.00308;-0.00308;-0.00308;-0.00308;-0.00308;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
195284349880.60315;240009660.67103;13364.04362;1.00859;0.97633;130.25874;5.10061;96.65510;7.94167;1522.46595;30916.98324;30916.98324;30916.98324;30916.98324;30916.98324;96498.77908;96498.77908;96498.77908;96498.77908;96498.77908;0.01513;0.01513;0.01513;0.01513;0.01513;15137.29865;15579.31958;15367.65828;15367.65828;15917.41129;14533.69257;14533.69257;14533.69257;14533.69257;14533.69257;0.01249;0.01249;0.01249;0.01249;0.01249;-15779.68460;-15337.66366;-15549.32496;-15549.32496;-14999.57195;-81965.08651;-81965.08651;-81965.08651;-81965.08651;-81965.08651;-0.00264;-0.00264;-0.00264;-0.00264;-0.00264;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
210829642971.15262;268835822.66875;14009.21517;0.97301;0.94183;137.21215;5.04865;99.81976;6.81000;2982.05614;31825.17705;31825.17705;31825.17705;31825.17705;31825.17705;108723.45013;108723.45013;108723.45013;108723.45013;108723.45013;0.01460;0.01460;0.01460;0.01460;0.01460;16667.20018;17153.66159;16921.07725;16921.07725;17525.90900;16002.56347;16002.56347;16002.56347;16002.56347;16002.56347;0.01301;0.01301;0.01301;0.01301;0.01301;-15157.97687;-14671.51546;-14904.09980;-14904.09980;-14299.26806;-92720.88666;-92720.88666;-92720.88666;-92720.88666;-92720.88666;-0.00159;-0.00159;-0.00159;-0.00159;-0.00159;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
189192117847.75543;223735451.43862;12500.58344;1.02219;1.02696;139.98619;5.69518;106.30174;7.72738;3821.29343;34130.83088;34130.83088;34130.83088;34130.83088;34130.83088;109398.69842;109398.69842;109398.69842;109398.69842;109398.69842;0.01533;0.01533;0.01533;0.01533;0.01533;17457.15519;17966.38253;17723.35724;17723.35724;18356.25426;16760.98623;16760.98623;16760.98623;16760.98623;16760.98623;0.01210;0.01210;0.01210;0.01210;0.01210;-16673.67569;-16164.44835;-16407.47364;-16407.47364;-15774.57662;-92637.71219;-92637.71219;-92637.71219;-92637.71219;-92637.71219;-0.00323;-0.00323;-0.00323;-0.00323;-0.00323;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
211570698046.27557;233692632.83975;14715.37708;1.04542;0.98180;133.52943;5.48666;97.90209;7.38104;3635.30570;30851.55614;30851.55614;30851.55614;30851.55614;30851.55614;107392.46097;107392.46097;107392.46097;107392.46097;107392.46097;0.01568;0.01568;0.01568;0.01568;0.01568;18764.24482;19312.13205;19049.84301;19049.84301;19731.22895;18016.00809;18016.00809;18016.00809;18016.00809;18016.00809;0.01432;0.01432;0.01432;0.01432;0.01432;-12087.31132;-11539.42409;-11801.71313;-11801.71313;-11120.32719;-89376.45287;-89376.45287;-89376.45287;-89376.45287;-89376.45287;-0.00136;-0.00136;-0.00136;-0.00136;-0.00136;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
