# X_0;X_1;R_0;S_0;G_0;I_0
13690;24486;143000;144809;-1809;0
12739;26894;143000;144930;-1930;0
13314;19344;143000;142964;35;1
16791;20297;143000;145552;-2552;0
15836;21986;143000;145447;-2447;0
12038;21762;143000;142873;126;1
15114;22962;143000;145274;-2274;0
17961;14819;143000;144622;-1622;0
16132;20215;143000;145092;-2092;0
13860;9769;143000;140349;2650;1
