# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
192127772134.32;233155427.92;14691.03;1.05;0.99;136.37;5.82;101.69;7.23;139.39;899.87;29545.22;100903.05;0.01;26991.11;14691.00;0.00;-4511.62;-91743.17;-0.02;0.00;0.00;0.00
194611138522.98;246952554.75;16213.15;1.03;0.98;139.90;5.59;101.01;7.04;136.50;912.49;30645.57;105348.29;0.01;29787.00;16213.00;0.00;-2382.13;-92614.73;-0.02;0.00;0.00;0.00
179824283703.73;258279161.80;14452.45;1.00;0.98;140.87;5.72;99.94;7.11;141.03;916.15;33113.84;113446.40;0.01;26551.69;14452.00;0.00;-7108.76;-99703.02;-0.02;0.00;0.00;0.00
212249847755.53;245011144.26;15314.76;1.02;0.98;135.09;5.75;104.10;7.03;141.89;948.80;31603.56;103877.25;0.01;28135.10;15314.00;0.00;-4482.71;-90712.00;-0.02;0.00;0.00;0.00
211463870096.42;243923062.71;15915.39;0.95;0.98;140.18;5.70;101.54;7.03;136.51;955.57;30270.93;106398.25;0.01;29239.12;15915.00;0.00;45.86;-85133.32;-0.01;1.00;0.00;0.00
209738661333.41;245777852.01;15788.40;1.04;0.99;140.09;5.66;102.73;7.04;137.47;955.25;30714.92;106301.43;0.01;29005.86;15788.00;0.00;-3280.41;-94999.30;-0.02;0.00;0.00;0.00
192628354735.05;240845016.28;13610.58;0.96;1.02;137.80;5.79;100.45;7.09;140.50;936.25;30762.82;104787.04;0.01;25004.53;13610.00;0.00;-3990.72;-86267.30;-0.01;0.00;0.00;0.00
207258266646.78;255927728.18;14824.48;1.06;1.04;143.20;5.95;103.37;7.28;139.32;927.63;32413.76;118965.89;0.01;27235.56;14824.00;0.00;-5833.94;-110114.03;-0.02;0.00;0.00;0.00
199921210249.38;240591540.80;14041.98;1.01;1.07;139.31;5.61;101.33;7.20;138.12;956.91;30209.05;102607.96;0.01;25796.25;14041.00;0.00;-2851.62;-88243.37;-0.02;0.00;0.00;0.00
210154953456.35;241421568.40;15054.01;1.03;1.09;138.64;5.87;104.16;6.99;136.31;943.65;29916.69;107087.87;0.01;27657.60;15054.00;0.00;-732.42;-94100.25;-0.02;0.00;0.00;0.00
214877763537.98;262171906.70;13301.31;1.08;0.99;140.74;5.83;102.89;6.97;140.11;967.78;33392.50;117428.47;0.01;24436.67;13301.00;0.00;-11751.71;-113531.92;-0.02;0.00;0.00;0.00
187796269293.98;236082089.10;13988.38;0.99;1.10;141.20;5.79;97.65;6.94;140.06;937.06;30058.62;105265.40;0.01;25698.78;13988.00;0.00;-1399.99;-88512.18;-0.01;0.00;0.00;0.00
205568193216.04;228777740.48;15556.94;0.98;1.02;141.90;5.90;101.88;7.04;139.78;966.07;29071.48;104536.54;0.01;28579.66;15556.00;0.00;569.48;-86633.42;-0.01;1.00;0.00;0.00
182415724841.21;259825735.17;16838.00;1.01;0.99;142.54;5.85;101.27;7.24;138.20;938.94;32644.26;118230.20;0.01;30933.58;16837.00;0.00;-2283.07;-102291.42;-0.02;0.00;0.00;0.00
199905204852.38;254969794.43;15063.28;1.04;0.97;134.44;5.74;104.30;6.92;138.31;913.64;32059.65;107377.91;0.01;27674.22;15063.00;0.00;-6419.48;-96874.99;-0.02;0.00;0.00;0.00
214260700024.61;222024967.42;15711.53;1.03;1.02;139.70;5.76;101.18;7.02;138.90;947.51;28035.73;97474.68;0.01;28864.42;15711.00;0.00;480.54;-84549.73;-0.02;1.00;0.00;0.00
187887830733.70;245685233.01;15282.55;1.01;0.95;140.46;5.75;102.76;7.09;143.05;938.01;31951.03;108190.05;0.01;28076.53;15282.00;0.00;-5482.28;-94494.27;-0.02;0.00;0.00;0.00
201373852452.96;224240565.03;14518.52;0.96;1.04;143.79;5.81;101.47;7.15;135.59;959.72;27640.07;102149.94;0.01;26672.76;14518.00;0.00;1179.99;-83305.66;-0.01;1.00;0.00;0.00
202710139884.63;250656581.14;14098.30;1.05;0.98;139.10;5.93;101.46;6.90;141.12;950.36;32156.06;112756.70;0.01;25900.96;14098.00;0.00;-8349.83;-104387.02;-0.02;0.00;0.00;0.00
200520764210.93;242748776.02;15554.66;0.97;1.00;138.64;5.84;102.14;7.05;142.06;952.25;31350.08;107199.18;0.01;28576.03;15554.00;0.00;-1584.69;-87872.48;-0.01;0.00;0.00;0.00
197902572397.71;265728347.74;16726.22;1.02;1.04;137.96;5.73;102.45;6.98;139.09;905.92;33599.85;114543.40;0.01;30729.65;16726.00;0.00;-2451.42;-99500.18;-0.02;0.00;0.00;0.00
