# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
460;1120;2;2;2;2;2;0;0;0;0
511;1010;2;2;2;2;2;0;0;0;0
506;946;3;3;3;2;2;0;0;0;0
601;992;2;2;3;2;2;0;0;0;0
564;997;2;2;2;2;2;0;0;1;0
638;1156;3;3;3;2;3;0;0;0;0
545;1048;2;2;3;2;2;0;0;0;0
440;989;3;3;3;2;2;0;-1;0;0
411;1112;3;3;3;2;2;-1;-1;0;0
575;1187;2;2;2;2;2;0;0;1;1
560;1001;2;2;2;2;2;0;0;0;0
556;1138;3;3;3;2;2;0;0;0;0
387;986;3;3;3;1;2;-1;-1;0;0
487;935;2;2;3;2;2;0;0;0;0
504;882;2;2;3;2;2;0;0;0;0
581;1175;2;2;3;2;2;0;0;0;0
412;1120;3;3;3;2;2;0;-1;0;0
594;1044;3;3;3;2;2;0;0;0;0
612;868;3;3;3;2;2;0;0;0;0
336;941;2;2;3;1;1;-1;-1;0;0
455;1112;2;2;3;2;2;0;0;0;0
268;1161;2;2;3;1;1;-1;-1;0;0
666;931;2;2;2;2;3;0;0;1;1
360;1084;2;2;2;1;1;0;0;0;0
346;778;2;2;3;1;1;-1;-1;0;0
369;1010;3;3;3;1;1;-1;-1;0;0
596;899;2;2;3;2;2;0;0;0;0
547;956;3;3;3;2;2;0;0;0;0
628;899;2;2;3;2;2;0;0;0;0
397;1005;2;2;3;1;2;0;-1;0;0
402;792;2;2;3;1;1;-1;-1;0;0
554;997;2;2;3;2;2;0;0;0;0
569;982;2;2;3;2;2;0;0;0;0
399;1041;3;3;3;1;2;-1;-1;0;0
496;959;3;3;3;2;2;-1;-1;0;0
474;683;2;2;3;2;2;0;0;0;0
423;963;3;3;3;2;2;-1;-1;0;0
500;1062;3;3;3;2;2;0;0;0;0
508;1053;2;2;3;2;2;0;0;0;0
379;1080;2;2;3;1;2;0;-1;0;0
504;1039;2;2;3;2;2;0;0;0;0
491;1005;3;3;3;2;2;0;0;0;0
347;966;3;3;3;1;1;-1;-1;0;0
423;681;3;3;3;1;1;-1;-1;0;0
399;1055;3;3;3;1;2;-1;-1;0;0
571;947;3;3;3;2;2;0;-1;0;0
396;1007;3;3;3;1;2;-1;-1;0;0
388;1084;3;3;3;1;2;-1;-1;0;0
267;1062;3;3;3;1;1;-1;-1;0;0
407;1085;3;3;3;2;2;-1;-1;0;0
452;995;3;3;3;2;2;-1;-1;0;0
627;1006;2;2;2;2;2;0;0;1;1
498;1092;3;3;3;2;2;0;-1;0;0
482;914;2;2;3;2;2;0;0;0;0
410;1032;3;3;3;2;2;-1;-1;0;0
387;905;2;2;2;1;1;0;0;0;0
520;844;3;3;3;2;2;0;0;0;0
477;962;2;2;3;2;2;0;0;0;0
231;1019;2;2;3;1;1;-1;-1;0;0
412;788;2;2;3;1;1;0;-1;0;0
367;1117;2;2;2;1;2;0;0;0;0
379;1176;3;3;3;2;2;-1;-1;0;0
427;968;2;2;3;2;2;0;-1;0;0
664;882;3;3;3;2;3;0;0;0;0
521;934;2;2;3;2;2;0;0;0;0
548;1136;3;3;3;2;2;0;0;0;0
553;930;3;3;3;2;2;0;-1;0;0
712;832;2;2;2;3;3;0;0;1;1
341;1026;3;3;3;1;1;-1;-1;0;0
664;898;2;2;2;2;3;0;0;1;1
496;926;3;3;3;2;2;0;0;0;0
595;959;3;3;3;2;2;0;0;0;0
454;1044;3;3;3;2;2;0;-1;0;0
362;865;2;2;3;1;1;-1;-1;0;0
581;819;2;2;3;2;2;0;0;0;0
384;963;2;2;2;1;1;0;0;0;0
559;1031;2;2;3;2;2;0;0;0;0
356;988;3;3;3;1;1;-1;-1;0;0
453;979;3;3;3;2;2;-1;-1;0;0
557;958;2;2;3;2;2;0;0;0;0
575;819;2;2;2;2;2;0;0;1;1
746;981;3;3;3;3;3;0;0;1;0
511;922;2;2;3;2;2;0;0;0;0
432;1014;3;3;3;2;2;-1;-1;0;0
369;1261;3;3;3;2;2;-1;-1;0;0
