# X_0;X_1;R_0;S_0;G_0;I_0
12947;23023;143000;143865;-865;0
13213;24465;143000;144488;-1488;0
10686;18204;143000;140877;2122;1
14492;30573;143000;147228;-4228;0
15716;10750;143000;141878;1121;1
12394;12144;143000;140121;2878;1
13047;18875;143000;142642;357;1
17220;15912;143000;144473;-1473;0
13452;23428;143000;144323;-1323;0
17237;21004;143000;146066;-3066;0
