# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
623;1072;2;2;3;2;2;0;0;0;1
592;1000;3;3;3;2;2;0;0;1;1
345;949;2;2;2;1;1;0;1;1;1
349;909;2;2;3;1;1;1;1;1;1
425;1080;2;2;3;2;2;0;1;1;1
574;1054;3;3;3;2;2;0;0;1;1
503;877;2;2;3;2;2;0;0;1;1
474;982;2;2;2;2;2;0;0;1;1
318;952;3;3;3;1;1;1;1;1;1
590;967;2;2;3;2;2;0;0;1;1
494;1048;3;3;3;2;2;1;1;1;1
414;973;3;3;3;2;2;1;1;1;1
466;1082;3;3;3;2;2;0;0;1;1
449;1005;2;2;3;2;2;0;0;1;1
494;994;2;2;3;2;2;0;0;1;1
517;968;2;2;3;2;2;0;0;1;1
623;930;2;2;3;2;2;0;0;1;1
343;1086;2;2;2;1;1;0;0;1;1
259;786;2;2;2;1;1;1;1;1;1
470;856;2;2;2;2;2;0;0;1;1
364;920;3;3;3;1;1;1;1;1;1
315;942;2;2;3;1;1;1;1;1;1
458;1122;3;3;3;2;2;0;1;1;1
531;1053;3;3;3;2;2;0;0;1;1
507;996;3;3;3;2;2;0;1;1;1
465;911;3;3;3;2;2;1;1;1;1
396;848;3;3;3;1;1;1;1;1;1
492;1202;2;2;2;2;2;0;0;1;1
551;1037;2;2;2;2;2;0;0;0;1
473;709;2;2;3;2;2;0;0;1;1
596;1068;3;3;3;2;2;0;0;1;1
461;1111;3;3;3;2;2;0;0;1;1
491;1155;3;3;3;2;2;1;1;1;1
408;965;2;2;2;1;2;0;0;1;1
464;882;3;3;3;2;2;0;1;1;1
403;953;2;2;2;1;2;0;0;1;1
245;867;3;3;3;1;1;2;2;1;1
713;997;3;3;3;3;3;0;0;1;1
651;1162;3;3;3;2;3;0;0;1;1
509;855;2;2;2;2;2;0;0;1;1
553;949;2;2;3;2;2;0;0;1;1
514;889;3;3;3;2;2;0;1;1;1
572;891;2;2;2;2;2;0;0;1;1
381;1049;3;3;4;1;2;1;2;1;1
570;1074;3;3;3;2;2;0;0;1;1
481;1039;2;2;3;2;2;0;0;1;1
561;1001;2;2;3;2;2;0;0;1;1
519;940;2;2;2;2;2;0;0;1;1
530;1255;3;3;3;2;2;0;0;1;1
603;1124;2;2;2;2;2;0;0;0;1
529;920;3;3;3;2;2;1;1;1;1
446;1127;3;3;3;2;2;1;1;1;1
405;1020;3;3;4;1;2;1;1;1;1
361;1022;3;3;3;1;1;1;1;1;1
641;1021;3;3;3;2;3;0;0;1;1
459;939;3;3;3;2;2;1;1;1;1
628;1080;3;3;3;2;2;0;0;1;1
333;994;3;3;3;1;1;1;1;1;1
633;975;3;3;3;2;2;0;0;1;1
453;1195;3;3;3;2;2;0;0;1;1
643;964;2;2;3;2;3;0;0;0;1
393;1062;3;3;3;1;2;1;1;1;1
425;1183;2;2;3;2;2;0;0;1;1
341;907;3;3;3;1;1;1;1;1;1
485;1082;3;3;3;2;2;0;0;1;1
549;824;3;3;3;2;2;0;0;1;1
504;909;2;2;2;2;2;0;0;1;1
578;992;2;2;2;2;2;0;0;1;1
556;1051;2;2;2;2;2;0;0;0;1
401;879;2;2;2;1;2;0;0;1;1
479;1020;3;3;4;2;2;1;1;1;1
589;1010;3;3;3;2;2;0;0;1;1
433;840;3;3;3;2;2;1;1;1;1
429;1000;3;3;3;2;2;0;1;1;1
307;1051;3;3;3;1;1;1;1;1;1
538;914;2;2;3;2;2;0;0;1;1
412;954;3;3;3;1;2;1;1;1;1
445;1044;3;3;3;2;2;1;1;1;1
614;937;3;3;3;2;2;0;0;1;1
537;1049;2;2;2;2;2;0;0;1;1
469;994;2;2;2;2;2;0;0;1;1
610;778;2;2;2;2;2;0;0;0;1
481;1081;2;2;3;2;2;0;0;1;1
523;1022;2;2;3;2;2;0;0;1;1
447;1152;2;2;2;2;2;0;0;1;1
435;974;3;3;3;2;2;1;1;1;1
316;895;2;2;3;1;1;1;1;1;1
602;1009;3;3;3;2;2;0;0;1;1
411;1069;2;2;2;2;2;0;0;1;1
345;1002;3;3;3;1;1;1;1;1;1
417;1035;3;3;3;2;2;0;1;1;1
517;981;2;2;2;2;2;0;0;0;0
549;851;2;2;2;2;2;0;0;1;1
679;1081;2;2;3;3;3;0;0;0;0
603;799;3;3;3;2;2;0;1;1;1
547;1023;2;2;2;2;2;0;0;1;1
504;943;3;3;3;2;2;0;1;1;1
569;982;3;3;3;2;2;0;0;1;1
499;857;3;3;3;2;2;0;0;1;1
582;1041;3;3;3;2;2;0;0;1;1
487;1076;3;3;3;2;2;0;1;1;1
452;870;2;2;3;2;2;0;0;1;1
466;1036;2;2;2;2;2;0;0;1;1
