# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
208068374035.28;256554600.91;19359.78;1.02;0.98;142.66;6.14;98.34;7.35;140.90;835.98;33546.88;125189.48;0.02;20856.70;19012.85;0.00;-12690.18;-106176.62;-0.01;0.00;0.00;0.00
166885984944.46;261311571.80;21223.59;1.01;0.99;138.27;6.29;104.50;7.09;151.74;925.38;36423.99;125238.27;0.02;23075.32;21040.54;0.00;-13348.67;-104197.73;-0.01;0.00;0.00;0.00
196276955938.63;239902896.64;18115.92;1.01;0.97;125.74;5.94;109.27;6.65;147.66;957.64;32685.73;99213.77;0.02;19274.38;17568.09;0.00;-13411.34;-81645.68;-0.01;0.00;0.00;0.00
210851515248.29;232007783.88;21422.16;1.00;1.02;132.84;5.92;105.46;7.32;143.94;933.91;30242.65;99143.88;0.01;23921.44;21804.61;0.00;-6321.21;-77339.27;-0.01;0.00;0.00;0.00
207324753101.22;235562431.83;19437.56;1.01;0.98;139.47;5.73;99.67;6.56;143.32;905.41;31137.29;104267.42;0.02;20968.17;19113.01;0.00;-10169.13;-85154.41;-0.01;0.00;0.00;0.00
207982631863.72;245152421.15;21392.80;0.99;0.96;141.51;5.95;104.60;7.23;148.13;945.50;32718.30;111665.01;0.01;22581.33;20583.16;0.00;-10136.98;-91081.85;-0.01;0.00;0.00;0.00
209468262363.30;256602106.94;18460.48;0.99;1.01;129.38;6.10;100.03;7.39;145.69;985.17;33503.92;108943.11;0.01;20511.61;18693.33;0.00;-12992.31;-90249.78;-0.01;0.00;0.00;0.00
195685095665.52;225903477.36;22474.28;1.01;1.02;149.25;5.35;102.47;6.44;138.21;843.32;28717.16;99519.74;0.02;25246.57;23019.07;0.00;-3470.58;-76500.67;-0.01;0.00;0.00;0.00
213081948651.41;248481028.32;19708.02;0.98;0.99;137.71;6.07;101.96;7.04;142.83;967.63;31471.42;110596.47;0.01;21389.36;19494.01;0.00;-10082.06;-91102.45;-0.01;0.00;0.00;0.00
196345549398.35;254708403.62;16154.09;1.05;1.04;140.81;5.29;107.37;7.20;141.74;971.26;34421.70;108443.87;0.02;18384.98;16755.22;0.00;-16036.72;-91688.66;-0.01;0.00;0.00;0.00
205200951309.78;247665460.88;25304.73;1.02;0.97;159.31;5.56;99.58;7.04;133.64;904.01;30560.10;121512.41;0.02;26878.01;24504.77;0.00;-3682.09;-97007.64;-0.01;0.00;0.00;0.00
201273351637.96;247178795.48;17038.31;0.99;0.99;138.03;6.21;98.74;7.08;139.40;980.54;31058.48;114536.15;0.01;18504.57;16864.37;0.00;-12553.91;-97671.78;-0.01;0.00;0.00;0.00
198157569958.72;278216455.84;17121.04;0.99;0.97;134.27;5.89;110.94;6.83;141.67;915.09;35544.89;119132.84;0.01;18287.27;16668.30;0.00;-17257.62;-102464.54;-0.01;0.00;0.00;0.00
