# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.26;9.35;34.78;2782.51;2031.87;-750.63;0.00
0.25;10.66;28.00;2239.66;2044.12;-195.54;0.00
0.23;10.33;34.60;2767.66;1881.38;-886.27;0.00
0.23;10.62;47.52;3801.66;1940.96;-1860.71;0.00
0.24;9.65;38.30;3063.78;1949.42;-1114.37;0.00
0.29;11.37;30.97;2477.61;2284.15;-193.47;0.00
0.28;10.42;37.59;3007.29;2211.13;-796.16;0.00
0.24;8.37;39.26;3140.58;1840.86;-1299.72;0.00
0.25;9.26;47.43;3794.46;1945.14;-1849.32;0.00
0.25;10.98;33.54;2683.52;2033.46;-650.06;0.00
0.24;8.88;37.58;3006.23;1906.48;-1099.74;0.00
0.25;12.40;42.15;3371.64;2100.27;-1271.37;0.00
0.27;9.79;43.42;3473.41;2116.50;-1356.91;0.00
0.28;8.97;48.24;3859.18;2114.48;-1744.70;0.00
0.24;9.92;42.82;3425.29;1953.63;-1471.66;0.00
0.25;9.71;38.64;3091.20;1994.42;-1096.78;0.00
0.29;8.27;38.51;3080.98;2126.09;-954.89;0.00
0.28;9.67;33.53;2682.38;2126.42;-555.96;0.00
0.23;8.64;38.63;3090.51;1780.60;-1309.91;0.00
0.21;10.25;35.63;2850.79;1769.85;-1080.94;0.00
0.25;8.64;44.47;3557.69;1945.14;-1612.54;0.00
0.27;11.30;50.18;4014.51;2196.64;-1817.87;0.00
0.24;9.11;40.94;3275.43;1890.70;-1384.73;0.00
0.28;8.37;44.26;3541.04;2063.28;-1477.77;0.00
0.25;11.48;40.51;3240.91;2065.88;-1175.03;0.00
0.26;9.71;42.84;3427.16;2060.00;-1367.16;0.00
0.24;9.73;43.63;3490.30;1911.53;-1578.77;0.00
0.24;7.72;35.57;2845.69;1840.84;-1004.85;0.00
0.26;9.09;38.19;3054.98;1991.72;-1063.25;0.00
0.25;10.83;44.69;3574.82;2053.89;-1520.93;0.00
0.24;10.70;48.26;3861.16;1996.38;-1864.79;0.00
0.22;11.36;46.05;3684.35;1911.40;-1772.95;0.00
0.26;8.56;42.31;3384.46;1961.79;-1422.66;0.00
0.27;8.95;46.47;3717.69;2065.21;-1652.48;0.00
0.28;10.84;36.08;2886.57;2213.56;-673.01;0.00
0.27;9.92;36.94;2954.99;2130.37;-824.62;0.00
0.26;10.55;51.22;4097.87;2060.75;-2037.12;0.00
0.21;8.02;35.86;2868.51;1674.04;-1194.47;0.00
0.26;10.83;45.08;3606.50;2125.76;-1480.75;0.00
0.20;10.38;42.40;3392.35;1698.63;-1693.72;0.00
0.25;10.77;32.56;2605.18;2062.57;-542.60;0.00
0.24;9.44;39.47;3157.27;1933.32;-1223.95;0.00
0.21;9.74;41.89;3351.05;1732.70;-1618.35;0.00
0.26;8.18;36.84;2946.81;1963.05;-983.76;0.00
0.23;11.43;45.74;3659.20;1966.50;-1692.70;0.00
0.27;10.29;42.02;3361.80;2134.26;-1227.54;0.00
0.25;11.30;42.20;3375.85;2067.39;-1308.47;0.00
0.24;10.66;44.71;3576.61;1953.08;-1623.53;0.00
0.18;9.76;45.58;3646.10;1564.51;-2081.59;0.00
0.22;10.23;38.65;3091.65;1818.66;-1272.99;0.00
0.30;9.97;37.63;3010.09;2274.41;-735.67;0.00
0.31;11.74;40.60;3247.72;2462.87;-784.86;0.00
0.23;9.81;49.90;3992.05;1886.22;-2105.84;0.00
0.24;10.03;38.15;3052.16;1968.57;-1083.59;0.00
0.25;10.11;43.51;3480.68;1982.70;-1497.98;0.00
0.22;8.32;30.05;2403.64;1754.06;-649.58;0.00
0.26;11.95;43.04;3443.11;2173.02;-1270.09;0.00
0.24;10.34;30.00;2399.63;1940.11;-459.52;0.00
0.25;10.02;42.07;3365.74;1981.42;-1384.32;0.00
0.28;10.58;33.62;2689.51;2221.98;-467.53;0.00
0.24;9.64;43.68;3494.36;1928.46;-1565.91;0.00
0.26;10.40;36.21;2896.90;2068.59;-828.32;0.00
0.28;10.47;30.08;2406.19;2201.09;-205.10;0.00
0.26;9.85;42.52;3401.44;2019.31;-1382.13;0.00
0.26;11.31;37.07;2965.60;2110.82;-854.78;0.00
0.23;12.10;36.60;2928.36;1992.48;-935.89;0.00
0.27;8.94;47.42;3793.24;2040.01;-1753.22;0.00
0.26;10.23;40.57;3245.40;2072.12;-1173.28;0.00
0.26;11.35;36.31;2905.20;2109.60;-795.60;0.00
0.24;9.37;40.65;3252.30;1909.73;-1342.57;0.00
0.23;10.23;42.70;3416.10;1894.13;-1521.97;0.00
0.29;11.65;37.71;3016.78;2327.18;-689.60;0.00
0.34;6.95;33.27;2661.65;2363.18;-298.47;0.00
0.24;12.28;36.46;2916.64;2086.15;-830.48;0.00
0.23;10.44;42.79;3422.90;1909.46;-1513.45;0.00
0.24;12.23;35.43;2834.64;2081.15;-753.49;0.00
0.29;9.97;42.84;3426.93;2207.00;-1219.94;0.00
0.23;11.43;35.45;2835.72;1985.96;-849.76;0.00
0.25;11.85;38.01;3041.02;2119.36;-921.66;0.00
0.25;9.97;39.81;3185.10;1998.74;-1186.36;0.00
0.25;9.49;40.55;3244.38;1997.06;-1247.31;0.00
0.24;9.91;37.93;3034.57;1953.64;-1080.93;0.00
0.21;11.22;38.77;3101.88;1827.69;-1274.18;0.00
0.24;9.11;32.98;2638.55;1873.56;-764.99;0.00
0.29;10.09;40.16;3212.59;2248.81;-963.78;0.00
0.24;11.89;38.47;3077.74;2027.56;-1050.18;0.00
0.26;9.79;39.21;3136.86;2028.51;-1108.35;0.00
0.20;9.18;35.37;2829.60;1665.42;-1164.19;0.00
0.25;10.66;39.84;3186.99;2021.41;-1165.57;0.00
0.27;9.20;40.23;3218.38;2097.75;-1120.63;0.00
