# X_0;X_1;R_0;S_0;G_0;I_0
14367;21288;143000;144262;-1262;0
17177;15507;143000;144319;-1319;0
9870;21675;143000;141417;1582;1
14824;18837;143000;143802;-802;0
12946;19693;143000;142829;170;1
15700;16212;143000;143564;-564;0
18659;15751;143000;145372;-2372;0
16011;12767;143000;142699;300;1
16109;15216;143000;143524;-524;0
14214;10912;143000;140938;2061;1
