# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
193227829542.25;259400040.06;10765.92;32873.06;1.00;1.50;27598.20;10513.58;0.00;-5274.86;10512.58;-1.50;0.00;1.00;0.00
213981405031.06;279116479.58;9973.98;35371.67;1.00;1.50;27598.20;10513.58;0.00;-7773.47;10512.58;-1.50;0.00;1.00;0.00
174519192171.76;272475564.53;10890.04;34530.09;1.00;1.50;27598.20;10513.58;0.00;-6931.89;10512.58;-1.50;0.00;1.00;0.00
169809782293.82;224820596.17;11279.52;28490.90;1.00;1.50;27598.20;10513.58;0.00;-892.70;10512.58;-1.50;0.00;1.00;0.00
178952805379.08;239797021.37;10554.20;30388.82;1.00;1.50;27598.20;10513.58;0.00;-2790.62;10512.58;-1.50;0.00;1.00;0.00
241131701366.19;227858034.83;10260.98;28875.83;1.00;1.50;27598.20;10513.58;0.00;-1277.63;10512.58;-1.50;0.00;1.00;0.00
161031269730.90;228365069.82;9032.23;28940.08;1.00;1.50;27598.20;10513.58;0.00;-1341.88;10512.58;-1.50;0.00;1.00;0.00
193779343583.20;251596904.03;9276.52;31884.19;1.00;1.50;27598.20;10513.58;0.00;-4285.99;10512.58;-1.50;0.00;1.00;0.00
165896520778.30;231915908.80;9887.59;29390.07;1.00;1.50;27598.20;10513.58;0.00;-1791.87;10512.58;-1.50;0.00;1.00;0.00
214064508381.60;222102591.95;9074.73;28146.46;1.00;1.50;27598.20;10513.58;0.00;-548.26;10512.58;-1.50;0.00;1.00;0.00
