# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
219763182524.13;257867729.08;19928.60;0.99;0.99;126.87;6.29;98.49;7.65;129.36;1025.49;29883.35;29883.35;29883.35;29883.35;29883.35;110589.49;110589.49;110589.49;110589.49;110589.49;0.01;0.01;0.01;0.01;0.01;20639.47;21241.19;20954.54;20954.54;21702.11;19816.36;19816.36;19816.36;19816.36;19816.36;0.00;0.00;0.00;0.00;0.00;-9243.88;-8642.17;-8928.81;-8928.81;-8181.24;-90773.13;-90773.13;-90773.13;-90773.13;-90773.13;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
187537397344.15;272615748.55;17857.40;1.01;1.00;143.50;5.90;110.57;7.87;131.99;974.80;33015.96;33015.96;33015.96;33015.96;33015.96;127125.71;127125.71;127125.71;127125.71;127125.71;0.02;0.02;0.02;0.02;0.02;18644.87;19189.31;18928.62;18928.62;19605.75;17901.40;17901.40;17901.40;17901.40;17901.40;0.00;0.00;0.00;0.00;0.00;-14371.09;-13826.65;-14087.34;-14087.34;-13410.22;-109224.31;-109224.31;-109224.31;-109224.31;-109224.31;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201247661659.52;225352966.90;22577.65;1.00;0.99;137.41;5.58;104.49;6.84;138.55;966.92;28370.74;28370.74;28370.74;28370.74;28370.74;94205.15;94205.15;94205.15;94205.15;94205.15;0.01;0.01;0.01;0.01;0.01;23263.69;23941.99;23618.75;23618.75;24461.52;22335.94;22335.94;22335.94;22335.94;22335.94;0.00;0.00;0.00;0.00;0.00;-5107.04;-4428.75;-4751.98;-4751.98;-3909.22;-71869.21;-71869.21;-71869.21;-71869.21;-71869.21;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
183404749533.79;271221867.41;18932.56;1.02;0.96;138.83;5.22;99.76;6.49;131.99;934.37;33262.68;33262.68;33262.68;33262.68;33262.68;109482.75;109482.75;109482.75;109482.75;109482.75;0.02;0.02;0.02;0.02;0.02;18867.36;19417.19;19155.62;19155.62;19838.52;18114.90;18114.90;18114.90;18114.90;18114.90;0.00;0.00;0.00;0.00;0.00;-14395.32;-13845.50;-14107.07;-14107.07;-13424.17;-91367.85;-91367.85;-91367.85;-91367.85;-91367.85;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
226166111613.63;241178694.86;17959.09;0.92;0.99;138.09;5.87;109.95;6.52;134.24;958.86;27110.14;27110.14;27110.14;27110.14;27110.14;98274.91;98274.91;98274.91;98274.91;98274.91;0.01;0.01;0.01;0.01;0.01;18431.47;18969.04;18712.61;18712.61;19380.67;17696.44;17696.44;17696.44;17696.44;17696.44;0.00;0.00;0.00;0.00;0.00;-8678.68;-8141.10;-8397.54;-8397.54;-7729.48;-80578.47;-80578.47;-80578.47;-80578.47;-80578.47;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
191211461969.25;251537255.42;20600.63;1.01;0.96;140.86;5.62;98.30;6.92;131.83;1021.86;30597.11;30597.11;30597.11;30597.11;30597.11;110156.28;110156.28;110156.28;110156.28;110156.28;0.02;0.02;0.02;0.02;0.02;20498.63;21095.82;20811.98;20811.98;21553.56;19681.09;19681.09;19681.09;19681.09;19681.09;0.00;0.00;0.00;0.00;0.00;-10098.48;-9501.29;-9785.13;-9785.13;-9043.54;-90475.19;-90475.19;-90475.19;-90475.19;-90475.19;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
193783063094.87;258806726.57;21152.42;1.02;1.01;136.01;6.01;98.18;7.37;152.59;1055.42;36629.63;36629.63;36629.63;36629.63;36629.63;117803.99;117803.99;117803.99;117803.99;117803.99;0.02;0.02;0.02;0.02;0.02;22315.12;22965.36;22656.09;22656.09;23463.68;21425.14;21425.14;21425.14;21425.14;21425.14;0.00;0.00;0.00;0.00;0.00;-14314.52;-13664.27;-13973.55;-13973.55;-13165.95;-96378.84;-96378.84;-96378.84;-96378.84;-96378.84;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
195335121372.19;255197685.21;20626.18;1.01;1.06;145.48;5.96;109.13;6.96;127.36;955.89;29878.73;29878.73;29878.73;29878.73;29878.73;122071.96;122071.96;122071.96;122071.96;122071.96;0.02;0.02;0.02;0.02;0.02;22744.52;23408.30;23091.03;23091.03;23916.28;21837.53;21837.53;21837.53;21837.53;21837.53;0.00;0.00;0.00;0.00;0.00;-7134.21;-6470.43;-6787.70;-6787.70;-5962.45;-100234.42;-100234.42;-100234.42;-100234.42;-100234.42;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
190699535060.87;251243941.05;16231.28;1.07;1.03;134.72;5.63;105.94;7.24;134.38;987.82;32947.61;32947.61;32947.61;32947.61;32947.61;111576.92;111576.92;111576.92;111576.92;111576.92;0.02;0.02;0.02;0.02;0.02;17412.73;17920.54;17678.38;17678.38;18309.41;16718.32;16718.32;16718.32;16718.32;16718.32;0.00;0.00;0.00;0.00;0.00;-15534.88;-15027.07;-15269.23;-15269.23;-14638.20;-94858.60;-94858.60;-94858.60;-94858.60;-94858.60;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
199532434947.15;270321151.28;17807.27;0.96;1.01;137.63;5.66;109.60;7.25;139.82;916.03;32999.81;32999.81;32999.81;32999.81;32999.81;110382.32;110382.32;110382.32;110382.32;110382.32;0.01;0.01;0.01;0.01;0.01;18738.24;19285.28;19023.54;19023.54;19703.79;17991.03;17991.03;17991.03;17991.03;17991.03;0.00;0.00;0.00;0.00;0.00;-14261.57;-13714.53;-13976.27;-13976.27;-13296.02;-92391.28;-92391.28;-92391.28;-92391.28;-92391.28;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
200628478232.01;242407260.42;24276.53;1.07;1.05;133.51;5.81;110.84;6.98;149.67;857.24;35360.62;35360.62;35360.62;35360.62;35360.62;109974.32;109974.32;109974.32;109974.32;109974.32;0.02;0.02;0.02;0.02;0.02;26655.03;27433.51;27060.53;27060.53;28028.86;25592.16;25592.16;25592.16;25592.16;25592.16;0.00;0.00;0.00;0.00;0.00;-8705.59;-7927.11;-8300.09;-8300.09;-7331.76;-84382.16;-84382.16;-84382.16;-84382.16;-84382.16;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
208621330508.73;277680663.68;18347.39;1.00;1.00;143.98;6.00;100.80;7.19;136.27;942.15;34296.91;34296.91;34296.91;34296.91;34296.91;130559.64;130559.64;130559.64;130559.64;130559.64;0.01;0.01;0.01;0.01;0.01;19133.15;19691.45;19424.72;19424.72;20118.76;18370.16;18370.16;18370.16;18370.16;18370.16;0.00;0.00;0.00;0.00;0.00;-15163.77;-14605.47;-14872.19;-14872.19;-14178.15;-112189.47;-112189.47;-112189.47;-112189.47;-112189.47;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
185279974726.94;255644148.65;18433.42;0.98;0.98;132.03;5.83;104.05;6.93;134.66;967.20;30788.89;30788.89;30788.89;30788.89;30788.89;105575.53;105575.53;105575.53;105575.53;105575.53;0.01;0.01;0.01;0.01;0.01;18886.01;19436.70;19174.21;19174.21;19858.47;18132.84;18132.84;18132.84;18132.84;18132.84;0.00;0.00;0.00;0.00;0.00;-11902.88;-11352.19;-11614.68;-11614.68;-10930.42;-87442.70;-87442.70;-87442.70;-87442.70;-87442.70;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202759282092.28;248686656.24;18796.06;1.00;1.03;138.77;5.33;108.11;6.95;147.21;929.74;33398.82;33398.82;33398.82;33398.82;33398.82;100656.14;100656.14;100656.14;100656.14;100656.14;0.02;0.02;0.02;0.02;0.02;20095.06;20681.33;20401.40;20401.40;21130.12;19293.71;19293.71;19293.71;19293.71;19293.71;0.00;0.00;0.00;0.00;0.00;-13303.76;-12717.49;-12997.42;-12997.42;-12268.70;-81362.43;-81362.43;-81362.43;-81362.43;-81362.43;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
219967050997.02;248208198.56;16084.28;1.00;1.02;146.94;6.07;101.44;7.36;127.67;890.95;28921.85;28921.85;28921.85;28921.85;28921.85;121331.46;121331.46;121331.46;121331.46;121331.46;0.02;0.02;0.02;0.02;0.02;17102.08;17601.50;17362.30;17362.30;17983.48;16420.13;16420.13;16420.13;16420.13;16420.13;0.00;0.00;0.00;0.00;0.00;-11819.78;-11320.35;-11559.55;-11559.55;-10938.37;-104911.33;-104911.33;-104911.33;-104911.33;-104911.33;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
207624021075.89;256704608.49;19466.90;1.04;0.97;132.83;5.33;101.45;7.22;133.73;951.27;32481.79;32481.79;32481.79;32481.79;32481.79;103135.30;103135.30;103135.30;103135.30;103135.30;0.02;0.02;0.02;0.02;0.02;19764.76;20341.07;20066.38;20066.38;20782.46;18976.54;18976.54;18976.54;18976.54;18976.54;0.00;0.00;0.00;0.00;0.00;-12717.03;-12140.72;-12415.41;-12415.41;-11699.33;-84158.76;-84158.76;-84158.76;-84158.76;-84158.76;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
203009678297.75;251312895.85;21651.26;1.00;1.01;135.59;5.94;96.09;7.02;134.85;953.80;30871.24;30871.24;30871.24;30871.24;30871.24;110692.08;110692.08;110692.08;110692.08;110692.08;0.02;0.02;0.02;0.02;0.02;22859.38;23525.86;23208.30;23208.30;24036.35;21947.74;21947.74;21947.74;21947.74;21947.74;0.00;0.00;0.00;0.00;0.00;-8011.86;-7345.39;-7662.94;-7662.94;-6834.89;-88744.34;-88744.34;-88744.34;-88744.34;-88744.34;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201797628105.67;249902396.14;20393.70;1.02;0.98;139.90;5.73;105.26;7.32;142.40;964.27;32966.46;32966.46;32966.46;32966.46;32966.46;111374.19;111374.19;111374.19;111374.19;111374.19;0.02;0.02;0.02;0.02;0.02;20769.50;21375.49;21086.08;21086.08;21839.34;19941.26;19941.26;19941.26;19941.26;19941.26;0.00;0.00;0.00;0.00;0.00;-12196.95;-11590.97;-11880.38;-11880.38;-11127.12;-91432.94;-91432.94;-91432.94;-91432.94;-91432.94;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
224205633579.45;250855626.66;21581.66;0.99;1.00;125.31;5.46;100.31;6.97;149.74;929.03;33692.01;33692.01;33692.01;33692.01;33692.01;92315.43;92315.43;92315.43;92315.43;92315.43;0.01;0.01;0.01;0.01;0.01;22383.06;23035.58;22724.76;22724.76;23535.44;21490.41;21490.41;21490.41;21490.41;21490.41;0.00;0.00;0.00;0.00;0.00;-11308.95;-10656.42;-10967.24;-10967.24;-10156.57;-70825.03;-70825.03;-70825.03;-70825.03;-70825.03;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
203885820011.73;272820391.68;20598.67;0.97;1.02;139.68;5.73;104.91;7.14;143.95;921.16;34756.52;34756.52;34756.52;34756.52;34756.52;116035.28;116035.28;116035.28;116035.28;116035.28;0.01;0.01;0.01;0.01;0.01;21837.78;22475.09;22170.47;22170.47;22962.82;20966.95;20966.95;20966.95;20966.95;20966.95;0.00;0.00;0.00;0.00;0.00;-12918.74;-12281.43;-12586.05;-12586.05;-11793.70;-95068.33;-95068.33;-95068.33;-95068.33;-95068.33;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
213818071195.02;244109127.08;19518.70;1.02;1.05;130.10;5.75;100.49;7.70;126.96;954.46;28831.00;28831.00;28831.00;28831.00;28831.00;101989.39;101989.39;101989.39;101989.39;101989.39;0.02;0.02;0.02;0.02;0.02;21364.60;21987.88;21690.31;21690.31;22465.02;20512.61;20512.61;20512.61;20512.61;20512.61;0.00;0.00;0.00;0.00;0.00;-7466.40;-6843.12;-7140.69;-7140.69;-6365.98;-81476.78;-81476.78;-81476.78;-81476.78;-81476.78;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
187729472472.06;273366419.05;18420.81;0.99;0.99;140.71;5.63;103.27;7.23;144.49;1012.40;35665.95;35665.95;35665.95;35665.95;35665.95;117258.56;117258.56;117258.56;117258.56;117258.56;0.01;0.01;0.01;0.01;0.01;19020.11;19574.64;19310.43;19310.43;19999.40;18261.58;18261.58;18261.58;18261.58;18261.58;0.00;0.00;0.00;0.00;0.00;-16645.84;-16091.31;-16355.52;-16355.52;-15666.55;-98996.98;-98996.98;-98996.98;-98996.98;-98996.98;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
192350762083.73;242912884.06;19197.00;1.01;0.98;148.80;6.21;107.14;7.10;138.66;1003.54;31005.21;31005.21;31005.21;31005.21;31005.21;123947.19;123947.19;123947.19;123947.19;123947.19;0.02;0.02;0.02;0.02;0.02;19576.46;20147.65;19874.84;19874.84;20584.86;18795.79;18795.79;18795.79;18795.79;18795.79;0.00;0.00;0.00;0.00;0.00;-11428.75;-10857.56;-11130.37;-11130.37;-10420.35;-105151.40;-105151.40;-105151.40;-105151.40;-105151.40;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
211851164776.11;242850369.27;20562.61;0.98;1.00;139.86;6.22;104.15;7.66;135.36;979.07;29356.55;29356.55;29356.55;29356.55;29356.55;113119.74;113119.74;113119.74;113119.74;113119.74;0.01;0.01;0.01;0.01;0.01;21515.41;22143.37;21843.14;21843.14;22623.89;20657.44;20657.44;20657.44;20657.44;20657.44;0.00;0.00;0.00;0.00;0.00;-7841.14;-7213.18;-7513.41;-7513.41;-6732.65;-92462.30;-92462.30;-92462.30;-92462.30;-92462.30;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
194432007107.10;257494457.43;18988.09;1.02;0.97;133.72;6.23;95.21;6.32;145.59;932.24;34817.67;34817.67;34817.67;34817.67;34817.67;119472.43;119472.43;119472.43;119472.43;119472.43;0.02;0.02;0.02;0.02;0.02;19169.98;19728.68;19462.79;19462.79;20156.77;18405.45;18405.45;18405.45;18405.45;18405.45;0.00;0.00;0.00;0.00;0.00;-15647.69;-15088.99;-15354.88;-15354.88;-14660.90;-101066.98;-101066.98;-101066.98;-101066.98;-101066.98;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
214247981047.63;248067393.11;24301.50;1.00;0.97;135.20;5.97;91.75;7.29;139.44;928.14;31474.61;31474.61;31474.61;31474.61;31474.61;109273.09;109273.09;109273.09;109273.09;109273.09;0.02;0.02;0.02;0.02;0.02;24515.49;25230.42;24889.53;24889.53;25777.91;23537.83;23537.83;23537.83;23537.83;23537.83;0.00;0.00;0.00;0.00;0.00;-6959.11;-6244.19;-6585.08;-6585.08;-5696.70;-85735.26;-85735.26;-85735.26;-85735.26;-85735.26;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
198616334808.73;220690477.36;16419.38;0.99;1.05;128.52;6.14;105.80;7.71;137.43;929.50;27174.58;27174.58;27174.58;27174.58;27174.58;93621.03;93621.03;93621.03;93621.03;93621.03;0.01;0.01;0.01;0.01;0.01;17941.43;18465.24;18214.56;18214.56;18865.96;17226.00;17226.00;17226.00;17226.00;17226.00;0.00;0.00;0.00;0.00;0.00;-9233.15;-8709.34;-8960.02;-8960.02;-8308.62;-76395.03;-76395.03;-76395.03;-76395.03;-76395.03;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
185392910155.87;249182482.98;20725.70;1.03;1.00;150.47;5.32;95.67;6.90;142.20;829.44;33301.98;33301.98;33301.98;33301.98;33301.98;112553.23;112553.23;112553.23;112553.23;112553.23;0.02;0.02;0.02;0.02;0.02;21509.89;22137.78;21837.45;21837.45;22618.19;20652.15;20652.15;20652.15;20652.15;20652.15;0.00;0.00;0.00;0.00;0.00;-11792.09;-11164.20;-11464.53;-11464.53;-10683.79;-91901.08;-91901.08;-91901.08;-91901.08;-91901.08;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
209336152359.76;258263739.00;19846.93;1.03;1.01;143.13;5.56;97.84;7.07;127.19;919.85;30756.41;30756.41;30756.41;30756.41;30756.41;115487.49;115487.49;115487.49;115487.49;115487.49;0.02;0.02;0.02;0.02;0.02;20906.55;21516.38;21225.37;21225.37;21983.29;20072.82;20072.82;20072.82;20072.82;20072.82;0.00;0.00;0.00;0.00;0.00;-9849.86;-9240.03;-9531.04;-9531.04;-8773.12;-95414.67;-95414.67;-95414.67;-95414.67;-95414.67;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
197720831874.00;222156443.26;16871.70;1.01;1.02;148.45;5.80;104.78;7.21;129.03;937.44;26349.03;26349.03;26349.03;26349.03;26349.03;105422.93;105422.93;105422.93;105422.93;105422.93;0.02;0.02;0.02;0.02;0.02;17860.21;18381.51;18132.24;18132.24;18780.40;17148.00;17148.00;17148.00;17148.00;17148.00;0.00;0.00;0.00;0.00;0.00;-8488.82;-7967.52;-8216.79;-8216.79;-7568.62;-88274.93;-88274.93;-88274.93;-88274.93;-88274.93;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
