# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
308;895;3;3;3;1;1;-1;-1;0;0
502;770;2;2;2;2;2;0;0;0;0
586;948;2;2;2;2;2;0;0;1;0
600;1072;2;2;3;2;2;0;0;0;0
548;855;2;2;3;2;2;0;0;0;0
626;1120;3;3;3;2;3;0;0;0;0
436;943;3;3;3;2;2;-1;-1;0;0
463;1035;3;3;3;2;2;0;-1;0;0
387;1108;3;3;3;1;2;-1;-1;0;0
404;811;3;3;3;1;1;-1;-1;0;0
452;1037;3;3;4;2;2;-1;-1;0;0
343;936;2;2;2;1;1;0;0;0;0
292;973;2;2;2;1;1;0;0;0;0
495;1038;2;2;3;2;2;0;0;0;0
533;1049;2;2;3;2;2;0;0;0;0
527;1005;3;3;3;2;2;0;0;0;0
519;979;2;2;3;2;2;0;0;0;0
381;951;3;3;3;1;1;-1;-1;0;0
496;1269;2;2;2;2;2;0;0;0;0
591;1011;2;2;3;2;2;0;0;0;0
485;988;2;2;3;2;2;0;0;0;0
503;1139;2;2;3;2;2;0;0;0;0
502;981;2;2;3;2;2;0;0;0;0
502;901;2;2;2;2;2;0;0;0;0
522;1128;2;2;3;2;2;0;0;0;0
537;1029;3;3;3;2;2;0;-1;0;0
434;1048;2;2;3;2;2;0;-1;0;0
696;1047;3;3;3;3;3;0;0;1;0
371;945;3;3;3;1;1;-1;-1;0;0
379;1071;2;2;3;1;2;-1;-1;0;0
597;1005;3;3;3;2;2;0;0;0;0
569;983;3;3;3;2;2;0;0;0;0
648;1093;3;3;3;2;3;0;0;0;0
498;922;2;2;2;2;2;0;0;0;0
475;994;2;2;3;2;2;0;0;0;0
477;973;2;2;2;2;2;0;0;0;0
424;916;3;3;3;2;2;-1;-1;0;0
430;889;2;2;2;2;2;0;0;0;0
460;827;2;2;3;2;2;0;0;0;0
411;1038;3;3;3;2;2;-1;-1;0;0
377;917;3;3;3;1;1;-1;-1;0;0
441;1076;2;2;2;2;2;0;0;0;0
629;1126;3;3;3;2;3;0;0;0;0
597;1053;2;2;3;2;2;0;0;0;0
551;1061;2;2;2;2;2;0;0;1;1
456;993;3;3;3;2;2;0;-1;0;0
566;1084;2;2;3;2;2;0;0;0;0
530;1031;3;3;3;2;2;0;0;0;0
548;886;3;3;3;2;2;0;0;0;0
544;1051;2;2;2;2;2;0;0;1;1
350;872;3;3;4;1;1;-2;-2;0;0
369;1129;2;2;3;1;2;0;-1;0;0
509;945;2;2;3;2;2;0;0;0;0
572;901;3;3;3;2;2;0;-1;0;0
542;1154;2;2;3;2;2;0;0;0;0
614;982;3;3;3;2;2;0;0;0;0
612;806;2;2;3;2;2;0;0;0;0
471;1139;3;3;3;2;2;-1;-1;0;0
452;928;3;3;3;2;2;-1;-1;0;0
605;939;3;3;3;2;2;0;0;0;0
156;958;3;3;3;1;1;-2;-2;0;0
346;1163;2;2;2;1;1;0;0;0;0
540;987;3;3;3;2;2;0;0;0;0
646;874;2;2;3;2;2;0;0;0;0
619;975;3;3;3;2;2;0;0;0;0
612;1048;3;3;3;2;2;0;0;0;0
460;1077;3;3;3;2;2;0;0;0;0
389;979;2;2;3;1;2;-1;-1;0;0
526;980;3;3;3;2;2;0;-1;0;0
544;966;3;3;3;2;2;0;-1;0;0
539;863;2;2;2;2;2;0;0;0;0
494;1095;2;2;3;2;2;0;0;0;0
566;1102;3;3;3;2;2;0;-1;0;0
346;1003;3;3;3;1;1;-1;-1;0;0
626;772;2;2;3;2;2;0;0;0;0
407;889;2;2;3;1;2;0;-1;0;0
467;1033;3;3;3;2;2;0;-1;0;0
520;1083;2;2;3;2;2;0;0;0;0
483;1047;2;2;2;2;2;0;0;0;0
476;909;2;2;2;2;2;0;0;0;0
593;818;3;3;3;2;2;0;0;0;0
405;999;2;2;2;1;2;0;0;0;0
412;1132;2;2;2;2;2;0;0;0;0
529;1010;3;3;3;2;2;-1;-1;0;0
586;1184;2;2;2;2;2;0;0;1;0
512;1203;2;2;3;2;2;0;0;0;0
384;1058;2;2;3;1;2;0;-1;0;0
483;1057;3;3;3;2;2;0;-1;0;0
478;1056;3;3;3;2;2;0;0;0;0
514;962;2;2;3;2;2;0;0;0;0
259;967;2;2;2;1;1;-1;-1;0;0
499;1090;2;2;3;2;2;0;0;0;0
504;1050;3;3;3;2;2;0;0;0;0
288;832;3;3;3;1;1;-1;-2;0;0
444;978;3;3;3;2;2;0;-1;0;0
506;1115;3;3;3;2;2;0;0;0;0
565;1112;3;3;3;2;2;0;0;0;0
348;1146;2;2;3;1;1;0;-1;0;0
359;974;2;2;3;1;1;0;-1;0;0
534;1029;2;2;3;2;2;0;0;0;0
