# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
199000028130.43;256713981.31;15282.11;1.01;0.97;137.03;5.54;103.68;6.81;137.34;949.44;32051.12;106233.87;0.01;28075.97;15282.00;0.00;-5086.59;-92156.76;-0.02;0.00;0.00;0.00
189174024894.42;263429222.76;18201.67;1.00;0.95;141.76;5.74;103.83;6.97;137.15;943.78;32845.37;116858.77;0.01;33439.31;18201.00;0.00;-1010.38;-99723.63;-0.02;0.00;0.00;0.00
198614883347.08;253927102.75;15725.52;1.08;1.01;142.38;5.99;101.26;7.31;141.73;963.01;32716.74;118147.24;0.01;28890.45;15725.00;0.00;-6279.86;-111956.46;-0.02;0.00;0.00;0.00
220737000879.90;248745688.30;16550.88;1.07;0.99;138.16;5.55;98.96;7.10;141.48;933.36;31993.12;104026.63;0.01;30405.73;16550.00;0.00;-3909.82;-94383.54;-0.02;0.00;0.00;0.00
204382323763.34;232216656.92;16170.90;0.96;0.95;134.63;5.82;101.00;7.15;133.76;932.65;28237.97;99167.64;0.01;29707.88;16170.00;0.00;1265.45;-79661.83;-0.01;1.00;0.00;0.00
206653549659.35;255921065.31;15754.67;1.02;1.02;139.40;5.65;101.89;6.89;137.77;960.83;32053.06;109887.31;0.01;28943.10;15754.00;0.00;-3038.49;-95724.65;-0.02;0.00;0.00;0.00
207354789521.50;243999165.47;12432.31;1.09;1.04;139.87;5.63;102.93;6.80;137.15;928.88;30422.56;104846.05;0.01;22840.23;12432.00;0.00;-9199.10;-100813.57;-0.02;0.00;0.00;0.00
196503602425.86;233830967.37;15222.88;1.03;1.01;133.80;5.66;103.95;7.15;138.31;956.84;29401.64;96522.82;0.01;27966.00;15222.00;0.00;-1881.05;-83809.91;-0.02;0.00;0.00;0.00
198767382935.84;270665966.52;14852.78;1.04;1.01;139.47;5.88;98.10;7.00;138.96;992.83;34192.71;121051.25;0.01;27285.62;14852.00;0.00;-8063.35;-111224.60;-0.02;0.00;0.00;0.00
180187888297.97;225280012.85;15661.44;1.01;1.05;134.28;5.90;103.46;7.22;132.06;906.51;27045.79;97298.24;0.01;28773.27;15661.00;0.00;3067.20;-81594.91;-0.02;1.00;0.00;0.00
205437952796.66;251796356.60;14114.64;0.97;1.04;143.23;6.08;100.18;6.67;135.76;916.42;31077.03;119544.60;0.01;25930.62;14114.00;0.00;-3106.38;-101159.84;-0.01;0.00;0.00;0.00
195208529960.40;271545748.17;14369.31;0.91;1.04;142.17;5.63;98.62;6.99;146.48;949.05;36158.90;118647.00;0.01;26398.66;14369.00;0.00;-5543.77;-93197.20;-0.01;0.00;0.00;0.00
204308455150.75;237710207.23;16715.12;1.02;1.04;140.62;5.84;102.63;7.31;138.19;937.05;29863.15;106444.89;0.01;30709.55;16715.00;0.00;1705.33;-90746.85;-0.02;1.00;0.00;0.00
202598815082.96;252231744.04;14466.32;1.06;1.02;137.54;5.71;101.99;7.21;139.13;960.86;31902.88;107978.84;0.01;26577.09;14466.00;0.00;-6650.97;-99498.75;-0.02;0.00;0.00;0.00
179296795428.23;248335819.04;15868.58;1.01;0.98;138.80;5.74;102.49;6.93;139.65;957.00;31527.08;107897.85;0.01;29152.71;15868.00;0.00;-3486.68;-93965.58;-0.02;0.00;0.00;0.00
209673861098.61;242412571.72;14332.11;0.92;1.03;143.45;5.77;102.10;7.04;141.96;935.93;31283.56;109374.12;0.01;26331.18;14332.00;0.00;-1439.56;-85345.21;-0.01;0.00;0.00;0.00
193548174468.63;232940830.04;16956.25;1.03;1.04;140.14;5.71;102.23;7.06;141.07;928.67;29874.23;101728.96;0.01;31152.06;16956.00;0.00;1732.83;-87065.01;-0.02;1.00;0.00;0.00
210112964444.40;245174354.97;15511.24;1.00;1.07;138.32;5.84;102.45;7.15;139.75;932.48;31149.19;108111.08;0.01;28497.35;15511.00;0.00;-589.89;-91024.82;-0.01;0.00;0.00;0.00
210326284401.92;247109062.00;14968.72;1.04;0.93;141.08;5.65;104.86;6.98;141.17;920.81;31714.14;107482.29;0.01;27499.80;14968.00;0.00;-7158.54;-97383.71;-0.02;0.00;0.00;0.00
198866551680.02;255816029.08;14819.38;0.94;0.91;139.86;5.85;105.31;7.20;141.78;919.17;32972.30;114161.05;0.01;27226.36;14819.00;0.00;-6280.22;-94273.67;-0.01;0.00;0.00;0.00
190821535281.94;260907735.42;14760.13;0.98;1.07;145.23;5.71;100.20;7.26;134.12;902.60;31812.52;118099.82;0.01;27117.94;14760.00;0.00;-2263.29;-100156.20;-0.01;0.00;0.00;0.00
