# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
211657137727.62;249556533.34;20925.27;1.01;0.97;137.39;5.77;99.03;7.64;152.94;1041.87;35130.53;35130.53;35130.53;35130.53;35130.53;109225.32;109225.32;109225.32;109225.32;109225.32;0.02;0.02;0.02;0.02;0.02;21224.39;21843.06;21548.49;21548.49;22317.03;20377.94;20377.94;20377.94;20377.94;20377.94;0.00;0.00;0.00;0.00;0.00;-13906.14;-13287.48;-13582.04;-13582.04;-12813.50;-88847.38;-88847.38;-88847.38;-88847.38;-88847.38;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
194574038909.09;264165534.55;24030.60;0.97;0.97;153.52;5.67;94.71;6.77;146.59;911.87;34124.60;34124.60;34124.60;34124.60;34124.60;121621.25;121621.25;121621.25;121621.25;121621.25;0.01;0.01;0.01;0.01;0.01;24195.53;24901.28;24564.53;24564.53;25441.63;23230.64;23230.64;23230.64;23230.64;23230.64;0.00;0.00;0.00;0.00;0.00;-9929.07;-9223.33;-9560.08;-9560.08;-8682.97;-98390.61;-98390.61;-98390.61;-98390.61;-98390.61;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
196058364882.18;269491516.63;20145.35;1.02;1.02;141.91;5.49;95.37;7.26;147.74;871.65;36985.60;36985.60;36985.60;36985.60;36985.60;117044.29;117044.29;117044.29;117044.29;117044.29;0.02;0.02;0.02;0.02;0.02;21426.95;22052.24;21753.42;21753.42;22530.79;20572.50;20572.50;20572.50;20572.50;20572.50;0.00;0.00;0.00;0.00;0.00;-15558.65;-14933.36;-15232.18;-15232.18;-14454.81;-96471.79;-96471.79;-96471.79;-96471.79;-96471.79;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
204062993870.94;221779661.42;19151.33;1.02;0.99;135.39;5.40;96.16;6.99;151.81;901.28;31202.97;31202.97;31202.97;31202.97;31202.97;90180.49;90180.49;90180.49;90180.49;90180.49;0.02;0.02;0.02;0.02;0.02;19717.61;20292.59;20018.46;20018.46;20732.94;18931.27;18931.27;18931.27;18931.27;18931.27;0.00;0.00;0.00;0.00;0.00;-11485.36;-10910.37;-11184.51;-11184.51;-10470.03;-71249.22;-71249.22;-71249.22;-71249.22;-71249.22;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
190653081242.70;263500118.07;22542.13;0.98;0.93;138.45;5.87;99.17;7.12;154.88;846.45;36439.17;36439.17;36439.17;36439.17;36439.17;114792.90;114792.90;114792.90;114792.90;114792.90;0.01;0.01;0.01;0.01;0.01;21779.25;22415.16;22110.74;22110.74;22901.59;20910.78;20910.78;20910.78;20910.78;20910.78;0.00;0.00;0.00;0.00;0.00;-14659.92;-14024.01;-14328.43;-14328.43;-13537.58;-93882.11;-93882.11;-93882.11;-93882.11;-93882.11;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
185862800509.80;239622424.56;20734.67;0.96;1.04;138.29;6.20;108.21;7.04;137.48;925.09;28770.00;28770.00;28770.00;28770.00;28770.00;107600.92;107600.92;107600.92;107600.92;107600.92;0.01;0.01;0.01;0.01;0.01;22516.24;23173.54;22859.09;22859.09;23676.43;21618.38;21618.38;21618.38;21618.38;21618.38;0.00;0.00;0.00;0.00;0.00;-6253.76;-5596.46;-5910.91;-5910.91;-5093.57;-85982.54;-85982.54;-85982.54;-85982.54;-85982.54;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
185071004830.97;254799816.70;16019.21;1.03;0.96;132.50;5.68;93.32;7.50;137.84;938.55;32891.27;32891.27;32891.27;32891.27;32891.27;107682.22;107682.22;107682.22;107682.22;107682.22;0.02;0.02;0.02;0.02;0.02;16091.83;16561.06;16337.38;16337.38;16920.43;15450.09;15450.09;15450.09;15450.09;15450.09;0.00;0.00;0.00;0.00;0.00;-16799.44;-16330.21;-16553.89;-16553.89;-15970.84;-92232.13;-92232.13;-92232.13;-92232.13;-92232.13;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
180577745383.71;248016982.65;23459.46;1.01;1.01;139.45;5.31;108.15;7.38;138.45;910.32;31623.83;31623.83;31623.83;31623.83;31623.83;101460.06;101460.06;101460.06;101460.06;101460.06;0.02;0.02;0.02;0.02;0.02;24580.39;25297.93;24954.68;24954.68;25846.92;23600.21;23600.21;23600.21;23600.21;23600.21;0.00;0.00;0.00;0.00;0.00;-7043.44;-6325.90;-6669.14;-6669.14;-5776.91;-77859.85;-77859.85;-77859.85;-77859.85;-77859.85;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
206261225874.79;284896731.19;19983.28;1.03;0.97;137.75;6.03;105.49;7.26;132.45;879.00;35495.93;35495.93;35495.93;35495.93;35495.93;133485.89;133485.89;133485.89;133485.89;133485.89;0.02;0.02;0.02;0.02;0.02;20288.89;20881.40;20597.59;20597.59;21334.56;19479.87;19479.87;19479.87;19479.87;19479.87;0.00;0.00;0.00;0.00;0.00;-15207.04;-14614.53;-14898.34;-14898.34;-14161.37;-114006.02;-114006.02;-114006.02;-114006.02;-114006.02;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
221714093061.49;263698085.74;20153.79;1.01;0.98;136.56;5.95;107.16;7.32;141.22;1004.30;34150.71;34150.71;34150.71;34150.71;34150.71;117903.58;117903.58;117903.58;117903.58;117903.58;0.02;0.02;0.02;0.02;0.02;20579.18;21179.47;20893.00;20893.00;21639.06;19758.51;19758.51;19758.51;19758.51;19758.51;0.00;0.00;0.00;0.00;0.00;-13571.52;-12971.24;-13257.70;-13257.70;-12511.64;-98145.07;-98145.07;-98145.07;-98145.07;-98145.07;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
210407905002.18;256981249.95;22820.13;0.99;0.99;128.56;6.00;107.81;7.12;140.90;875.02;32501.76;32501.76;32501.76;32501.76;32501.76;106793.28;106793.28;106793.28;106793.28;106793.28;0.01;0.01;0.01;0.01;0.01;23482.50;24168.15;23839.91;23839.91;24692.63;22546.12;22546.12;22546.12;22546.12;22546.12;0.00;0.00;0.00;0.00;0.00;-9019.26;-8333.61;-8661.86;-8661.86;-7809.13;-84247.16;-84247.16;-84247.16;-84247.16;-84247.16;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
199312089810.92;243046473.89;19930.35;1.04;0.99;136.69;6.23;105.58;7.41;136.97;826.51;31350.87;31350.87;31350.87;31350.87;31350.87;116907.96;116907.96;116907.96;116907.96;116907.96;0.02;0.02;0.02;0.02;0.02;20555.84;21156.57;20868.17;20868.17;21615.72;19736.22;19736.22;19736.22;19736.22;19736.22;0.00;0.00;0.00;0.00;0.00;-10795.03;-10194.30;-10482.70;-10482.70;-9735.15;-97171.74;-97171.74;-97171.74;-97171.74;-97171.74;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
194250919512.46;245572132.13;20208.59;1.01;0.98;150.93;5.55;97.32;7.28;144.19;946.19;32463.59;32463.59;32463.59;32463.59;32463.59;113199.02;113199.02;113199.02;113199.02;113199.02;0.02;0.02;0.02;0.02;0.02;20636.25;21238.23;20950.91;20950.91;21699.10;19813.31;19813.31;19813.31;19813.31;19813.31;0.00;0.00;0.00;0.00;0.00;-11827.34;-11225.36;-11512.68;-11512.68;-10764.49;-93385.71;-93385.71;-93385.71;-93385.71;-93385.71;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
221335945826.18;239426527.80;18886.57;0.99;0.96;138.58;6.07;91.98;7.33;142.28;925.35;30797.32;30797.32;30797.32;30797.32;30797.32;109314.18;109314.18;109314.18;109314.18;109314.18;0.01;0.01;0.01;0.01;0.01;18921.59;19473.52;19210.15;19210.15;19896.09;18167.02;18167.02;18167.02;18167.02;18167.02;0.00;0.00;0.00;0.00;0.00;-11875.73;-11323.81;-11587.18;-11587.18;-10901.23;-91147.16;-91147.16;-91147.16;-91147.16;-91147.16;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
195095528808.93;254776771.53;17238.79;1.02;0.97;137.46;6.30;97.76;7.47;146.17;927.77;34493.98;34493.98;34493.98;34493.98;34493.98;122667.63;122667.63;122667.63;122667.63;122667.63;0.02;0.02;0.02;0.02;0.02;17493.14;18003.69;17759.63;17759.63;18394.38;16795.57;16795.57;16795.57;16795.57;16795.57;0.00;0.00;0.00;0.00;0.00;-17000.84;-16490.29;-16734.36;-16734.36;-16099.60;-105872.06;-105872.06;-105872.06;-105872.06;-105872.06;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
198619792777.20;247770765.02;17355.66;0.99;0.97;141.74;5.62;96.81;7.12;138.31;966.99;30842.16;30842.16;30842.16;30842.16;30842.16;106487.03;106487.03;106487.03;106487.03;106487.03;0.01;0.01;0.01;0.01;0.01;17611.03;18124.46;17879.87;17879.87;18517.75;16908.70;16908.70;16908.70;16908.70;16908.70;0.00;0.00;0.00;0.00;0.00;-13231.12;-12717.69;-12962.29;-12962.29;-12324.40;-89578.33;-89578.33;-89578.33;-89578.33;-89578.33;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
196475384833.20;256445755.60;20441.57;1.03;1.02;130.08;5.94;104.59;7.09;139.42;899.84;33597.83;33597.83;33597.83;33597.83;33597.83;111783.69;111783.69;111783.69;111783.69;111783.69;0.02;0.02;0.02;0.02;0.02;21779.15;22414.79;22110.93;22110.93;22901.20;20910.67;20910.67;20910.67;20910.67;20910.67;0.00;0.00;0.00;0.00;0.00;-11818.68;-11183.05;-11486.91;-11486.91;-10696.63;-90873.02;-90873.02;-90873.02;-90873.02;-90873.02;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
204285465311.66;255540502.06;19733.27;1.00;1.06;136.94;6.02;101.64;6.93;139.74;899.04;32357.35;32357.35;32357.35;32357.35;32357.35;114568.65;114568.65;114568.65;114568.65;114568.65;0.01;0.01;0.01;0.01;0.01;21858.51;22496.40;22191.55;22191.55;22984.59;20986.85;20986.85;20986.85;20986.85;20986.85;0.00;0.00;0.00;0.00;0.00;-10498.84;-9860.95;-10165.80;-10165.80;-9372.76;-93581.79;-93581.79;-93581.79;-93581.79;-93581.79;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
210068735631.58;275608303.40;18052.14;0.99;1.00;143.05;6.05;104.91;7.29;127.62;911.38;31625.64;31625.64;31625.64;31625.64;31625.64;128714.91;128714.91;128714.91;128714.91;128714.91;0.01;0.01;0.01;0.01;0.01;18839.32;19389.39;19126.07;19126.07;19810.16;18088.09;18088.09;18088.09;18088.09;18088.09;0.00;0.00;0.00;0.00;0.00;-12786.31;-12236.25;-12499.56;-12499.56;-11815.47;-110626.82;-110626.82;-110626.82;-110626.82;-110626.82;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
225104124603.40;243354679.81;22364.00;0.99;1.03;133.00;5.88;107.04;7.18;131.21;933.55;28627.34;28627.34;28627.34;28627.34;28627.34;102309.28;102309.28;102309.28;102309.28;102309.28;0.01;0.01;0.01;0.01;0.01;23896.35;24593.72;24260.44;24260.44;25127.41;22943.43;22943.43;22943.43;22943.43;22943.43;0.00;0.00;0.00;0.00;0.00;-4730.98;-4033.62;-4366.89;-4366.89;-3499.92;-79365.85;-79365.85;-79365.85;-79365.85;-79365.85;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202710676647.05;254794955.96;18016.57;1.03;0.98;132.35;6.09;103.94;7.45;143.20;1001.95;34230.38;34230.38;34230.38;34230.38;34230.38;115666.06;115666.06;115666.06;115666.06;115666.06;0.02;0.02;0.02;0.02;0.02;18305.28;18839.19;18584.47;18584.47;19248.00;17575.28;17575.28;17575.28;17575.28;17575.28;0.00;0.00;0.00;0.00;0.00;-15925.10;-15391.19;-15645.91;-15645.91;-14982.38;-98090.78;-98090.78;-98090.78;-98090.78;-98090.78;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
227998225485.32;262299172.17;18400.91;0.96;1.02;129.69;6.20;100.88;6.97;120.05;934.95;27586.05;27586.05;27586.05;27586.05;27586.05;110854.69;110854.69;110854.69;110854.69;110854.69;0.01;0.01;0.01;0.01;0.01;19521.37;20090.79;19819.08;19819.08;20526.76;18742.88;18742.88;18742.88;18742.88;18742.88;0.00;0.00;0.00;0.00;0.00;-8064.68;-7495.27;-7766.97;-7766.97;-7059.30;-92111.80;-92111.80;-92111.80;-92111.80;-92111.80;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
200680915983.04;248632775.09;23119.30;1.01;1.01;134.46;5.81;107.36;6.76;127.59;987.83;29209.74;29209.74;29209.74;29209.74;29209.74;107221.10;107221.10;107221.10;107221.10;107221.10;0.02;0.02;0.02;0.02;0.02;24348.34;25058.22;24719.99;24719.99;25601.97;23377.32;23377.32;23377.32;23377.32;23377.32;0.00;0.00;0.00;0.00;0.00;-4861.40;-4151.52;-4489.74;-4489.74;-3607.77;-83843.78;-83843.78;-83843.78;-83843.78;-83843.78;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
227286800558.99;249524878.41;16136.13;0.99;0.98;135.37;6.02;102.36;7.04;139.52;944.36;31371.49;31371.49;31371.49;31371.49;31371.49;109933.16;109933.16;109933.16;109933.16;109933.16;0.01;0.01;0.01;0.01;0.01;16403.59;16882.11;16653.70;16653.70;17248.45;15749.44;15749.44;15749.44;15749.44;15749.44;0.00;0.00;0.00;0.00;0.00;-14967.90;-14489.38;-14717.79;-14717.79;-14123.04;-94183.72;-94183.72;-94183.72;-94183.72;-94183.72;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
194743691310.59;278345528.41;20910.87;1.00;0.96;131.58;6.35;99.27;7.01;144.87;968.78;36610.66;36610.66;36610.66;36610.66;36610.66;126741.14;126741.14;126741.14;126741.14;126741.14;0.01;0.01;0.01;0.01;0.01;20877.21;21486.00;21195.76;21195.76;21952.24;20044.63;20044.63;20044.63;20044.63;20044.63;0.00;0.00;0.00;0.00;0.00;-15733.45;-15124.66;-15414.90;-15414.90;-14658.42;-106696.51;-106696.51;-106696.51;-106696.51;-106696.51;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
211382315370.33;225525148.66;16680.22;0.94;1.03;145.35;5.56;114.41;7.64;145.17;1000.83;27960.20;27960.20;27960.20;27960.20;27960.20;93331.84;93331.84;93331.84;93331.84;93331.84;0.01;0.01;0.01;0.01;0.01;17913.28;18436.17;18186.07;18186.07;18836.26;17198.96;17198.96;17198.96;17198.96;17198.96;0.00;0.00;0.00;0.00;0.00;-10046.93;-9524.03;-9774.13;-9774.13;-9123.95;-76132.88;-76132.88;-76132.88;-76132.88;-76132.88;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
202723637759.95;225309347.13;19850.57;0.98;1.00;142.78;6.34;100.83;7.03;121.98;940.14;24462.81;24462.81;24462.81;24462.81;24462.81;108872.02;108872.02;108872.02;108872.02;108872.02;0.01;0.01;0.01;0.01;0.01;20624.39;21226.23;20938.65;20938.65;21686.85;19801.94;19801.94;19801.94;19801.94;19801.94;0.00;0.00;0.00;0.00;0.00;-3838.42;-3236.57;-3524.15;-3524.15;-2775.95;-89070.09;-89070.09;-89070.09;-89070.09;-89070.09;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
207627227331.31;259595084.07;18599.70;1.04;0.98;127.29;6.08;98.13;6.50;140.25;969.18;34480.66;34480.66;34480.66;34480.66;34480.66;114201.55;114201.55;114201.55;114201.55;114201.55;0.02;0.02;0.02;0.02;0.02;18986.77;19539.94;19276.98;19276.98;19963.93;18229.53;18229.53;18229.53;18229.53;18229.53;0.00;0.00;0.00;0.00;0.00;-15493.90;-14940.73;-15203.69;-15203.69;-14516.74;-95972.02;-95972.02;-95972.02;-95972.02;-95972.02;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
227652959835.42;250452817.36;18724.86;0.96;0.98;135.09;5.94;100.26;6.65;143.12;963.72;31268.41;31268.41;31268.41;31268.41;31268.41;105111.30;105111.30;105111.30;105111.30;105111.30;0.01;0.01;0.01;0.01;0.01;19097.90;19654.59;19389.53;19389.53;20081.08;18336.26;18336.26;18336.26;18336.26;18336.26;0.00;0.00;0.00;0.00;0.00;-12170.50;-11613.82;-11878.88;-11878.88;-11187.33;-86775.04;-86775.04;-86775.04;-86775.04;-86775.04;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
206900432217.02;247126814.46;18889.63;1.06;0.97;142.35;5.94;93.56;7.05;131.78;941.97;31494.10;31494.10;31494.10;31494.10;31494.10;121330.16;121330.16;121330.16;121330.16;121330.16;0.02;0.02;0.02;0.02;0.02;19050.25;19605.77;19340.93;19340.93;20031.21;18290.53;18290.53;18290.53;18290.53;18290.53;0.00;0.00;0.00;0.00;0.00;-12443.84;-11888.33;-12153.17;-12153.17;-11462.89;-103039.62;-103039.62;-103039.62;-103039.62;-103039.62;-0.02;-0.02;-0.02;-0.02;-0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
