# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
220840365018.14;248323238.83;9025.30;31469.33;109199.02;0.01;27598.20;10513.58;37.26;-3871.13;-98685.44;0.36;0.00;0.00;1.00
214206989353.41;280410657.09;11767.70;35535.68;123309.31;0.01;27598.20;10513.58;37.26;-7937.48;-112795.73;0.36;0.00;0.00;1.00
192860735964.14;200012620.11;11190.73;25347.05;87954.64;0.01;27598.20;10513.58;37.26;2251.15;-77441.06;0.36;1.00;0.00;1.00
181484039658.85;239446265.92;10387.13;30344.37;105295.41;0.01;27598.20;10513.58;37.26;-2746.17;-94781.83;0.36;0.00;0.00;1.00
191265777618.15;270169902.65;10748.34;34237.89;118805.99;0.01;27598.20;10513.58;37.26;-6639.69;-108292.41;0.36;0.00;0.00;1.00
194273768777.71;243097592.34;11336.24;30807.09;106901.06;0.01;27598.20;10513.58;37.26;-3208.89;-96387.48;0.36;0.00;0.00;1.00
235479531198.15;265230721.77;11146.79;33611.97;116634.00;0.01;27598.20;10513.58;37.26;-6013.77;-106120.42;0.36;0.00;0.00;1.00
213115574882.00;266325572.82;9059.00;33750.71;117115.46;0.01;27598.20;10513.58;37.26;-6152.51;-106601.88;0.36;0.00;0.00;1.00
228893375733.77;249414018.44;10316.87;31607.56;109678.68;0.01;27598.20;10513.58;37.26;-4009.36;-99165.10;0.36;0.00;0.00;1.00
199665854865.67;178897761.33;11257.91;22671.23;78669.48;0.01;27598.20;10513.58;37.26;4926.97;-68155.90;0.36;1.00;0.00;1.00
