# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
223907327178.93;247619508.55;12397.94;33766296620.64;1.00;1.50;27598.20;10513.58;0.00;-33766269022.44;10512.58;-1.50;0.00;1.00;0.00
201509786190.82;230476924.45;9721.35;31428671516.17;1.00;1.50;27598.20;10513.58;0.00;-31428643917.97;10512.58;-1.50;0.00;1.00;0.00
194111368474.38;264834628.17;10522.33;36113812932.95;1.00;1.50;27598.20;10513.58;0.00;-36113785334.75;10512.58;-1.50;0.00;1.00;0.00
227003773289.89;299591374.38;8426.03;40853369233.03;1.00;1.50;27598.20;10513.58;0.00;-40853341634.83;10512.58;-1.50;0.00;1.00;0.00
199529074900.70;280797248.16;10299.04;38290533839.36;1.00;1.50;27598.20;10513.58;0.00;-38290506241.16;10512.58;-1.50;0.00;1.00;0.00
173086498624.55;309968436.11;9928.01;42268423106.38;1.00;1.50;27598.20;10513.58;0.00;-42268395508.18;10512.58;-1.50;0.00;1.00;0.00
216525260177.47;250899489.84;11026.41;34213566796.68;1.00;1.50;27598.20;10513.58;0.00;-34213539198.48;10512.58;-1.50;0.00;1.00;0.00
221885321053.01;307636771.40;11974.23;41950468827.68;1.00;1.50;27598.20;10513.58;0.00;-41950441229.48;10512.58;-1.50;0.00;1.00;0.00
209434081685.06;297674439.13;9709.01;40591968971.83;1.00;1.50;27598.20;10513.58;0.00;-40591941373.63;10512.58;-1.50;0.00;1.00;0.00
183694275738.74;248987851.52;11054.63;33952888844.01;1.00;1.50;27598.20;10513.58;0.00;-33952861245.81;10512.58;-1.50;0.00;1.00;0.00
