# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
204142925374.66;228003857.80;14756.64;0.96;1.01;151.89;5.66;102.50;7.04;985.65;32114.32;32114.32;32114.32;32114.32;32114.32;112357.15;112357.15;112357.15;112357.15;112357.15;0.01;0.01;0.01;0.01;0.01;25896.31;15238.16;16453.44;17135.00;17458.29;19445.50;15201.64;15751.92;16011.56;15906.68;0.00;0.00;0.00;0.00;0.00;-6218.01;-16876.16;-15660.87;-14979.31;-14656.03;-92911.65;-97155.51;-96605.23;-96345.59;-96450.47;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
179317701820.38;243307034.61;13279.91;1.00;1.01;134.59;5.58;105.46;7.67;3672.56;34174.42;34174.42;34174.42;34174.42;34174.42;109724.87;109724.87;109724.87;109724.87;109724.87;0.02;0.02;0.02;0.02;0.02;25603.98;16969.41;17906.81;18467.15;18890.97;20129.25;16640.69;17093.06;17306.52;17220.30;0.00;0.00;0.00;0.00;0.00;-8570.44;-17205.01;-16267.60;-15707.27;-15283.45;-89595.62;-93084.18;-92631.81;-92418.35;-92504.58;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
205918999780.98;258744947.05;12270.37;1.00;1.04;137.67;5.86;97.64;7.67;1477.42;35415.86;35415.86;35415.86;35415.86;35415.86;125586.43;125586.43;125586.43;125586.43;125586.43;0.02;0.02;0.02;0.02;0.02;22764.74;13895.74;14893.78;15463.16;15775.67;17331.29;13786.40;14246.07;14462.98;14375.36;0.00;0.00;0.00;0.00;0.00;-12651.12;-21520.12;-20522.08;-19952.70;-19640.19;-108255.14;-111800.03;-111340.36;-111123.46;-111211.07;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
191970277075.85;239558109.46;13027.17;1.02;1.01;140.84;5.92;103.88;7.16;2554.92;34101.93;34101.93;34101.93;34101.93;34101.93;122337.56;122337.56;122337.56;122337.56;122337.56;0.02;0.02;0.02;0.02;0.02;24367.72;15430.80;16422.55;16998.76;17362.99;18815.95;15228.45;15693.64;15913.15;15824.48;0.00;0.00;0.00;0.00;0.00;-9734.22;-18671.13;-17679.38;-17103.18;-16738.95;-103521.61;-107109.10;-106643.91;-106424.40;-106513.07;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
215399287013.91;244943141.11;13494.10;1.04;1.01;135.89;5.64;106.96;7.01;3511.40;33989.51;33989.51;33989.51;33989.51;33989.51;117381.65;117381.65;117381.65;117381.65;117381.65;0.02;0.02;0.02;0.02;0.02;26289.02;16701.06;17763.16;18381.64;18777.97;20324.88;16474.37;16973.67;17209.28;17114.11;0.00;0.00;0.00;0.00;0.00;-7700.49;-17288.44;-16226.35;-15607.87;-15211.54;-97056.77;-100907.28;-100407.98;-100172.37;-100267.54;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
199415496193.74;244698523.31;12100.09;0.97;0.99;138.24;5.22;96.13;7.15;2306.64;29579.09;29579.09;29579.09;29579.09;29579.09;102561.50;102561.50;102561.50;102561.50;102561.50;0.01;0.01;0.01;0.01;0.01;21667.68;13952.13;14801.93;15300.51;15637.01;16840.76;13736.68;14139.19;14329.12;14252.40;0.00;0.00;0.00;0.00;0.00;-7911.41;-15626.96;-14777.16;-14278.59;-13942.09;-85720.74;-88824.82;-88422.31;-88232.38;-88309.10;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
204715670550.09;281120699.41;13130.70;0.98;1.01;132.53;5.96;92.88;6.54;1863.09;30380.40;30380.40;30380.40;30380.40;30380.40;130241.48;130241.48;130241.48;130241.48;130241.48;0.01;0.01;0.01;0.01;0.01;21935.96;15090.06;15816.18;16263.36;16657.11;17507.28;14723.46;15084.45;15254.80;15185.99;0.00;0.00;0.00;0.00;0.00;-8444.44;-15290.34;-14564.22;-14117.04;-13723.29;-112734.20;-115518.02;-115157.03;-114986.68;-115055.49;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
204930872436.41;247535126.08;13338.44;1.02;1.01;143.96;5.47;106.35;7.44;2596.55;37469.72;37469.72;37469.72;37469.72;37469.72;119479.96;119479.96;119479.96;119479.96;119479.96;0.02;0.02;0.02;0.02;0.02;26038.76;15551.00;16740.81;17412.50;17750.51;19661.09;15478.93;16021.22;16277.10;16173.74;0.00;0.00;0.00;0.00;0.00;-11430.95;-21918.71;-20728.90;-20057.22;-19719.21;-99818.87;-104001.03;-103458.74;-103202.86;-103306.22;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
212006521614.97;256252692.20;14689.47;1.03;0.95;142.19;5.56;96.40;7.30;2524.41;35282.41;35282.41;35282.41;35282.41;35282.41;125620.81;125620.81;125620.81;125620.81;125620.81;0.02;0.02;0.02;0.02;0.02;25376.62;15976.41;17022.26;17627.88;18001.98;19550.73;15780.06;16269.00;16499.71;16406.52;0.00;0.00;0.00;0.00;0.00;-9905.80;-19306.00;-18260.15;-17654.53;-17280.43;-106070.08;-109840.75;-109351.81;-109121.10;-109214.29;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
196390009202.99;250235101.05;13556.37;1.02;0.97;133.72;5.66;98.37;7.46;3894.05;32783.32;32783.32;32783.32;32783.32;32783.32;115436.52;115436.52;115436.52;115436.52;115436.52;0.02;0.02;0.02;0.02;0.02;24944.49;16717.42;17604.82;18139.70;18562.90;19698.59;16368.65;16800.45;17004.21;16921.91;0.00;0.00;0.00;0.00;0.00;-7838.84;-16065.90;-15178.50;-14643.63;-14220.42;-95737.94;-99067.87;-98636.07;-98432.31;-98514.62;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
