# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;R_0;R_1;R_2;R_3;R_4;R_5;R_6;R_7;R_8;R_9;R_10;R_11;R_12;R_13;R_14;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;S_10;S_11;S_12;S_13;S_14;G_0;G_1;G_2;G_3;G_4;G_5;G_6;G_7;G_8;G_9;G_10;G_11;G_12;G_13;G_14;I_0;I_1;I_2;I_3;I_4;I_5;I_6;I_7;I_8;I_9;I_10;I_11;I_12;I_13;I_14
215965753032.83;228455698.37;16029.54;1.02;1.01;138.89;5.75;103.01;7.23;4317.47;31898.66;31898.66;31898.66;31898.66;31898.66;111958.43;111958.43;111958.43;111958.43;111958.43;0.02;0.02;0.02;0.02;0.02;31251.83;20191.13;21407.55;22122.61;22611.53;24321.96;19870.03;20447.31;20719.71;20609.68;0.00;0.00;0.00;0.00;0.00;-646.83;-11707.53;-10491.11;-9776.05;-9287.13;-87636.47;-92088.40;-91511.12;-91238.71;-91348.75;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
212248905393.95;238593403.23;13013.81;0.98;1.00;138.15;5.96;93.37;7.03;2451.29;29063.19;29063.19;29063.19;29063.19;29063.19;115921.07;115921.07;115921.07;115921.07;115921.07;0.01;0.01;0.01;0.01;0.01;23572.57;15197.02;16118.68;16660.02;17027.44;18329.92;14959.69;15396.72;15602.94;15519.64;0.00;0.00;0.00;0.00;0.00;-5490.62;-13866.18;-12944.52;-12403.18;-12035.76;-97591.14;-100961.38;-100524.35;-100318.13;-100401.43;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
201547192773.59;256702418.48;12578.35;0.95;0.98;131.44;6.09;106.75;6.83;3787.64;30863.47;30863.47;30863.47;30863.47;30863.47;116692.45;116692.45;116692.45;116692.45;116692.45;0.01;0.01;0.01;0.01;0.01;23913.46;15895.20;16763.62;17284.25;17683.36;18822.01;15580.82;16001.12;16199.46;16119.34;0.00;0.00;0.00;0.00;0.00;-6950.01;-14968.27;-14099.85;-13579.22;-13180.11;-97870.44;-101111.62;-100691.33;-100492.99;-100573.10;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
191297077177.27;215018821.78;10985.07;1.06;1.02;151.22;5.70;107.71;7.61;2698.00;37074.04;37074.04;37074.04;37074.04;37074.04;117779.66;117779.66;117779.66;117779.66;117779.66;0.02;0.02;0.02;0.02;0.02;23740.76;13194.55;14415.80;15086.91;15341.36;17458.91;13280.07;13821.92;14077.57;13974.30;0.00;0.00;0.00;0.00;0.00;-13333.28;-23879.49;-22658.24;-21987.13;-21732.68;-100320.76;-104499.59;-103957.75;-103702.09;-103805.36;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
210806665296.23;249301829.28;15365.33;1.00;1.01;142.81;5.90;104.36;7.02;2431.08;34920.54;34920.54;34920.54;34920.54;34920.54;126231.88;126231.88;126231.88;126231.88;126231.88;0.02;0.02;0.02;0.02;0.02;27921.45;17464.54;18631.01;19304.17;19709.65;21457.20;17266.00;17809.47;18065.91;17962.32;0.00;0.00;0.00;0.00;0.00;-6999.09;-17456.00;-16289.53;-15616.37;-15210.89;-104774.68;-108965.88;-108422.41;-108165.97;-108269.55;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
200095297321.10;257040538.39;13443.00;0.95;0.97;141.15;5.48;105.78;7.07;2185.10;33585.64;33585.64;33585.64;33585.64;33585.64;112828.56;112828.56;112828.56;112828.56;112828.56;0.01;0.01;0.01;0.01;0.01;23839.40;14803.28;15814.12;16395.31;16735.69;18268.94;14650.33;15119.56;15340.96;15251.53;0.00;0.00;0.00;0.00;0.00;-9746.24;-18782.36;-17771.52;-17190.32;-16849.95;-94559.62;-98178.23;-97709.01;-97487.60;-97577.04;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
206354892597.92;241916341.89;14446.79;1.01;1.05;144.75;6.55;97.36;6.93;4243.70;33471.83;33471.83;33471.83;33471.83;33471.83;139376.44;139376.44;139376.44;139376.44;139376.44;0.02;0.02;0.02;0.02;0.02;29817.53;19140.56;20318.40;21008.03;21467.66;23146.91;18853.26;19410.02;19672.73;19566.61;0.00;0.00;0.00;0.00;0.00;-3654.30;-14331.27;-13153.43;-12463.80;-12004.17;-116229.53;-120523.18;-119966.43;-119703.71;-119809.83;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
179619606909.08;217693419.37;14016.43;1.02;0.95;146.00;6.23;108.47;7.14;2579.48;33571.98;33571.98;33571.98;33571.98;33571.98;120830.94;120830.94;120830.94;120830.94;120830.94;0.02;0.02;0.02;0.02;0.02;24386.26;15300.12;16312.78;16897.89;17254.17;18762.74;15119.66;15592.05;15814.95;15724.91;0.00;0.00;0.00;0.00;0.00;-9185.72;-18271.86;-17259.21;-16674.10;-16317.81;-102068.20;-105711.28;-105238.89;-105015.99;-105106.03;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
213344730068.36;262062942.37;13786.75;0.96;1.04;131.04;5.40;110.68;7.38;2179.87;34115.55;34115.55;34115.55;34115.55;34115.55;106323.24;106323.24;106323.24;106323.24;106323.24;0.01;0.01;0.01;0.01;0.01;25743.18;16179.12;17243.08;17859.20;18238.15;19819.67;15983.91;16481.31;16716.02;16621.21;0.00;0.00;0.00;0.00;0.00;-8372.37;-17936.42;-16872.47;-16256.35;-15877.39;-86503.57;-90339.33;-89841.93;-89607.22;-89702.03;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
195427312914.95;242742627.54;14011.79;1.00;0.96;133.14;5.30;103.74;7.19;2753.25;31154.21;31154.21;31154.21;31154.21;31154.21;102952.79;102952.79;102952.79;102952.79;102952.79;0.02;0.02;0.02;0.02;0.02;23704.43;15879.66;16723.92;17232.60;17634.36;18716.15;15549.27;15959.93;16153.71;16075.44;0.00;0.00;0.00;0.00;0.00;-7449.78;-15274.55;-14430.29;-13921.61;-13519.85;-84236.64;-87403.51;-86992.86;-86799.07;-86877.35;-0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
