# X_0;X_1;R_0;S_0;G_0;I_0
16916;17100;143000;14999;128000;1
19607;18558;143000;14999;128000;1
15901;19495;143000;14999;128000;1
12634;17399;143000;14999;128000;1
9950;21032;143000;14999;128000;1
15173;23843;143000;14999;128000;1
14004;20378;143000;14999;128000;1
15660;24720;143000;14999;128000;1
16193;16701;143000;14999;128000;1
15810;20944;143000;14999;128000;1
