# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
195522861918.96;250645643.57;10146.71;34178951395.45;1.00;1.50;19485.96;0.00;0.00;-34178931909.50;-1.00;-1.50;0.00;0.00;0.00
225750130962.67;171445017.07;9357.86;23378865964.18;1.00;1.50;19485.96;0.00;0.00;-23378846478.22;-1.00;-1.50;0.00;0.00;0.00
222185375467.85;282145654.00;9999.38;38474407363.82;1.00;1.50;19485.96;0.00;0.00;-38474387877.87;-1.00;-1.50;0.00;0.00;0.00
183591988254.06;207265794.47;9286.54;28263517427.10;1.00;1.50;19485.96;0.00;0.00;-28263497941.15;-1.00;-1.50;0.00;0.00;0.00
196969182150.12;262795751.28;10096.07;35835784265.78;1.00;1.50;19485.96;0.00;0.00;-35835764779.82;-1.00;-1.50;0.00;0.00;0.00
180508197982.77;284796200.00;8926.67;38835845454.93;1.00;1.50;19485.96;0.00;0.00;-38835825968.97;-1.00;-1.50;0.00;0.00;0.00
208350116643.76;254829206.31;8999.18;34749437224.39;1.00;1.50;19485.96;0.00;0.00;-34749417738.43;-1.00;-1.50;0.00;0.00;0.00
181279412720.28;220276023.46;10797.06;30037639563.13;1.00;1.50;19485.96;0.00;0.00;-30037620077.17;-1.00;-1.50;0.00;0.00;0.00
185092173647.73;292701520.02;9944.17;39913843639.15;1.00;1.50;19485.96;0.00;0.00;-39913824153.19;-1.00;-1.50;0.00;0.00;0.00
229662490208.16;269163668.40;11163.47;36704136599.70;1.00;1.50;19485.96;0.00;0.00;-36704117113.75;-1.00;-1.50;0.00;0.00;0.00
