# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
195656760177.93;252581050.46;22732.84;0.93;1.03;145.54;5.75;100.21;7.02;142.35;980.69;30336.83;107035.64;0.01;25812.40;23530.91;-0.00;-4524.43;-83504.73;-0.02;0.00;0.00;0.00
190465402436.66;252248676.30;20430.25;0.94;1.06;134.40;5.79;104.28;6.54;138.28;899.87;29800.56;100603.55;0.01;23810.52;21707.82;-0.00;-5990.04;-78895.74;-0.02;0.00;0.00;0.00
179947483352.76;268146138.73;18987.50;1.00;0.98;135.25;5.74;88.74;8.00;138.33;900.10;33637.84;113185.94;0.01;20427.07;18623.58;-0.00;-13210.76;-94562.36;-0.02;0.00;0.00;0.00
203846225562.84;221580834.29;17605.78;1.07;1.00;147.97;5.77;102.71;7.56;137.11;941.64;29493.53;110170.15;0.02;19358.56;17643.43;-0.00;-10134.97;-92526.72;-0.02;0.00;0.00;0.00
227431001144.48;265483666.84;20956.18;1.00;0.99;134.19;5.53;102.42;7.46;142.97;984.17;34365.46;106980.34;0.01;22888.25;20858.53;-0.00;-11477.21;-86121.81;-0.02;0.00;0.00;0.00
211767598770.12;249543820.15;16477.55;1.01;1.01;143.51;6.19;109.61;7.24;146.60;964.55;33535.29;121833.22;0.02;18321.43;16695.58;-0.00;-15213.86;-105137.64;-0.02;0.00;0.00;0.00
195469225564.16;286541938.04;17680.99;0.96;1.03;137.11;6.23;114.41;7.22;140.78;949.37;35041.20;127533.92;0.01;19997.21;18226.33;-0.00;-15043.99;-109307.59;-0.02;0.00;0.00;0.00
199528272449.40;258347162.82;19057.19;0.96;1.01;135.57;5.58;104.30;7.18;138.51;879.32;31200.25;102322.52;0.01;21211.38;19336.08;-0.00;-9988.87;-82986.43;-0.02;0.00;0.00;0.00
200302838416.56;228699170.35;21335.31;0.96;0.99;149.16;5.94;106.38;7.53;139.68;857.74;27984.58;106483.23;0.01;23240.37;21187.49;-0.00;-4744.21;-85295.74;-0.02;0.00;0.00;0.00
211187554182.46;228669434.35;22813.88;0.95;0.94;129.98;5.83;100.75;7.06;147.53;951.57;29239.58;90128.35;0.01;23635.95;21545.42;-0.00;-5603.63;-68582.93;-0.02;0.00;0.00;0.00
