# X_0;X_1;X_2;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
19930.55;851.99;9786.55;774.53;1.00;1.50;27001.46;10284.83;93.08;26226.93;10283.83;91.58;1.00;1.00;1.00
20038.58;1141.01;9899.42;1037.28;1.00;1.50;27313.25;10403.59;93.65;26275.97;10402.59;92.15;1.00;1.00;1.00
19463.37;1043.02;9812.35;948.20;1.00;1.50;27073.20;10312.15;95.57;26125.00;10311.15;94.07;1.00;1.00;1.00
20582.53;900.58;9702.52;818.71;1.00;1.50;26769.69;10196.55;89.36;25950.98;10195.55;87.86;1.00;1.00;1.00
21189.48;961.99;10818.29;874.54;1.00;1.50;29848.95;11369.43;96.78;28974.41;11368.43;95.28;1.00;1.00;1.00
22539.50;1183.74;10368.65;1076.12;1.00;1.50;28607.31;10896.50;87.20;27531.19;10895.50;85.70;1.00;1.00;1.00
18835.50;896.62;9061.69;815.11;1.00;1.50;25001.05;9522.87;91.19;24185.94;9521.87;89.69;1.00;1.00;1.00
19768.70;1003.25;10011.45;912.04;1.00;1.50;27622.28;10521.30;96.00;26710.24;10520.30;94.50;1.00;1.00;1.00
20328.57;831.78;10321.12;756.16;1.00;1.50;28477.63;10847.10;96.25;27721.47;10846.10;94.75;1.00;1.00;1.00
20202.89;791.02;9313.62;719.11;1.00;1.50;25696.36;9787.72;87.39;24977.26;9786.72;85.89;1.00;1.00;1.00
